Sqrt(A) (m),Rn,t (cm),Dmax (mm)
14,0.1,5,28.128
15,0.1,5,34.249
16,0.1,5,41.188
17,0.1,5,48.99
18,0.1,5,57.692
2,0.11,5,0.131
3,0.11,5,0.38
4,0.11,5,0.813
5,0.11,5,1.47
6,0.11,5,2.395
7,0.11,5,3.632
8,0.11,5,5.232
9,0.11,5,7.244
10,0.11,5,9.721
11,0.11,5,12.712
12,0.11,5,16.266
13,0.11,5,20.428
14,0.11,5,25.241
15,0.11,5,30.745
16,0.11,5,36.979
17,0.11,5,43.978
18,0.11,5,51.775
2,0.12,5,0.117
3,0.12,5,0.339
4,0.12,5,0.725
5,0.12,5,1.313
6,0.12,5,2.143
7,0.12,5,3.258
8,0.12,5,4.704
9,0.12,5,6.529
10,0.12,5,8.779
11,0.12,5,11.498
12,0.12,5,14.728
13,0.12,5,18.508
14,0.12,5,22.877
15,0.12,5,27.867
16,0.12,5,33.51
17,0.12,5,39.837
18,0.12,5,46.876
2,0.13,5,0.105
3,0.13,5,0.305
4,0.13,5,0.653
5,0.13,5,1.184
6,0.13,5,1.937
7,0.13,5,2.952
8,0.13,5,4.273
9,0.13,5,5.943
10,0.13,5,8.004
11,0.13,5,10.494
12,0.13,5,13.452
13,0.13,5,16.91
14,0.13,5,20.901
15,0.13,5,25.454
16,0.13,5,30.596
17,0.13,5,36.353
18,0.13,5,42.75
2,0.14,5,0.095
3,0.14,5,0.277
4,0.14,5,0.593
5,0.14,5,1.078
6,0.14,5,1.767
7,0.14,5,2.699
8,0.14,5,3.915
9,0.14,5,5.455
10,0.14,5,7.355
11,0.14,5,9.65
12,0.14,5,12.374
13,0.14,5,15.555
14,0.14,5,19.222
15,0.14,5,23.399
16,0.14,5,28.11
17,0.14,5,33.379
18,0.14,5,39.226
2,0.15,5,0.087
3,0.15,5,0.253
4,0.15,5,0.543
5,0.15,5,0.988
6,0.15,5,1.623
7,0.15,5,2.486
8,0.15,5,3.613
9,0.15,5,5.04
10,0.15,5,6.802
11,0.15,5,8.929
13,0.15,5,14.391
14,0.15,5,17.775
15,0.15,5,21.626
16,0.15,5,25.965
17,0.15,5,30.811
18,0.15,5,36.185
2,0.16,5,0.08
3,0.16,5,0.233
4,0.16,5,0.5
5,0.16,5,0.912
6,0.16,5,1.501
7,0.16,5,2.304
8,0.16,5,3.354
9,0.16,5,4.685
10,0.16,5,6.326
11,0.16,5,8.306
12,0.16,5,10.649
13,0.16,5,13.378
14,0.16,5,16.516
15,0.16,5,20.082
16,0.16,5,24.095
17,0.16,5,28.573
18,0.16,5,33.535
2,0.17,5,0.074
3,0.17,5,0.216
4,0.17,5,0.463
5,0.17,5,0.846
6,0.17,5,1.397
7,0.17,5,2.148
8,0.17,5,3.131
9,0.17,5,4.376
10,0.17,5,5.911
11,0.17,5,7.76
12,0.17,5,9.946
13,0.17,5,12.49
14,0.17,5,15.41
15,0.17,5,18.725
16,0.17,5,22.452
17,0.17,5,26.608
18,0.17,5,31.21
2,0.18,5,0.069
3,0.18,5,0.2
4,0.18,5,0.431
5,0.18,5,0.79
6,0.18,5,1.306
7,0.18,5,2.011
8,0.18,5,2.935
9,0.18,5,4.105
10,0.18,5,5.545
11,0.18,5,7.279
12,0.18,5,9.325
13,0.18,5,11.703
14,0.18,5,14.43
15,0.18,5,17.523
16,0.18,5,20.998
17,0.18,5,24.87
18,0.18,5,29.156
2,0.19,5,0.064
3,0.19,5,0.187
4,0.19,5,0.403
5,0.19,5,0.74
6,0.19,5,1.226
7,0.19,5,1.891
8,0.19,5,2.763
9,0.19,5,3.865
10,0.19,5,5.221
11,0.19,5,6.85
12,0.19,5,8.772
13,0.19,5,11.002
14,0.19,5,13.557
15,0.19,5,16.453
16,0.19,5,19.704
17,0.19,5,23.325
18,0.19,5,27.33
2,0.2,5,0.06
3,0.2,5,0.176
4,0.2,5,0.379
5,0.2,5,0.697
6,0.2,5,1.156
7,0.2,5,1.785
8,0.2,5,2.609
9,0.2,5,3.651
10,0.2,5,4.931
11,0.2,5,6.467
12,0.2,5,8.276
13,0.2,5,10.374
14,0.2,5,12.775
15,0.2,5,15.494
16,0.2,5,18.546
17,0.2,5,21.943
18,0.2,5,25.7
2,0.21,5,0.057
3,0.21,5,0.165
4,0.21,5,0.357
5,0.21,5,0.658
6,0.21,5,1.094
7,0.21,5,1.691
8,0.21,5,2.472
9,0.21,5,3.459
10,0.21,5,4.67
11,0.21,5,6.122
12,0.21,5,7.829
13,0.21,5,9.808
14,0.21,5,12.071
15,0.21,5,14.632
16,0.21,5,17.505
17,0.21,5,20.702
18,0.21,5,24.237
2,0.22,5,0.054
3,0.22,5,0.156
4,0.22,5,0.338
5,0.22,5,0.624
6,0.22,5,1.038
7,0.22,5,1.606
8,0.22,5,2.349
9,0.22,5,3.286
10,0.22,5,4.434
11,0.22,5,5.809
12,0.22,5,7.425
13,0.22,5,9.296
14,0.22,5,11.435
15,0.22,5,13.853
16,0.22,5,16.565
17,0.22,5,19.583
18,0.22,5,22.919
2,0.23,5,0.051
3,0.23,5,0.148
4,0.23,5,0.321
5,0.23,5,0.593
6,0.23,5,0.988
7,0.23,5,1.529
8,0.23,5,2.237
9,0.23,5,3.128
10,0.23,5,4.22
11,0.23,5,5.525
12,0.23,5,7.058
13,0.23,5,8.831
14,0.23,5,10.857
15,0.23,5,13.147
16,0.23,5,15.714
17,0.23,5,18.57
18,0.23,5,21.727
2,0.24,5,0.048
3,0.24,5,0.141
4,0.24,5,0.305
5,0.24,5,0.565
6,0.24,5,0.943
7,0.24,5,1.46
8,0.24,5,2.135
9,0.24,5,2.985
10,0.24,5,4.024
11,0.24,5,5.266
12,0.24,5,6.723
13,0.24,5,8.408
14,0.24,5,10.331
15,0.24,5,12.505
16,0.24,5,14.94
17,0.24,5,17.65
18,0.24,5,20.645
2,0.25,5,0.046
3,0.25,5,0.134
4,0.25,5,0.291
5,0.25,5,0.54
6,0.25,5,0.902
7,0.25,5,1.397
8,0.25,5,2.042
9,0.25,5,2.854
10,0.25,5,3.845
11,0.25,5,5.029
12,0.25,5,6.417
13,0.25,5,8.02
14,0.25,5,9.85
15,0.25,5,11.918
16,0.25,5,14.234
17,0.25,5,16.811
18,0.25,5,19.659
2,0.26,5,0.044
3,0.26,5,0.128
4,0.26,5,0.279
5,0.26,5,0.517
6,0.26,5,0.864
7,0.26,5,1.339
8,0.26,5,1.957
9,0.26,5,2.734
10,0.26,5,3.681
11,0.26,5,4.812
12,0.26,5,6.136
13,0.26,5,7.665
14,0.26,5,9.41
15,0.26,5,11.381
16,0.26,5,13.589
17,0.26,5,16.044
18,0.26,5,18.758
2,0.27,5,0.042
3,0.27,5,0.122
4,0.27,5,0.267
5,0.27,5,0.496
6,0.27,5,0.83
7,0.27,5,1.285
8,0.27,5,1.879
9,0.27,5,2.623
10,0.27,5,3.53
11,0.27,5,4.611
12,0.27,5,5.877
13,0.27,5,7.339
14,0.27,5,9.005
15,0.27,5,10.888
16,0.27,5,12.996
17,0.27,5,15.341
18,0.27,5,17.933
2,0.28,5,0.04
3,0.28,5,0.117
4,0.28,5,0.256
5,0.28,5,0.477
6,0.28,5,0.798
7,0.28,5,1.236
8,0.28,5,1.806
9,0.28,5,2.52
10,0.28,5,3.39
11,0.28,5,4.426
12,0.28,5,5.639
13,0.28,5,7.038
14,0.28,5,8.633
15,0.28,5,10.434
16,0.28,5,12.452
17,0.28,5,14.695
18,0.28,5,17.175
2,0.29,5,0.039
3,0.29,5,0.113
4,0.29,5,0.247
5,0.29,5,0.459
6,0.29,5,0.769
7,0.29,5,1.191
8,0.29,5,1.739
9,0.29,5,2.426
10,0.29,5,3.261
11,0.29,5,4.255
12,0.29,5,5.418
13,0.29,5,6.76
14,0.29,5,8.289
15,0.29,5,10.016
16,0.29,5,11.95
17,0.29,5,14.1
18,0.29,5,16.476
2,0.3,5,0.037
3,0.3,5,0.109
4,0.3,5,0.238
5,0.3,5,0.443
7,0.3,5,1.149
8,0.3,5,1.677
9,0.3,5,2.338
10,0.3,5,3.141
11,0.3,5,4.097
12,0.3,5,5.214
13,0.3,5,6.502
14,0.3,5,7.971
15,0.3,5,9.629
16,0.3,5,11.486
17,0.3,5,13.55
18,0.3,5,15.832
2,0.31,5,0.036
3,0.31,5,0.105
4,0.31,5,0.23
5,0.31,5,0.428
6,0.31,5,0.717
7,0.31,5,1.11
8,0.31,5,1.62
9,0.31,5,2.256
10,0.31,5,3.03
11,0.31,5,3.95
12,0.31,5,5.025
13,0.31,5,6.264
14,0.31,5,7.676
15,0.31,5,9.271
16,0.31,5,11.056
17,0.31,5,13.041
18,0.31,5,15.235
2,0.32,5,0.035
3,0.32,5,0.101
4,0.32,5,0.222
5,0.32,5,0.415
6,0.32,5,0.694
7,0.32,5,1.074
8,0.32,5,1.566
9,0.32,5,2.18
10,0.32,5,2.926
11,0.32,5,3.813
12,0.32,5,4.848
13,0.32,5,6.042
14,0.32,5,7.402
15,0.32,5,8.938
16,0.32,5,10.657
17,0.32,5,12.569
18,0.32,5,14.682
2,0.33,5,0.034
3,0.33,5,0.098
4,0.33,5,0.215
5,0.33,5,0.402
6,0.33,5,0.672
7,0.33,5,1.04
8,0.33,5,1.516
9,0.33,5,2.109
10,0.33,5,2.83
11,0.33,5,3.685
12,0.33,5,4.684
13,0.33,5,5.836
14,0.33,5,7.148
15,0.33,5,8.629
16,0.33,5,10.287
17,0.33,5,12.131
18,0.33,5,14.168
2,0.34,5,0.032
3,0.34,5,0.095
4,0.34,5,0.209
5,0.34,5,0.39
6,0.34,5,0.652
7,0.34,5,1.009
8,0.34,5,1.469
9,0.34,5,2.043
10,0.34,5,2.739
11,0.34,5,3.566
12,0.34,5,4.531
13,0.34,5,5.643
14,0.34,5,6.91
15,0.34,5,8.341
16,0.34,5,9.942
17,0.34,5,11.723
18,0.34,5,13.69
2,0.35,5,0.032
3,0.35,5,0.092
4,0.35,5,0.203
5,0.35,5,0.379
6,0.35,5,0.633
7,0.35,5,0.979
8,0.35,5,1.425
9,0.35,5,1.981
10,0.35,5,2.655
11,0.35,5,3.455
12,0.35,5,4.388
13,0.35,5,5.464
14,0.35,5,6.689
15,0.35,5,8.072
16,0.35,5,9.62
17,0.35,5,11.342
18,0.35,5,13.244
2,0.36,5,0.031
3,0.36,5,0.09
4,0.36,5,0.197
5,0.36,5,0.368
6,0.36,5,0.616
7,0.36,5,0.951
8,0.36,5,1.384
9,0.36,5,1.923
10,0.36,5,2.576
11,0.36,5,3.35
12,0.36,5,4.255
13,0.36,5,5.296
14,0.36,5,6.482
15,0.36,5,7.821
16,0.36,5,9.32
17,0.36,5,10.986
18,0.36,5,12.828
2,0.37,5,0.03
3,0.37,5,0.087
4,0.37,5,0.192
5,0.37,5,0.358
6,0.37,5,0.599
7,0.37,5,0.925
8,0.37,5,1.346
9,0.37,5,1.869
10,0.37,5,2.502
11,0.37,5,3.253
12,0.37,5,4.129
13,0.37,5,5.139
14,0.37,5,6.288
15,0.37,5,7.586
16,0.37,5,9.039
17,0.37,5,10.654
18,0.37,5,12.439
2,0.38,5,0.029
3,0.38,5,0.085
4,0.38,5,0.187
5,0.38,5,0.349
6,0.38,5,0.584
7,0.38,5,0.901
8,0.38,5,1.31
9,0.38,5,1.817
10,0.38,5,2.432
11,0.38,5,3.161
12,0.38,5,4.012
13,0.38,5,4.991
14,0.38,5,6.107
15,0.38,5,7.366
16,0.38,5,8.775
17,0.38,5,10.342
18,0.38,5,12.074
2,0.39,5,0.028
3,0.39,5,0.083
4,0.39,5,0.183
5,0.39,5,0.341
6,0.39,5,0.569
7,0.39,5,0.878
8,0.39,5,1.276
9,0.39,5,1.769
10,0.39,5,2.367
11,0.39,5,3.075
12,0.39,5,3.901
13,0.39,5,4.853
14,0.39,5,5.937
15,0.39,5,7.159
16,0.39,5,8.528
17,0.39,5,10.05
18,0.39,5,11.732
2,0.4,5,0.028
3,0.4,5,0.081
4,0.4,5,0.178
5,0.4,5,0.333
6,0.4,5,0.556
7,0.4,5,0.857
8,0.4,5,1.244
9,0.4,5,1.724
10,0.4,5,2.305
11,0.4,5,2.994
12,0.4,5,3.798
13,0.4,5,4.723
14,0.4,5,5.776
15,0.4,5,6.965
16,0.4,5,8.296
17,0.4,5,9.776
18,0.4,5,11.411
2,0.1,5.5,0.14
3,0.1,5.5,0.406
4,0.1,5.5,0.867
5,0.1,5.5,1.565
6,0.1,5.5,2.541
7,0.1,5.5,3.838
8,0.1,5.5,5.501
9,0.1,5.5,7.578
10,0.1,5.5,10.12
11,0.1,5.5,13.178
12,0.1,5.5,16.804
13,0.1,5.5,21.047
14,0.1,5.5,25.956
15,0.1,5.5,31.577
16,0.1,5.5,37.955
17,0.1,5.5,45.132
18,0.1,5.5,53.147
2,0.11,5.5,0.123
3,0.11,5.5,0.357
4,0.11,5.5,0.764
5,0.11,5.5,1.381
6,0.11,5.5,2.244
7,0.11,5.5,3.395
8,0.11,5.5,4.877
9,0.11,5.5,6.734
10,0.11,5.5,9.014
11,0.11,5.5,11.763
12,0.11,5.5,15.026
13,0.11,5.5,18.847
14,0.11,5.5,23.268
15,0.11,5.5,28.329
16,0.11,5.5,34.068
17,0.11,5.5,40.519
18,0.11,5.5,47.715
2,0.12,5.5,0.11
3,0.12,5.5,0.319
4,0.12,5.5,0.681
5,0.12,5.5,1.232
6,0.12,5.5,2.006
7,0.12,5.5,3.041
8,0.12,5.5,4.377
9,0.12,5.5,6.058
10,0.12,5.5,8.126
11,0.12,5.5,10.623
12,0.12,5.5,13.588
13,0.12,5.5,17.062
14,0.12,5.5,21.079
15,0.12,5.5,25.674
16,0.12,5.5,30.878
17,0.12,5.5,36.722
18,0.12,5.5,43.234
2,0.13,5.5,0.099
3,0.13,5.5,0.287
4,0.13,5.5,0.614
5,0.13,5.5,1.111
6,0.13,5.5,1.811
7,0.13,5.5,2.751
8,0.13,5.5,3.969
9,0.13,5.5,5.505
10,0.13,5.5,7.398
11,0.13,5.5,9.685
12,0.13,5.5,12.402
13,0.13,5.5,15.582
14,0.13,5.5,19.257
15,0.13,5.5,23.457
16,0.13,5.5,28.208
17,0.13,5.5,33.537
18,0.13,5.5,39.466
2,0.14,5.5,0.09
3,0.14,5.5,0.26
4,0.14,5.5,0.557
5,0.14,5.5,1.01
6,0.14,5.5,1.649
7,0.14,5.5,2.511
8,0.14,5.5,3.631
9,0.14,5.5,5.046
10,0.14,5.5,6.79
11,0.14,5.5,8.899
12,0.14,5.5,11.404
13,0.14,5.5,14.333
14,0.14,5.5,17.715
15,0.14,5.5,21.575
16,0.14,5.5,25.937
17,0.14,5.5,30.822
18,0.14,5.5,36.252
2,0.15,5.5,0.082
3,0.15,5.5,0.238
4,0.15,5.5,0.51
5,0.15,5.5,0.925
6,0.15,5.5,1.514
7,0.15,5.5,2.309
8,0.15,5.5,3.346
9,0.15,5.5,4.657
10,0.15,5.5,6.275
11,0.15,5.5,8.231
12,0.15,5.5,10.551
13,0.15,5.5,13.263
14,0.15,5.5,16.39
15,0.15,5.5,19.955
16,0.15,5.5,23.978
17,0.15,5.5,28.479
18,0.15,5.5,33.477
2,0.16,5.5,0.075
3,0.16,5.5,0.219
4,0.16,5.5,0.469
5,0.16,5.5,0.853
6,0.16,5.5,1.398
7,0.16,5.5,2.138
8,0.16,5.5,3.103
9,0.16,5.5,4.325
10,0.16,5.5,5.833
11,0.16,5.5,7.654
12,0.16,5.5,9.814
13,0.16,5.5,12.335
14,0.16,5.5,15.239
15,0.16,5.5,18.545
16,0.16,5.5,22.272
17,0.16,5.5,26.438
18,0.16,5.5,31.059
2,0.17,5.5,0.07
3,0.17,5.5,0.203
4,0.17,5.5,0.435
5,0.17,5.5,0.791
6,0.17,5.5,1.299
7,0.17,5.5,1.99
8,0.17,5.5,2.893
9,0.17,5.5,4.037
10,0.17,5.5,5.449
11,0.17,5.5,7.152
12,0.17,5.5,9.17
13,0.17,5.5,11.522
14,0.17,5.5,14.229
15,0.17,5.5,17.307
16,0.17,5.5,20.773
17,0.17,5.5,24.644
18,0.17,5.5,28.934
2,0.18,5.5,0.065
3,0.18,5.5,0.188
4,0.18,5.5,0.404
5,0.18,5.5,0.737
6,0.18,5.5,1.213
7,0.18,5.5,1.862
8,0.18,5.5,2.711
9,0.18,5.5,3.786
10,0.18,5.5,5.111
11,0.18,5.5,6.71
12,0.18,5.5,8.601
13,0.18,5.5,10.804
14,0.18,5.5,13.335
15,0.18,5.5,16.21
16,0.18,5.5,19.446
17,0.18,5.5,23.055
18,0.18,5.5,27.054
2,0.19,5.5,0.061
3,0.19,5.5,0.176
4,0.19,5.5,0.378
5,0.19,5.5,0.69
6,0.19,5.5,1.138
7,0.19,5.5,1.75
8,0.19,5.5,2.55
9,0.19,5.5,3.564
10,0.19,5.5,4.813
11,0.19,5.5,6.317
12,0.19,5.5,8.095
13,0.19,5.5,10.164
14,0.19,5.5,12.538
15,0.19,5.5,15.233
16,0.19,5.5,18.263
17,0.19,5.5,21.641
18,0.19,5.5,25.382
2,0.2,5.5,0.057
3,0.2,5.5,0.165
4,0.2,5.5,0.355
5,0.2,5.5,0.649
6,0.2,5.5,1.072
7,0.2,5.5,1.651
8,0.2,5.5,2.408
9,0.2,5.5,3.366
10,0.2,5.5,4.546
11,0.2,5.5,5.966
12,0.2,5.5,7.643
13,0.2,5.5,9.59
14,0.2,5.5,11.824
15,0.2,5.5,14.358
16,0.2,5.5,17.204
17,0.2,5.5,20.376
18,0.2,5.5,23.886
2,0.21,5.5,0.053
3,0.21,5.5,0.155
4,0.21,5.5,0.334
5,0.21,5.5,0.612
6,0.21,5.5,1.014
7,0.21,5.5,1.562
8,0.21,5.5,2.281
9,0.21,5.5,3.189
10,0.21,5.5,4.307
11,0.21,5.5,5.651
12,0.21,5.5,7.235
13,0.21,5.5,9.074
14,0.21,5.5,11.181
15,0.21,5.5,13.569
16,0.21,5.5,16.251
17,0.21,5.5,19.237
18,0.21,5.5,22.541
2,0.22,5.5,0.051
3,0.22,5.5,0.147
4,0.22,5.5,0.316
5,0.22,5.5,0.58
6,0.22,5.5,0.961
7,0.22,5.5,1.483
8,0.22,5.5,2.166
9,0.22,5.5,3.03
10,0.22,5.5,4.091
11,0.22,5.5,5.365
12,0.22,5.5,6.866
13,0.22,5.5,8.607
14,0.22,5.5,10.6
15,0.22,5.5,12.857
16,0.22,5.5,15.389
17,0.22,5.5,18.209
18,0.22,5.5,21.328
2,0.23,5.5,0.048
3,0.23,5.5,0.139
4,0.23,5.5,0.3
5,0.23,5.5,0.551
6,0.23,5.5,0.914
7,0.23,5.5,1.412
8,0.23,5.5,2.063
9,0.23,5.5,2.886
10,0.23,5.5,3.895
11,0.23,5.5,5.106
12,0.23,5.5,6.531
13,0.23,5.5,8.182
14,0.23,5.5,10.071
15,0.23,5.5,12.209
16,0.23,5.5,14.608
17,0.23,5.5,17.278
18,0.23,5.5,20.23
2,0.24,5.5,0.045
3,0.24,5.5,0.132
4,0.24,5.5,0.285
5,0.24,5.5,0.525
6,0.24,5.5,0.872
7,0.24,5.5,1.348
8,0.24,5.5,1.969
9,0.24,5.5,2.754
10,0.24,5.5,3.717
11,0.24,5.5,4.869
12,0.24,5.5,6.225
13,0.24,5.5,7.795
14,0.24,5.5,9.589
15,0.24,5.5,11.62
16,0.24,5.5,13.896
17,0.24,5.5,16.43
18,0.24,5.5,19.231
2,0.25,5.5,0.043
3,0.25,5.5,0.126
4,0.25,5.5,0.272
5,0.25,5.5,0.501
6,0.25,5.5,0.834
7,0.25,5.5,1.289
8,0.25,5.5,1.884
9,0.25,5.5,2.634
10,0.25,5.5,3.553
11,0.25,5.5,4.653
12,0.25,5.5,5.945
13,0.25,5.5,7.44
14,0.25,5.5,9.149
15,0.25,5.5,11.081
16,0.25,5.5,13.247
17,0.25,5.5,15.657
18,0.25,5.5,18.32
2,0.26,5.5,0.041
3,0.26,5.5,0.12
4,0.26,5.5,0.26
5,0.26,5.5,0.48
6,0.26,5.5,0.799
7,0.26,5.5,1.235
8,0.26,5.5,1.806
9,0.26,5.5,2.524
10,0.26,5.5,3.403
11,0.26,5.5,4.454
12,0.26,5.5,5.688
13,0.26,5.5,7.115
14,0.26,5.5,8.745
15,0.26,5.5,10.587
16,0.26,5.5,12.652
17,0.26,5.5,14.949
18,0.26,5.5,17.488
2,0.27,5.5,0.04
3,0.27,5.5,0.115
4,0.27,5.5,0.249
5,0.27,5.5,0.46
6,0.27,5.5,0.767
7,0.27,5.5,1.186
8,0.27,5.5,1.734
9,0.27,5.5,2.423
10,0.27,5.5,3.265
11,0.27,5.5,4.271
12,0.27,5.5,5.452
13,0.27,5.5,6.816
14,0.27,5.5,8.373
15,0.27,5.5,10.134
16,0.27,5.5,12.106
17,0.27,5.5,14.299
18,0.27,5.5,16.724
2,0.28,5.5,0.038
3,0.28,5.5,0.11
4,0.28,5.5,0.239
5,0.28,5.5,0.442
6,0.28,5.5,0.737
7,0.28,5.5,1.141
8,0.28,5.5,1.668
9,0.28,5.5,2.329
10,0.28,5.5,3.137
11,0.28,5.5,4.102
12,0.28,5.5,5.233
13,0.28,5.5,6.54
14,0.28,5.5,8.031
15,0.28,5.5,9.716
16,0.28,5.5,11.603
17,0.28,5.5,13.702
18,0.28,5.5,16.021
2,0.29,5.5,0.036
3,0.29,5.5,0.106
4,0.29,5.5,0.23
5,0.29,5.5,0.426
6,0.29,5.5,0.71
7,0.29,5.5,1.099
8,0.29,5.5,1.606
9,0.29,5.5,2.243
10,0.29,5.5,3.019
11,0.29,5.5,3.946
12,0.29,5.5,5.031
13,0.29,5.5,6.285
14,0.29,5.5,7.715
15,0.29,5.5,9.33
16,0.29,5.5,11.139
17,0.29,5.5,13.151
18,0.29,5.5,15.374
2,0.3,5.5,0.035
3,0.3,5.5,0.102
4,0.3,5.5,0.222
5,0.3,5.5,0.411
6,0.3,5.5,0.686
7,0.3,5.5,1.061
8,0.3,5.5,1.55
9,0.3,5.5,2.163
10,0.3,5.5,2.91
11,0.3,5.5,3.801
12,0.3,5.5,4.844
13,0.3,5.5,6.048
14,0.3,5.5,7.422
15,0.3,5.5,8.973
16,0.3,5.5,10.71
17,0.3,5.5,12.642
18,0.3,5.5,14.776
2,0.31,5.5,0.034
3,0.31,5.5,0.098
4,0.31,5.5,0.214
5,0.31,5.5,0.397
6,0.31,5.5,0.663
7,0.31,5.5,1.025
8,0.31,5.5,1.497
9,0.31,5.5,2.088
10,0.31,5.5,2.808
11,0.31,5.5,3.666
12,0.31,5.5,4.67
13,0.31,5.5,5.829
14,0.31,5.5,7.15
15,0.31,5.5,8.642
16,0.31,5.5,10.312
17,0.31,5.5,12.17
18,0.31,5.5,14.223
2,0.32,5.5,0.033
3,0.32,5.5,0.095
4,0.32,5.5,0.207
5,0.32,5.5,0.384
6,0.32,5.5,0.641
7,0.32,5.5,0.992
8,0.32,5.5,1.448
9,0.32,5.5,2.019
10,0.32,5.5,2.713
11,0.32,5.5,3.541
12,0.32,5.5,4.509
13,0.32,5.5,5.625
14,0.32,5.5,6.897
15,0.32,5.5,8.334
16,0.32,5.5,9.943
17,0.32,5.5,11.732
18,0.32,5.5,13.709
2,0.33,5.5,0.032
3,0.33,5.5,0.092
4,0.33,5.5,0.2
5,0.33,5.5,0.372
6,0.33,5.5,0.621
7,0.33,5.5,0.961
8,0.33,5.5,1.402
9,0.33,5.5,1.954
10,0.33,5.5,2.625
11,0.33,5.5,3.424
12,0.33,5.5,4.358
13,0.33,5.5,5.435
14,0.33,5.5,6.662
15,0.33,5.5,8.048
16,0.33,5.5,9.6
17,0.33,5.5,11.326
18,0.33,5.5,13.232
2,0.34,5.5,0.031
3,0.34,5.5,0.089
4,0.34,5.5,0.194
5,0.34,5.5,0.361
6,0.34,5.5,0.603
7,0.34,5.5,0.932
8,0.34,5.5,1.359
9,0.34,5.5,1.893
10,0.34,5.5,2.543
11,0.34,5.5,3.315
12,0.34,5.5,4.217
13,0.34,5.5,5.258
14,0.34,5.5,6.443
15,0.34,5.5,7.782
16,0.34,5.5,9.281
17,0.34,5.5,10.947
18,0.34,5.5,12.788
2,0.35,5.5,0.03
3,0.35,5.5,0.086
4,0.35,5.5,0.189
5,0.35,5.5,0.35
6,0.35,5.5,0.585
7,0.35,5.5,0.905
8,0.35,5.5,1.319
9,0.35,5.5,1.837
10,0.35,5.5,2.465
11,0.35,5.5,3.212
12,0.35,5.5,4.086
13,0.35,5.5,5.092
14,0.35,5.5,6.239
15,0.35,5.5,7.533
16,0.35,5.5,8.982
17,0.35,5.5,10.593
18,0.35,5.5,12.373
2,0.36,5.5,0.029
3,0.36,5.5,0.084
4,0.36,5.5,0.183
5,0.36,5.5,0.341
7,0.36,5.5,0.88
8,0.36,5.5,1.282
9,0.36,5.5,1.784
10,0.36,5.5,2.393
11,0.36,5.5,3.117
12,0.36,5.5,3.963
13,0.36,5.5,4.937
14,0.36,5.5,6.047
15,0.36,5.5,7.301
16,0.36,5.5,8.703
17,0.36,5.5,10.263
18,0.36,5.5,11.986
2,0.37,5.5,0.028
3,0.37,5.5,0.082
4,0.37,5.5,0.178
5,0.37,5.5,0.332
6,0.37,5.5,0.554
7,0.37,5.5,0.856
8,0.37,5.5,1.247
9,0.37,5.5,1.734
10,0.37,5.5,2.325
11,0.37,5.5,3.027
12,0.37,5.5,3.847
13,0.37,5.5,4.792
14,0.37,5.5,5.868
15,0.37,5.5,7.083
16,0.37,5.5,8.443
17,0.37,5.5,9.954
18,0.37,5.5,11.624
2,0.38,5.5,0.027
3,0.38,5.5,0.08
4,0.38,5.5,0.174
5,0.38,5.5,0.323
6,0.38,5.5,0.54
7,0.38,5.5,0.834
8,0.38,5.5,1.214
9,0.38,5.5,1.687
10,0.38,5.5,2.261
11,0.38,5.5,2.943
12,0.38,5.5,3.739
13,0.38,5.5,4.656
14,0.38,5.5,5.7
15,0.38,5.5,6.879
16,0.38,5.5,8.198
17,0.38,5.5,9.665
18,0.38,5.5,11.285
2,0.39,5.5,0.027
3,0.39,5.5,0.078
4,0.39,5.5,0.17
5,0.39,5.5,0.316
6,0.39,5.5,0.527
7,0.39,5.5,0.813
8,0.39,5.5,1.183
9,0.39,5.5,1.643
10,0.39,5.5,2.201
11,0.39,5.5,2.864
12,0.39,5.5,3.637
13,0.39,5.5,4.528
14,0.39,5.5,5.543
15,0.39,5.5,6.687
16,0.39,5.5,7.969
17,0.39,5.5,9.393
18,0.39,5.5,10.967
2,0.4,5.5,0.026
3,0.4,5.5,0.076
4,0.4,5.5,0.166
5,0.4,5.5,0.308
6,0.4,5.5,0.514
7,0.4,5.5,0.793
8,0.4,5.5,1.153
9,0.4,5.5,1.602
10,0.4,5.5,2.145
11,0.4,5.5,2.789
12,0.4,5.5,3.542
13,0.4,5.5,4.408
14,0.4,5.5,5.394
15,0.4,5.5,6.507
16,0.4,5.5,7.753
17,0.4,5.5,9.138
18,0.4,5.5,10.668
2,0.1,6,0.133
3,0.1,6,0.384
4,0.1,6,0.82
5,0.1,6,1.479
6,0.1,6,2.399
7,0.1,6,3.618
8,0.1,6,5.176
9,0.1,6,7.116
10,0.1,6,9.482
11,0.1,6,12.323
12,0.1,6,15.683
13,0.1,6,19.611
14,0.1,6,24.153
15,0.1,6,29.352
16,0.1,6,35.252
17,0.1,6,41.894
18,0.1,6,49.318
2,0.11,6,0.117
3,0.11,6,0.338
4,0.11,6,0.722
5,0.11,6,1.304
6,0.11,6,2.117
7,0.11,6,3.197
8,0.11,6,4.582
9,0.11,6,6.312
10,0.11,6,8.43
11,0.11,6,10.978
12,0.11,6,13.998
13,0.11,6,17.533
14,0.11,6,21.623
15,0.11,6,26.306
16,0.11,6,31.619
17,0.11,6,37.597
18,0.11,6,44.273
2,0.12,6,0.104
3,0.12,6,0.302
4,0.12,6,0.644
