Sqrt(A) (m),Rn,t (cm),Dmax (mm)
15,0.3,4,3.828
16,0.3,4,4.518
17,0.3,4,5.276
18,0.3,4,6.102
2,0.31,4,0.023
3,0.31,4,0.06
4,0.31,4,0.122
5,0.31,4,0.213
6,0.31,4,0.339
7,0.31,4,0.506
8,0.31,4,0.718
9,0.31,4,0.978
10,0.31,4,1.289
11,0.31,4,1.653
12,0.31,4,2.074
13,0.31,4,2.553
14,0.31,4,3.092
15,0.31,4,3.692
16,0.31,4,4.357
17,0.31,4,5.086
18,0.31,4,5.881
2,0.32,4,0.022
3,0.32,4,0.058
4,0.32,4,0.117
5,0.32,4,0.206
6,0.32,4,0.328
7,0.32,4,0.49
8,0.32,4,0.695
9,0.32,4,0.946
10,0.32,4,1.247
11,0.32,4,1.6
12,0.32,4,2.006
13,0.32,4,2.468
14,0.32,4,2.988
15,0.32,4,3.568
16,0.32,4,4.208
17,0.32,4,4.912
18,0.32,4,5.678
2,0.33,4,0.021
3,0.33,4,0.056
4,0.33,4,0.114
5,0.33,4,0.199
6,0.33,4,0.318
7,0.33,4,0.475
8,0.33,4,0.674
9,0.33,4,0.918
10,0.33,4,1.209
11,0.33,4,1.55
12,0.33,4,1.943
13,0.33,4,2.39
14,0.33,4,2.893
15,0.33,4,3.453
16,0.33,4,4.072
17,0.33,4,4.751
18,0.33,4,5.491
2,0.34,4,0.021
3,0.34,4,0.055
4,0.34,4,0.11
5,0.34,4,0.194
6,0.34,4,0.309
7,0.34,4,0.462
8,0.34,4,0.655
9,0.34,4,0.891
10,0.34,4,1.174
11,0.34,4,1.504
12,0.34,4,1.885
13,0.34,4,2.318
14,0.34,4,2.805
15,0.34,4,3.347
16,0.34,4,3.946
17,0.34,4,4.603
18,0.34,4,5.319
2,0.35,4,0.02
3,0.35,4,0.053
4,0.35,4,0.107
5,0.35,4,0.188
6,0.35,4,0.301
7,0.35,4,0.449
8,0.35,4,0.637
9,0.35,4,0.867
10,0.35,4,1.141
11,0.35,4,1.462
12,0.35,4,1.832
13,0.35,4,2.251
14,0.35,4,2.723
15,0.35,4,3.249
16,0.35,4,3.829
17,0.35,4,4.466
18,0.35,4,5.16
2,0.36,4,0.02
3,0.36,4,0.051
4,0.36,4,0.104
5,0.36,4,0.183
6,0.36,4,0.293
7,0.36,4,0.438
8,0.36,4,0.62
9,0.36,4,0.844
10,0.36,4,1.111
11,0.36,4,1.423
12,0.36,4,1.782
13,0.36,4,2.19
14,0.36,4,2.648
15,0.36,4,3.158
16,0.36,4,3.722
17,0.36,4,4.34
18,0.36,4,5.013
2,0.37,4,0.019
3,0.37,4,0.05
4,0.37,4,0.102
5,0.37,4,0.179
6,0.37,4,0.286
7,0.37,4,0.427
8,0.37,4,0.605
9,0.37,4,0.823
10,0.37,4,1.083
11,0.37,4,1.387
12,0.37,4,1.736
13,0.37,4,2.133
14,0.37,4,2.578
15,0.37,4,3.074
16,0.37,4,3.622
17,0.37,4,4.223
18,0.37,4,4.877
2,0.38,4,0.019
3,0.38,4,0.049
4,0.38,4,0.099
5,0.38,4,0.175
6,0.38,4,0.279
7,0.38,4,0.417
8,0.38,4,0.591
9,0.38,4,0.804
10,0.38,4,1.057
11,0.38,4,1.353
12,0.38,4,1.693
13,0.38,4,2.08
14,0.38,4,2.514
15,0.38,4,2.997
16,0.38,4,3.53
17,0.38,4,4.114
18,0.38,4,4.75
2,0.39,4,0.018
3,0.39,4,0.048
4,0.39,4,0.097
5,0.39,4,0.171
6,0.39,4,0.273
7,0.39,4,0.408
8,0.39,4,0.578
9,0.39,4,0.786
10,0.39,4,1.033
11,0.39,4,1.322
12,0.39,4,1.654
13,0.39,4,2.031
14,0.39,4,2.454
15,0.39,4,2.925
16,0.39,4,3.444
17,0.39,4,4.014
18,0.39,4,4.634
2,0.4,4,0.018
3,0.4,4,0.047
4,0.4,4,0.095
5,0.4,4,0.167
6,0.4,4,0.268
7,0.4,4,0.4
8,0.4,4,0.566
9,0.4,4,0.769
10,0.4,4,1.011
11,0.4,4,1.293
12,0.4,4,1.617
13,0.4,4,1.985
14,0.4,4,2.398
15,0.4,4,2.858
16,0.4,4,3.365
17,0.4,4,3.92
18,0.4,4,4.525
2,0.1,4.5,0.109
3,0.1,4.5,0.286
4,0.1,4.5,0.57
5,0.1,4.5,0.973
6,0.1,4.5,1.505
7,0.1,4.5,2.177
8,0.1,4.5,3.002
9,0.1,4.5,3.993
10,0.1,4.5,5.164
11,0.1,4.5,6.529
12,0.1,4.5,8.103
13,0.1,4.5,9.902
14,0.1,4.5,11.94
15,0.1,4.5,14.232
16,0.1,4.5,16.792
17,0.1,4.5,19.635
18,0.1,4.5,22.772
2,0.11,4.5,0.094
3,0.11,4.5,0.247
4,0.11,4.5,0.492
5,0.11,4.5,0.839
6,0.11,4.5,1.298
7,0.11,4.5,1.88
8,0.11,4.5,2.595
9,0.11,4.5,3.457
10,0.11,4.5,4.479
11,0.11,4.5,5.675
12,0.11,4.5,7.058
13,0.11,4.5,8.642
14,0.11,4.5,10.439
15,0.11,4.5,12.464
16,0.11,4.5,14.728
17,0.11,4.5,17.243
18,0.11,4.5,20.02
2,0.12,4.5,0.082
3,0.12,4.5,0.216
4,0.12,4.5,0.43
5,0.12,4.5,0.734
6,0.12,4.5,1.136
7,0.12,4.5,1.646
8,0.12,4.5,2.276
9,0.12,4.5,3.038
10,0.12,4.5,3.944
11,0.12,4.5,5.007
12,0.12,4.5,6.239
13,0.12,4.5,7.652
14,0.12,4.5,9.259
15,0.12,4.5,11.07
16,0.12,4.5,13.097
17,0.12,4.5,15.348
18,0.12,4.5,17.832
2,0.13,4.5,0.073
3,0.13,4.5,0.191
4,0.13,4.5,0.381
5,0.13,4.5,0.649
6,0.13,4.5,1.005
7,0.13,4.5,1.459
8,0.13,4.5,2.021
9,0.13,4.5,2.703
10,0.13,4.5,3.516
11,0.13,4.5,4.472
12,0.13,4.5,5.583
13,0.13,4.5,6.858
14,0.13,4.5,8.309
15,0.13,4.5,9.946
16,0.13,4.5,11.777
17,0.13,4.5,13.81
18,0.13,4.5,16.054
2,0.14,4.5,0.065
3,0.14,4.5,0.171
4,0.14,4.5,0.34
5,0.14,4.5,0.58
6,0.14,4.5,0.899
7,0.14,4.5,1.307
8,0.14,4.5,1.814
9,0.14,4.5,2.431
10,0.14,4.5,3.168
11,0.14,4.5,4.037
12,0.14,4.5,5.047
13,0.14,4.5,6.209
14,0.14,4.5,7.53
15,0.14,4.5,9.021
16,0.14,4.5,10.688
17,0.14,4.5,12.54
18,0.14,4.5,14.58
2,0.15,4.5,0.059
3,0.15,4.5,0.154
4,0.15,4.5,0.307
5,0.15,4.5,0.523
6,0.15,4.5,0.812
7,0.15,4.5,1.182
8,0.15,4.5,1.643
9,0.15,4.5,2.206
10,0.15,4.5,2.881
11,0.15,4.5,3.677
12,0.15,4.5,4.603
13,0.15,4.5,5.668
14,0.15,4.5,6.881
15,0.15,4.5,8.248
16,0.15,4.5,9.777
17,0.15,4.5,11.472
18,0.15,4.5,13.34
2,0.16,4.5,0.053
3,0.16,4.5,0.14
4,0.16,4.5,0.279
5,0.16,4.5,0.475
6,0.16,4.5,0.739
7,0.16,4.5,1.077
8,0.16,4.5,1.501
9,0.16,4.5,2.019
10,0.16,4.5,2.64
11,0.16,4.5,3.374
12,0.16,4.5,4.229
13,0.16,4.5,5.213
14,0.16,4.5,6.332
15,0.16,4.5,7.593
16,0.16,4.5,9.002
17,0.16,4.5,10.564
18,0.16,4.5,12.283
2,0.17,4.5,0.049
3,0.17,4.5,0.128
4,0.17,4.5,0.255
5,0.17,4.5,0.435
6,0.17,4.5,0.677
7,0.17,4.5,0.989
8,0.17,4.5,1.381
9,0.17,4.5,1.86
10,0.17,4.5,2.436
11,0.17,4.5,3.117
12,0.17,4.5,3.911
13,0.17,4.5,4.824
14,0.17,4.5,5.862
15,0.17,4.5,7.031
16,0.17,4.5,8.336
17,0.17,4.5,9.782
18,0.17,4.5,11.373
2,0.18,4.5,0.045
3,0.18,4.5,0.118
4,0.18,4.5,0.234
5,0.18,4.5,0.401
6,0.18,4.5,0.624
7,0.18,4.5,0.914
8,0.18,4.5,1.278
9,0.18,4.5,1.724
10,0.18,4.5,2.262
11,0.18,4.5,2.897
12,0.18,4.5,3.637
13,0.18,4.5,4.488
14,0.18,4.5,5.455
15,0.18,4.5,6.544
16,0.18,4.5,7.758
17,0.18,4.5,9.103
18,0.18,4.5,10.58
2,0.19,4.5,0.042
3,0.19,4.5,0.109
4,0.19,4.5,0.217
5,0.19,4.5,0.371
6,0.19,4.5,0.579
7,0.19,4.5,0.849
8,0.19,4.5,1.189
9,0.19,4.5,1.607
10,0.19,4.5,2.11
11,0.19,4.5,2.706
12,0.19,4.5,3.399
13,0.19,4.5,4.195
14,0.19,4.5,5.1
15,0.19,4.5,6.118
16,0.19,4.5,7.253
17,0.19,4.5,8.508
18,0.19,4.5,9.886
2,0.2,4.5,0.039
3,0.2,4.5,0.102
4,0.2,4.5,0.202
5,0.2,4.5,0.345
6,0.2,4.5,0.54
7,0.2,4.5,0.793
8,0.2,4.5,1.113
9,0.2,4.5,1.506
10,0.2,4.5,1.979
11,0.2,4.5,2.538
12,0.2,4.5,3.19
13,0.2,4.5,3.939
14,0.2,4.5,4.788
15,0.2,4.5,5.743
16,0.2,4.5,6.807
17,0.2,4.5,7.983
18,0.2,4.5,9.273
2,0.21,4.5,0.036
3,0.21,4.5,0.095
4,0.21,4.5,0.188
5,0.21,4.5,0.323
6,0.21,4.5,0.506
7,0.21,4.5,0.744
8,0.21,4.5,1.046
9,0.21,4.5,1.416
10,0.21,4.5,1.863
11,0.21,4.5,2.391
12,0.21,4.5,3.006
13,0.21,4.5,3.711
14,0.21,4.5,4.512
15,0.21,4.5,5.411
16,0.21,4.5,6.412
17,0.21,4.5,7.517
18,0.21,4.5,8.729
2,0.22,4.5,0.034
3,0.22,4.5,0.089
4,0.22,4.5,0.177
5,0.22,4.5,0.303
6,0.22,4.5,0.476
7,0.22,4.5,0.701
8,0.22,4.5,0.986
9,0.22,4.5,1.338
10,0.22,4.5,1.761
11,0.22,4.5,2.261
12,0.22,4.5,2.842
13,0.22,4.5,3.51
14,0.22,4.5,4.266
15,0.22,4.5,5.115
16,0.22,4.5,6.059
17,0.22,4.5,7.101
18,0.22,4.5,8.243
2,0.23,4.5,0.032
3,0.23,4.5,0.084
4,0.23,4.5,0.166
5,0.23,4.5,0.286
6,0.23,4.5,0.45
7,0.23,4.5,0.663
8,0.23,4.5,0.934
9,0.23,4.5,1.268
10,0.23,4.5,1.67
11,0.23,4.5,2.144
12,0.23,4.5,2.696
13,0.23,4.5,3.329
14,0.23,4.5,4.046
15,0.23,4.5,4.849
16,0.23,4.5,5.743
17,0.23,4.5,6.728
18,0.23,4.5,7.808
2,0.24,4.5,0.03
3,0.24,4.5,0.079
4,0.24,4.5,0.157
5,0.24,4.5,0.271
6,0.24,4.5,0.426
7,0.24,4.5,0.63
8,0.24,4.5,0.888
9,0.24,4.5,1.205
10,0.24,4.5,1.588
11,0.24,4.5,2.04
12,0.24,4.5,2.565
13,0.24,4.5,3.167
14,0.24,4.5,3.847
15,0.24,4.5,4.611
16,0.24,4.5,5.458
17,0.24,4.5,6.393
18,0.24,4.5,7.416
2,0.25,4.5,0.029
3,0.25,4.5,0.075
4,0.25,4.5,0.149
5,0.25,4.5,0.257
6,0.25,4.5,0.405
7,0.25,4.5,0.6
8,0.25,4.5,0.846
9,0.25,4.5,1.149
10,0.25,4.5,1.515
11,0.25,4.5,1.946
12,0.25,4.5,2.447
13,0.25,4.5,3.02
14,0.25,4.5,3.668
15,0.25,4.5,4.395
16,0.25,4.5,5.201
17,0.25,4.5,6.09
18,0.25,4.5,7.062
2,0.26,4.5,0.027
3,0.26,4.5,0.071
4,0.26,4.5,0.142
5,0.26,4.5,0.245
6,0.26,4.5,0.387
7,0.26,4.5,0.573
8,0.26,4.5,0.808
9,0.26,4.5,1.099
10,0.26,4.5,1.449
11,0.26,4.5,1.861
12,0.26,4.5,2.34
13,0.26,4.5,2.887
14,0.26,4.5,3.506
15,0.26,4.5,4.199
16,0.26,4.5,4.968
17,0.26,4.5,5.815
18,0.26,4.5,6.741
2,0.27,4.5,0.026
3,0.27,4.5,0.068
4,0.27,4.5,0.135
5,0.27,4.5,0.234
6,0.27,4.5,0.37
7,0.27,4.5,0.548
8,0.27,4.5,0.775
9,0.27,4.5,1.053
10,0.27,4.5,1.389
11,0.27,4.5,1.784
12,0.27,4.5,2.243
13,0.27,4.5,2.767
14,0.27,4.5,3.359
15,0.27,4.5,4.021
16,0.27,4.5,4.756
17,0.27,4.5,5.565
18,0.27,4.5,6.449
2,0.28,4.5,0.025
3,0.28,4.5,0.065
4,0.28,4.5,0.13
5,0.28,4.5,0.224
6,0.28,4.5,0.355
7,0.28,4.5,0.526
8,0.28,4.5,0.744
9,0.28,4.5,1.012
10,0.28,4.5,1.334
11,0.28,4.5,1.714
12,0.28,4.5,2.154
13,0.28,4.5,2.657
14,0.28,4.5,3.224
15,0.28,4.5,3.859
16,0.28,4.5,4.563
17,0.28,4.5,5.337
18,0.28,4.5,6.183
2,0.29,4.5,0.024
3,0.29,4.5,0.062
4,0.29,4.5,0.124
5,0.29,4.5,0.215
6,0.29,4.5,0.341
7,0.29,4.5,0.506
8,0.29,4.5,0.716
9,0.29,4.5,0.974
10,0.29,4.5,1.285
11,0.29,4.5,1.65
12,0.29,4.5,2.073
13,0.29,4.5,2.556
14,0.29,4.5,3.101
15,0.29,4.5,3.711
16,0.29,4.5,4.386
17,0.29,4.5,5.129
18,0.29,4.5,5.94
2,0.3,4.5,0.023
3,0.3,4.5,0.06
4,0.3,4.5,0.119
5,0.3,4.5,0.207
6,0.3,4.5,0.329
7,0.3,4.5,0.488
8,0.3,4.5,0.691
9,0.3,4.5,0.94
10,0.3,4.5,1.239
11,0.3,4.5,1.591
12,0.3,4.5,1.999
13,0.3,4.5,2.464
14,0.3,4.5,2.988
15,0.3,4.5,3.575
16,0.3,4.5,4.224
17,0.3,4.5,4.938
18,0.3,4.5,5.718
2,0.31,4.5,0.022
3,0.31,4.5,0.057
4,0.31,4.5,0.115
5,0.31,4.5,0.2
6,0.31,4.5,0.317
7,0.31,4.5,0.472
8,0.31,4.5,0.668
9,0.31,4.5,0.909
10,0.31,4.5,1.198
11,0.31,4.5,1.538
12,0.31,4.5,1.931
13,0.31,4.5,2.379
14,0.31,4.5,2.885
15,0.31,4.5,3.45
16,0.31,4.5,4.075
17,0.31,4.5,4.763
18,0.31,4.5,5.514
2,0.32,4.5,0.021
3,0.32,4.5,0.055
4,0.32,4.5,0.111
5,0.32,4.5,0.193
6,0.32,4.5,0.307
7,0.32,4.5,0.457
8,0.32,4.5,0.646
9,0.32,4.5,0.88
10,0.32,4.5,1.159
11,0.32,4.5,1.488
12,0.32,4.5,1.868
13,0.32,4.5,2.302
14,0.32,4.5,2.79
15,0.32,4.5,3.335
16,0.32,4.5,3.938
17,0.32,4.5,4.602
18,0.32,4.5,5.326
2,0.33,4.5,0.021
3,0.33,4.5,0.054
4,0.33,4.5,0.108
5,0.33,4.5,0.187
6,0.33,4.5,0.298
7,0.33,4.5,0.443
8,0.33,4.5,0.627
9,0.33,4.5,0.853
10,0.33,4.5,1.124
11,0.33,4.5,1.443
12,0.33,4.5,1.811
13,0.33,4.5,2.23
14,0.33,4.5,2.702
15,0.33,4.5,3.229
16,0.33,4.5,3.813
17,0.33,4.5,4.454
18,0.33,4.5,5.153
2,0.34,4.5,0.02
3,0.34,4.5,0.052
4,0.34,4.5,0.104
5,0.34,4.5,0.182
6,0.34,4.5,0.289
7,0.34,4.5,0.43
8,0.34,4.5,0.609
9,0.34,4.5,0.829
10,0.34,4.5,1.092
11,0.34,4.5,1.401
12,0.34,4.5,1.757
13,0.34,4.5,2.164
14,0.34,4.5,2.621
15,0.34,4.5,3.132
16,0.34,4.5,3.696
17,0.34,4.5,4.317
18,0.34,4.5,4.994
2,0.35,4.5,0.019
3,0.35,4.5,0.05
4,0.35,4.5,0.101
5,0.35,4.5,0.177
6,0.35,4.5,0.281
7,0.35,4.5,0.418
8,0.35,4.5,0.593
9,0.35,4.5,0.806
10,0.35,4.5,1.062
11,0.35,4.5,1.362
12,0.35,4.5,1.708
13,0.35,4.5,2.102
14,0.35,4.5,2.546
15,0.35,4.5,3.041
16,0.35,4.5,3.589
17,0.35,4.5,4.19
18,0.35,4.5,4.846
2,0.36,4.5,0.019
3,0.36,4.5,0.049
4,0.36,4.5,0.099
5,0.36,4.5,0.172
6,0.36,4.5,0.274
7,0.36,4.5,0.408
8,0.36,4.5,0.577
9,0.36,4.5,0.785
10,0.36,4.5,1.034
11,0.36,4.5,1.326
12,0.36,4.5,1.663
13,0.36,4.5,2.046
14,0.36,4.5,2.477
15,0.36,4.5,2.958
16,0.36,4.5,3.489
17,0.36,4.5,4.073
18,0.36,4.5,4.71
2,0.37,4.5,0.018
3,0.37,4.5,0.048
4,0.37,4.5,0.096
5,0.37,4.5,0.168
6,0.37,4.5,0.267
7,0.37,4.5,0.398
8,0.37,4.5,0.563
9,0.37,4.5,0.766
10,0.37,4.5,1.009
11,0.37,4.5,1.293
12,0.37,4.5,1.621
13,0.37,4.5,1.993
14,0.37,4.5,2.413
15,0.37,4.5,2.88
16,0.37,4.5,3.397
17,0.37,4.5,3.965
18,0.37,4.5,4.584
2,0.38,4.5,0.018
3,0.38,4.5,0.047
4,0.38,4.5,0.094
5,0.38,4.5,0.164
6,0.38,4.5,0.261
7,0.38,4.5,0.389
8,0.38,4.5,0.55
9,0.38,4.5,0.748
10,0.38,4.5,0.985
11,0.38,4.5,1.262
12,0.38,4.5,1.581
13,0.38,4.5,1.945
14,0.38,4.5,2.353
15,0.38,4.5,2.809
16,0.38,4.5,3.312
17,0.38,4.5,3.865
18,0.38,4.5,4.467
2,0.39,4.5,0.017
3,0.39,4.5,0.046
4,0.39,4.5,0.092
5,0.39,4.5,0.16
6,0.39,4.5,0.255
7,0.39,4.5,0.38
8,0.39,4.5,0.538
9,0.39,4.5,0.732
10,0.39,4.5,0.963
11,0.39,4.5,1.233
12,0.39,4.5,1.545
13,0.39,4.5,1.899
14,0.39,4.5,2.298
15,0.39,4.5,2.742
16,0.39,4.5,3.233
17,0.39,4.5,3.772
18,0.39,4.5,4.359
2,0.4,4.5,0.017
3,0.4,4.5,0.045
4,0.4,4.5,0.09
5,0.4,4.5,0.157
6,0.4,4.5,0.25
7,0.4,4.5,0.372
8,0.4,4.5,0.527
9,0.4,4.5,0.716
10,0.4,4.5,0.942
11,0.4,4.5,1.207
12,0.4,4.5,1.511
13,0.4,4.5,1.858
14,0.4,4.5,2.247
15,0.4,4.5,2.68
16,0.4,4.5,3.159
17,0.4,4.5,3.685
18,0.4,4.5,4.258
2,0.1,5,0.104
3,0.1,5,0.275
4,0.1,5,0.547
5,0.1,5,0.933
6,0.1,5,1.444
7,0.1,5,2.088
8,0.1,5,2.876
9,0.1,5,3.82
10,0.1,5,4.93
11,0.1,5,6.22
12,0.1,5,7.703
13,0.1,5,9.393
14,0.1,5,11.302
15,0.1,5,13.444
16,0.1,5,15.834
17,0.1,5,18.483
18,0.1,5,21.405
2,0.11,5,0.09
3,0.11,5,0.237
4,0.11,5,0.472
