Sqrt(A) (m),Rn,t (cm),Dmax (mm)
5,0.11,5,0.805
6,0.11,5,1.245
7,0.11,5,1.801
8,0.11,5,2.483
9,0.11,5,3.302
10,0.11,5,4.268
11,0.11,5,5.395
12,0.11,5,6.693
13,0.11,5,8.176
14,0.11,5,9.856
15,0.11,5,11.744
16,0.11,5,13.854
17,0.11,5,16.195
18,0.11,5,18.779
2,0.12,5,0.079
3,0.12,5,0.207
4,0.12,5,0.413
5,0.12,5,0.704
6,0.12,5,1.089
7,0.12,5,1.576
8,0.12,5,2.175
9,0.12,5,2.896
10,0.12,5,3.75
11,0.12,5,4.749
12,0.12,5,5.902
13,0.12,5,7.223
14,0.12,5,8.721
15,0.12,5,10.408
16,0.12,5,12.295
17,0.12,5,14.389
18,0.12,5,16.702
2,0.13,5,0.07
3,0.13,5,0.184
4,0.13,5,0.366
5,0.13,5,0.623
6,0.13,5,0.964
7,0.13,5,1.396
8,0.13,5,1.929
9,0.13,5,2.572
10,0.13,5,3.337
11,0.13,5,4.233
12,0.13,5,5.27
13,0.13,5,6.46
14,0.13,5,7.812
15,0.13,5,9.335
16,0.13,5,11.039
17,0.13,5,12.932
18,0.13,5,15.021
2,0.14,5,0.062
3,0.14,5,0.164
4,0.14,5,0.327
5,0.14,5,0.557
6,0.14,5,0.861
7,0.14,5,1.249
8,0.14,5,1.729
9,0.14,5,2.309
10,0.14,5,3.001
11,0.14,5,3.813
12,0.14,5,4.756
13,0.14,5,5.838
14,0.14,5,7.068
15,0.14,5,8.456
16,0.14,5,10.008
17,0.14,5,11.732
18,0.14,5,13.634
2,0.15,5,0.056
3,0.15,5,0.148
4,0.15,5,0.295
5,0.15,5,0.502
6,0.15,5,0.777
7,0.15,5,1.128
8,0.15,5,1.564
9,0.15,5,2.093
10,0.15,5,2.724
11,0.15,5,3.467
12,0.15,5,4.33
13,0.15,5,5.322
14,0.15,5,6.45
15,0.15,5,7.723
16,0.15,5,9.147
17,0.15,5,10.728
18,0.15,5,12.472
2,0.16,5,0.051
3,0.16,5,0.135
4,0.16,5,0.268
5,0.16,5,0.456
6,0.16,5,0.706
7,0.16,5,1.027
8,0.16,5,1.426
9,0.16,5,1.911
10,0.16,5,2.492
11,0.16,5,3.177
12,0.16,5,3.973
13,0.16,5,4.888
14,0.16,5,5.93
15,0.16,5,7.105
16,0.16,5,8.418
17,0.16,5,9.877
18,0.16,5,11.484
2,0.17,5,0.047
3,0.17,5,0.123
4,0.17,5,0.245
5,0.17,5,0.417
6,0.17,5,0.647
7,0.17,5,0.942
8,0.17,5,1.31
9,0.17,5,1.758
10,0.17,5,2.296
11,0.17,5,2.931
12,0.17,5,3.67
13,0.17,5,4.519
14,0.17,5,5.486
15,0.17,5,6.576
16,0.17,5,7.794
17,0.17,5,9.146
18,0.17,5,10.634
2,0.18,5,0.043
3,0.18,5,0.113
4,0.18,5,0.225
5,0.18,5,0.384
6,0.18,5,0.596
7,0.18,5,0.869
8,0.18,5,1.211
9,0.18,5,1.628
10,0.18,5,2.129
11,0.18,5,2.72
12,0.18,5,3.409
13,0.18,5,4.202
14,0.18,5,5.103
15,0.18,5,6.119
16,0.18,5,7.254
17,0.18,5,8.512
18,0.18,5,9.897
2,0.19,5,0.04
3,0.19,5,0.105
4,0.19,5,0.208
5,0.19,5,0.355
6,0.19,5,0.552
7,0.19,5,0.807
8,0.19,5,1.125
9,0.19,5,1.516
10,0.19,5,1.984
11,0.19,5,2.538
12,0.19,5,3.184
13,0.19,5,3.926
14,0.19,5,4.77
15,0.19,5,5.721
16,0.19,5,6.782
17,0.19,5,7.958
18,0.19,5,9.252
2,0.2,5,0.037
3,0.2,5,0.098
4,0.2,5,0.193
5,0.2,5,0.33
6,0.2,5,0.515
7,0.2,5,0.753
8,0.2,5,1.051
9,0.2,5,1.418
10,0.2,5,1.859
11,0.2,5,2.38
12,0.2,5,2.987
13,0.2,5,3.685
14,0.2,5,4.478
15,0.2,5,5.371
16,0.2,5,6.367
17,0.2,5,7.47
18,0.2,5,8.683
2,0.21,5,0.035
3,0.21,5,0.091
4,0.21,5,0.181
5,0.21,5,0.309
6,0.21,5,0.482
7,0.21,5,0.705
8,0.21,5,0.987
9,0.21,5,1.333
10,0.21,5,1.749
11,0.21,5,2.24
12,0.21,5,2.813
13,0.21,5,3.472
14,0.21,5,4.22
15,0.21,5,5.061
16,0.21,5,6
17,0.21,5,7.038
18,0.21,5,8.178
2,0.22,5,0.033
3,0.22,5,0.085
4,0.22,5,0.169
5,0.22,5,0.29
6,0.22,5,0.453
7,0.22,5,0.664
8,0.22,5,0.93
9,0.22,5,1.257
10,0.22,5,1.651
11,0.22,5,2.117
12,0.22,5,2.66
13,0.22,5,3.283
14,0.22,5,3.99
15,0.22,5,4.786
16,0.22,5,5.672
17,0.22,5,6.652
18,0.22,5,7.728
2,0.23,5,0.031
3,0.23,5,0.08
4,0.23,5,0.16
5,0.23,5,0.273
6,0.23,5,0.427
7,0.23,5,0.627
8,0.23,5,0.88
9,0.23,5,1.191
10,0.23,5,1.565
11,0.23,5,2.008
12,0.23,5,2.523
13,0.23,5,3.114
14,0.23,5,3.785
15,0.23,5,4.539
16,0.23,5,5.379
17,0.23,5,6.306
18,0.23,5,7.324
2,0.24,5,0.029
3,0.24,5,0.076
4,0.24,5,0.151
5,0.24,5,0.258
6,0.24,5,0.404
7,0.24,5,0.595
8,0.24,5,0.835
9,0.24,5,1.132
10,0.24,5,1.488
11,0.24,5,1.91
12,0.24,5,2.4
13,0.24,5,2.963
14,0.24,5,3.601
15,0.24,5,4.317
16,0.24,5,5.115
17,0.24,5,5.995
18,0.24,5,6.96
2,0.25,5,0.028
3,0.25,5,0.072
4,0.25,5,0.143
5,0.25,5,0.245
6,0.25,5,0.384
7,0.25,5,0.566
8,0.25,5,0.796
9,0.25,5,1.078
10,0.25,5,1.419
11,0.25,5,1.821
12,0.25,5,2.289
13,0.25,5,2.826
14,0.25,5,3.434
15,0.25,5,4.117
16,0.25,5,4.876
17,0.25,5,5.714
18,0.25,5,6.632
2,0.26,5,0.026
3,0.26,5,0.068
4,0.26,5,0.136
5,0.26,5,0.233
6,0.26,5,0.366
7,0.26,5,0.54
8,0.26,5,0.76
9,0.26,5,1.031
10,0.26,5,1.357
11,0.26,5,1.742
12,0.26,5,2.19
13,0.26,5,2.703
14,0.26,5,3.284
15,0.26,5,3.935
16,0.26,5,4.66
17,0.26,5,5.459
18,0.26,5,6.334
2,0.27,5,0.025
3,0.27,5,0.065
4,0.27,5,0.13
5,0.27,5,0.223
6,0.27,5,0.35
7,0.27,5,0.517
8,0.27,5,0.728
9,0.27,5,0.988
10,0.27,5,1.301
11,0.27,5,1.67
12,0.27,5,2.099
13,0.27,5,2.59
14,0.27,5,3.147
15,0.27,5,3.77
16,0.27,5,4.463
17,0.27,5,5.227
18,0.27,5,6.064
2,0.28,5,0.024
3,0.28,5,0.062
4,0.28,5,0.124
5,0.28,5,0.213
6,0.28,5,0.336
7,0.28,5,0.496
8,0.28,5,0.699
9,0.28,5,0.949
10,0.28,5,1.249
11,0.28,5,1.604
12,0.28,5,2.017
13,0.28,5,2.488
14,0.28,5,3.022
15,0.28,5,3.62
16,0.28,5,4.284
17,0.28,5,5.016
18,0.28,5,5.817
2,0.29,5,0.023
3,0.29,5,0.06
4,0.29,5,0.119
5,0.29,5,0.205
6,0.29,5,0.322
7,0.29,5,0.477
8,0.29,5,0.672
9,0.29,5,0.913
10,0.29,5,1.203
11,0.29,5,1.545
12,0.29,5,1.941
13,0.29,5,2.395
14,0.29,5,2.908
15,0.29,5,3.483
16,0.29,5,4.12
17,0.29,5,4.823
18,0.29,5,5.591
2,0.3,5,0.022
3,0.3,5,0.057
4,0.3,5,0.114
5,0.3,5,0.197
6,0.3,5,0.311
7,0.3,5,0.46
8,0.3,5,0.648
9,0.3,5,0.881
10,0.3,5,1.161
11,0.3,5,1.49
12,0.3,5,1.872
13,0.3,5,2.31
14,0.3,5,2.804
15,0.3,5,3.356
16,0.3,5,3.97
17,0.3,5,4.646
18,0.3,5,5.384
2,0.31,5,0.021
3,0.31,5,0.055
4,0.31,5,0.11
5,0.31,5,0.19
6,0.31,5,0.3
7,0.31,5,0.444
8,0.31,5,0.627
9,0.31,5,0.851
10,0.31,5,1.122
11,0.31,5,1.44
12,0.31,5,1.809
13,0.31,5,2.231
14,0.31,5,2.708
15,0.31,5,3.241
16,0.31,5,3.832
17,0.31,5,4.483
18,0.31,5,5.195
2,0.32,5,0.02
3,0.32,5,0.053
4,0.32,5,0.106
5,0.32,5,0.184
6,0.32,5,0.29
7,0.32,5,0.429
8,0.32,5,0.607
9,0.32,5,0.824
10,0.32,5,1.086
11,0.32,5,1.394
12,0.32,5,1.751
13,0.32,5,2.159
14,0.32,5,2.619
15,0.32,5,3.134
16,0.32,5,3.705
17,0.32,5,4.333
18,0.32,5,5.02
2,0.33,5,0.02
3,0.33,5,0.052
4,0.33,5,0.103
5,0.33,5,0.178
6,0.33,5,0.281
7,0.33,5,0.416
8,0.33,5,0.588
9,0.33,5,0.8
10,0.33,5,1.053
11,0.33,5,1.352
12,0.33,5,1.698
13,0.33,5,2.093
14,0.33,5,2.538
15,0.33,5,3.036
16,0.33,5,3.588
17,0.33,5,4.196
18,0.33,5,4.859
2,0.34,5,0.019
3,0.34,5,0.05
4,0.34,5,0.1
5,0.34,5,0.172
6,0.34,5,0.273
7,0.34,5,0.404
8,0.34,5,0.571
9,0.34,5,0.777
10,0.34,5,1.023
11,0.34,5,1.313
12,0.34,5,1.648
13,0.34,5,2.031
14,0.34,5,2.463
15,0.34,5,2.946
16,0.34,5,3.48
17,0.34,5,4.068
18,0.34,5,4.711
2,0.35,5,0.019
3,0.35,5,0.048
4,0.35,5,0.097
5,0.35,5,0.168
6,0.35,5,0.265
7,0.35,5,0.393
8,0.35,5,0.556
9,0.35,5,0.756
10,0.35,5,0.995
11,0.35,5,1.277
12,0.35,5,1.603
13,0.35,5,1.975
14,0.35,5,2.394
15,0.35,5,2.862
16,0.35,5,3.38
17,0.35,5,3.951
18,0.35,5,4.574
2,0.36,5,0.018
3,0.36,5,0.047
4,0.36,5,0.094
5,0.36,5,0.163
6,0.36,5,0.258
7,0.36,5,0.383
8,0.36,5,0.542
9,0.36,5,0.736
10,0.36,5,0.969
11,0.36,5,1.244
12,0.36,5,1.561
13,0.36,5,1.922
14,0.36,5,2.329
15,0.36,5,2.784
16,0.36,5,3.288
17,0.36,5,3.842
18,0.36,5,4.447
2,0.37,5,0.018
3,0.37,5,0.046
4,0.37,5,0.092
5,0.37,5,0.159
6,0.37,5,0.252
7,0.37,5,0.374
8,0.37,5,0.528
9,0.37,5,0.718
10,0.37,5,0.946
11,0.37,5,1.213
12,0.37,5,1.522
13,0.37,5,1.873
14,0.37,5,2.27
15,0.37,5,2.713
16,0.37,5,3.203
17,0.37,5,3.741
18,0.37,5,4.329
2,0.38,5,0.017
3,0.38,5,0.045
4,0.38,5,0.089
5,0.38,5,0.155
6,0.38,5,0.246
7,0.38,5,0.365
8,0.38,5,0.516
9,0.38,5,0.702
10,0.38,5,0.924
11,0.38,5,1.184
12,0.38,5,1.485
13,0.38,5,1.828
14,0.38,5,2.215
15,0.38,5,2.646
16,0.38,5,3.123
17,0.38,5,3.648
18,0.38,5,4.22
2,0.39,5,0.017
3,0.39,5,0.044
4,0.39,5,0.087
5,0.39,5,0.152
6,0.39,5,0.241
7,0.39,5,0.357
8,0.39,5,0.505
9,0.39,5,0.686
10,0.39,5,0.903
11,0.39,5,1.158
12,0.39,5,1.452
13,0.39,5,1.787
14,0.39,5,2.164
15,0.39,5,2.584
16,0.39,5,3.05
17,0.39,5,3.561
18,0.39,5,4.119
2,0.4,5,0.016
3,0.4,5,0.043
4,0.4,5,0.086
5,0.4,5,0.149
6,0.4,5,0.236
7,0.4,5,0.35
8,0.4,5,0.495
9,0.4,5,0.672
10,0.4,5,0.884
11,0.4,5,1.133
12,0.4,5,1.421
13,0.4,5,1.748
14,0.4,5,2.116
15,0.4,5,2.527
16,0.4,5,2.981
17,0.4,5,3.481
18,0.4,5,4.026
2,0.1,5.5,0.1
3,0.1,5.5,0.265
4,0.1,5.5,0.527
5,0.1,5.5,0.899
6,0.1,5.5,1.391
7,0.1,5.5,2.011
8,0.1,5.5,2.769
9,0.1,5.5,3.673
10,0.1,5.5,4.735
11,0.1,5.5,5.965
12,0.1,5.5,7.375
13,0.1,5.5,8.977
14,0.1,5.5,10.782
15,0.1,5.5,12.803
16,0.1,5.5,15.053
17,0.1,5.5,17.544
18,0.1,5.5,20.287
2,0.11,5.5,0.087
3,0.11,5.5,0.228
4,0.11,5.5,0.455
5,0.11,5.5,0.776
6,0.11,5.5,1.2
7,0.11,5.5,1.735
8,0.11,5.5,2.389
9,0.11,5.5,3.172
10,0.11,5.5,4.094
11,0.11,5.5,5.165
12,0.11,5.5,6.395
13,0.11,5.5,7.797
14,0.11,5.5,9.381
15,0.11,5.5,11.158
16,0.11,5.5,13.14
17,0.11,5.5,15.337
18,0.11,5.5,17.76
2,0.12,5.5,0.076
3,0.12,5.5,0.2
4,0.12,5.5,0.398
5,0.12,5.5,0.679
6,0.12,5.5,1.049
7,0.12,5.5,1.517
8,0.12,5.5,2.091
9,0.12,5.5,2.779
10,0.12,5.5,3.592
11,0.12,5.5,4.538
12,0.12,5.5,5.629
13,0.12,5.5,6.873
14,0.12,5.5,8.283
15,0.12,5.5,9.868
16,0.12,5.5,11.637
17,0.12,5.5,13.601
18,0.12,5.5,15.768
2,0.13,5.5,0.067
3,0.13,5.5,0.177
4,0.13,5.5,0.352
5,0.13,5.5,0.6
6,0.13,5.5,0.928
7,0.13,5.5,1.343
8,0.13,5.5,1.852
9,0.13,5.5,2.465
10,0.13,5.5,3.191
11,0.13,5.5,4.038
12,0.13,5.5,5.016
13,0.13,5.5,6.135
14,0.13,5.5,7.405
15,0.13,5.5,8.834
16,0.13,5.5,10.431
17,0.13,5.5,12.205
18,0.13,5.5,14.163
2,0.14,5.5,0.06
3,0.14,5.5,0.158
4,0.14,5.5,0.315
5,0.14,5.5,0.536
6,0.14,5.5,0.829
7,0.14,5.5,1.201
8,0.14,5.5,1.658
9,0.14,5.5,2.21
10,0.14,5.5,2.865
11,0.14,5.5,3.631
12,0.14,5.5,4.518
13,0.14,5.5,5.535
14,0.14,5.5,6.689
15,0.14,5.5,7.99
16,0.14,5.5,9.444
17,0.14,5.5,11.06
18,0.14,5.5,12.843
2,0.15,5.5,0.054
3,0.15,5.5,0.143
4,0.15,5.5,0.284
5,0.15,5.5,0.484
6,0.15,5.5,0.748
7,0.15,5.5,1.084
8,0.15,5.5,1.498
9,0.15,5.5,2
10,0.15,5.5,2.596
11,0.15,5.5,3.296
12,0.15,5.5,4.107
13,0.15,5.5,5.038
14,0.15,5.5,6.096
15,0.15,5.5,7.289
16,0.15,5.5,8.623
17,0.15,5.5,10.105
18,0.15,5.5,11.741
2,0.16,5.5,0.049
3,0.16,5.5,0.13
4,0.16,5.5,0.258
5,0.16,5.5,0.439
6,0.16,5.5,0.68
7,0.16,5.5,0.986
8,0.16,5.5,1.365
9,0.16,5.5,1.824
10,0.16,5.5,2.372
11,0.16,5.5,3.016
12,0.16,5.5,3.763
13,0.16,5.5,4.621
14,0.16,5.5,5.598
15,0.16,5.5,6.699
16,0.16,5.5,7.93
17,0.16,5.5,9.298
18,0.16,5.5,10.807
2,0.17,5.5,0.045
3,0.17,5.5,0.119
4,0.17,5.5,0.236
5,0.17,5.5,0.402
6,0.17,5.5,0.622
7,0.17,5.5,0.903
8,0.17,5.5,1.252
9,0.17,5.5,1.676
10,0.17,5.5,2.182
11,0.17,5.5,2.778
12,0.17,5.5,3.471
13,0.17,5.5,4.268
14,0.17,5.5,5.174
15,0.17,5.5,6.196
16,0.17,5.5,7.339
17,0.17,5.5,8.608
18,0.17,5.5,10.007
2,0.18,5.5,0.042
3,0.18,5.5,0.109
4,0.18,5.5,0.217
5,0.18,5.5,0.369
6,0.18,5.5,0.573
7,0.18,5.5,0.832
8,0.18,5.5,1.156
9,0.18,5.5,1.549
10,0.18,5.5,2.021
11,0.18,5.5,2.576
12,0.18,5.5,3.222
13,0.18,5.5,3.965
14,0.18,5.5,4.81
15,0.18,5.5,5.763
16,0.18,5.5,6.828
17,0.18,5.5,8.011
18,0.18,5.5,9.313
2,0.19,5.5,0.038
3,0.19,5.5,0.101
4,0.19,5.5,0.201
5,0.19,5.5,0.342
6,0.19,5.5,0.53
7,0.19,5.5,0.772
8,0.19,5.5,1.073
9,0.19,5.5,1.441
10,0.19,5.5,1.881
11,0.19,5.5,2.401
12,0.19,5.5,3.006
13,0.19,5.5,3.702
14,0.19,5.5,4.494
15,0.19,5.5,5.386
16,0.19,5.5,6.383
17,0.19,5.5,7.49
18,0.19,5.5,8.708
2,0.2,5.5,0.036
3,0.2,5.5,0.094
4,0.2,5.5,0.187
5,0.2,5.5,0.318
6,0.2,5.5,0.494
7,0.2,5.5,0.719
8,0.2,5.5,1.002
9,0.2,5.5,1.346
10,0.2,5.5,1.76
11,0.2,5.5,2.249
12,0.2,5.5,2.818
13,0.2,5.5,3.472
14,0.2,5.5,4.217
15,0.2,5.5,5.056
16,0.2,5.5,5.993
17,0.2,5.5,7.031
18,0.2,5.5,8.175
2,0.21,5.5,0.033
3,0.21,5.5,0.088
4,0.21,5.5,0.174
5,0.21,5.5,0.297
6,0.21,5.5,0.462
7,0.21,5.5,0.674
8,0.21,5.5,0.939
9,0.21,5.5,1.264
10,0.21,5.5,1.655
11,0.21,5.5,2.116
12,0.21,5.5,2.653
13,0.21,5.5,3.271
14,0.21,5.5,3.973
15,0.21,5.5,4.764
16,0.21,5.5,5.647
17,0.21,5.5,6.626
18,0.21,5.5,7.702
2,0.22,5.5,0.031
3,0.22,5.5,0.082
4,0.22,5.5,0.163
5,0.22,5.5,0.279
6,0.22,5.5,0.433
7,0.22,5.5,0.633
8,0.22,5.5,0.884
9,0.22,5.5,1.192
10,0.22,5.5,1.561
11,0.22,5.5,1.998
12,0.22,5.5,2.507
13,0.22,5.5,3.092
14,0.22,5.5,3.756
15,0.22,5.5,4.505
16,0.22,5.5,5.34
17,0.22,5.5,6.265
18,0.22,5.5,7.281
2,0.23,5.5,0.03
3,0.23,5.5,0.078
4,0.23,5.5,0.154
5,0.23,5.5,0.262
6,0.23,5.5,0.409
7,0.23,5.5,0.598
8,0.23,5.5,0.836
9,0.23,5.5,1.128
10,0.23,5.5,1.479
11,0.23,5.5,1.894
12,0.23,5.5,2.377
13,0.23,5.5,2.932
14,0.23,5.5,3.563
15,0.23,5.5,4.273
16,0.23,5.5,5.065
17,0.23,5.5,5.941
18,0.23,5.5,6.904
2,0.24,5.5,0.028
3,0.24,5.5,0.073
4,0.24,5.5,0.145
5,0.24,5.5,0.248
6,0.24,5.5,0.387
7,0.24,5.5,0.567
8,0.24,5.5,0.793
9,0.24,5.5,1.071
10,0.24,5.5,1.405
11,0.24,5.5,1.801
12,0.24,5.5,2.261
13,0.24,5.5,2.79
14,0.24,5.5,3.39
15,0.24,5.5,4.065
16,0.24,5.5,4.818
17,0.24,5.5,5.65
18,0.24,5.5,6.564
2,0.25,5.5,0.027
3,0.25,5.5,0.069
4,0.25,5.5,0.138
5,0.25,5.5,0.235
6,0.25,5.5,0.367
7,0.25,5.5,0.539
8,0.25,5.5,0.755
9,0.25,5.5,1.02
10,0.25,5.5,1.339
11,0.25,5.5,1.717
12,0.25,5.5,2.156
13,0.25,5.5,2.661
14,0.25,5.5,3.234
15,0.25,5.5,3.878
16,0.25,5.5,4.595
17,0.25,5.5,5.388
18,0.25,5.5,6.257
2,0.26,5.5,0.025
3,0.26,5.5,0.066
4,0.26,5.5,0.131
5,0.26,5.5,0.224
6,0.26,5.5,0.35
7,0.26,5.5,0.514
8,0.26,5.5,0.72
9,0.26,5.5,0.974
10,0.26,5.5,1.28
11,0.26,5.5,1.642
12,0.26,5.5,2.062
13,0.26,5.5,2.545
14,0.26,5.5,3.093
15,0.26,5.5,3.708
16,0.26,5.5,4.393
17,0.26,5.5,5.149
18,0.26,5.5,5.979
2,0.27,5.5,0.024
3,0.27,5.5,0.063
4,0.27,5.5,0.125
5,0.27,5.5,0.214
6,0.27,5.5,0.334
7,0.27,5.5,0.491
8,0.27,5.5,0.689
9,0.27,5.5,0.933
10,0.27,5.5,1.227
11,0.27,5.5,1.574
12,0.27,5.5,1.977
13,0.27,5.5,2.44
14,0.27,5.5,2.965
15,0.27,5.5,3.554
16,0.27,5.5,4.209
17,0.27,5.5,4.933
18,0.27,5.5,5.726
2,0.28,5.5,0.023
3,0.28,5.5,0.06
4,0.28,5.5,0.119
5,0.28,5.5,0.204
6,0.28,5.5,0.32
7,0.28,5.5,0.471
8,0.28,5.5,0.662
9,0.28,5.5,0.896
10,0.28,5.5,1.178
11,0.28,5.5,1.512
12,0.28,5.5,1.9
13,0.28,5.5,2.344
14,0.28,5.5,2.848
15,0.28,5.5,3.413
16,0.28,5.5,4.042
17,0.28,5.5,4.736
18,0.28,5.5,5.496
2,0.29,5.5,0.022
3,0.29,5.5,0.058
4,0.29,5.5,0.114
5,0.29,5.5,0.196
6,0.29,5.5,0.307
7,0.29,5.5,0.453
8,0.29,5.5,0.636
9,0.29,5.5,0.862
10,0.29,5.5,1.134
11,0.29,5.5,1.456
12,0.29,5.5,1.829
13,0.29,5.5,2.257
14,0.29,5.5,2.741
15,0.29,5.5,3.285
16,0.29,5.5,3.889
17,0.29,5.5,4.555
18,0.29,5.5,5.285
2,0.3,5.5,0.021
3,0.3,5.5,0.055
4,0.3,5.5,0.11
5,0.3,5.5,0.189
6,0.3,5.5,0.296
7,0.3,5.5,0.436
8,0.3,5.5,0.613
9,0.3,5.5,0.832
10,0.3,5.5,1.094
11,0.3,5.5,1.404
12,0.3,5.5,1.764
13,0.3,5.5,2.177
14,0.3,5.5,2.644
15,0.3,5.5,3.167
16,0.3,5.5,3.748
17,0.3,5.5,4.39
18,0.3,5.5,5.092
2,0.31,5.5,0.02
3,0.31,5.5,0.053
4,0.31,5.5,0.106
5,0.31,5.5,0.182
6,0.31,5.5,0.285
7,0.31,5.5,0.421
8,0.31,5.5,0.593
9,0.31,5.5,0.804
10,0.31,5.5,1.058
11,0.31,5.5,1.357
12,0.31,5.5,1.705
13,0.31,5.5,2.103
14,0.31,5.5,2.554
15,0.31,5.5,3.059
16,0.31,5.5,3.62
17,0.31,5.5,4.238
18,0.31,5.5,4.915
2,0.32,5.5,0.02
3,0.32,5.5,0.051
4,0.32,5.5,0.102
5,0.32,5.5,0.176
6,0.32,5.5,0.276
7,0.32,5.5,0.407
8,0.32,5.5,0.573
9,0.32,5.5,0.778
10,0.32,5.5,1.024
11,0.32,5.5,1.314
12,0.32,5.5,1.651
13,0.32,5.5,2.036
14,0.32,5.5,2.472
15,0.32,5.5,2.96
16,0.32,5.5,3.501
17,0.32,5.5,4.098
18,0.32,5.5,4.751
2,0.33,5.5,0.019
3,0.33,5.5,0.05
4,0.33,5.5,0.099
5,0.33,5.5,0.17
6,0.33,5.5,0.267
7,0.33,5.5,0.395
8,0.33,5.5,0.556
9,0.33,5.5,0.755
10,0.33,5.5,0.993
11,0.33,5.5,1.274
12,0.33,5.5,1.601
13,0.33,5.5,1.974
14,0.33,5.5,2.396
15,0.33,5.5,2.868
16,0.33,5.5,3.392
17,0.33,5.5,3.969
18,0.33,5.5,4.601
2,0.34,5.5,0.019
3,0.34,5.5,0.048
4,0.34,5.5,0.096
5,0.34,5.5,0.165
6,0.34,5.5,0.259
7,0.34,5.5,0.383
8,0.34,5.5,0.54
9,0.34,5.5,0.733
10,0.34,5.5,0.965
11,0.34,5.5,1.238
12,0.34,5.5,1.555
13,0.34,5.5,1.917
14,0.34,5.5,2.326
15,0.34,5.5,2.783
16,0.34,5.5,3.291
17,0.34,5.5,3.851
18,0.34,5.5,4.462
2,0.35,5.5,0.018
3,0.35,5.5,0.047
4,0.35,5.5,0.093
5,0.35,5.5,0.16
6,0.35,5.5,0.252
7,0.35,5.5,0.373
8,0.35,5.5,0.525
9,0.35,5.5,0.713
10,0.35,5.5,0.939
11,0.35,5.5,1.204
12,0.35,5.5,1.512
13,0.35,5.5,1.864
14,0.35,5.5,2.261
15,0.35,5.5,2.705
16,0.35,5.5,3.198
17,0.35,5.5,3.741
18,0.35,5.5,4.334
2,0.36,5.5,0.018
3,0.36,5.5,0.045
4,0.36,5.5,0.09
5,0.36,5.5,0.156
6,0.36,5.5,0.245
7,0.36,5.5,0.363
8,0.36,5.5,0.512
9,0.36,5.5,0.695
10,0.36,5.5,0.914
11,0.36,5.5,1.173
12,0.36,5.5,1.473
13,0.36,5.5,1.815
14,0.36,5.5,2.201
15,0.36,5.5,2.633
16,0.36,5.5,3.112
17,0.36,5.5,3.639
18,0.36,5.5,4.215
2,0.37,5.5,0.017
3,0.37,5.5,0.044
4,0.37,5.5,0.088
5,0.37,5.5,0.152
6,0.37,5.5,0.239
7,0.37,5.5,0.354
8,0.37,5.5,0.499
9,0.37,5.5,0.678
10,0.37,5.5,0.892
11,0.37,5.5,1.144
12,0.37,5.5,1.436
13,0.37,5.5,1.769
14,0.37,5.5,2.145
15,0.37,5.5,2.566
16,0.37,5.5,3.032
17,0.37,5.5,3.545
18,0.37,5.5,4.105
2,0.38,5.5,0.017
3,0.38,5.5,0.043
4,0.38,5.5,0.086
5,0.38,5.5,0.148
6,0.38,5.5,0.234
7,0.38,5.5,0.346
8,0.38,5.5,0.488
9,0.38,5.5,0.662
10,0.38,5.5,0.872
11,0.38,5.5,1.118
12,0.38,5.5,1.402
13,0.38,5.5,1.727
14,0.38,5.5,2.094
15,0.38,5.5,2.504
16,0.38,5.5,2.958
17,0.38,5.5,3.457
18,0.38,5.5,4.003
2,0.39,5.5,0.016
3,0.39,5.5,0.042
4,0.39,5.5,0.084
5,0.39,5.5,0.145
6,0.39,5.5,0.229
7,0.39,5.5,0.338
8,0.39,5.5,0.477
9,0.39,5.5,0.648
10,0.39,5.5,0.852
11,0.39,5.5,1.093
12,0.39,5.5,1.371
13,0.39,5.5,1.688
14,0.39,5.5,2.046
15,0.39,5.5,2.446
16,0.39,5.5,2.889
17,0.39,5.5,3.376
18,0.39,5.5,3.909
2,0.4,5.5,0.016
3,0.4,5.5,0.041
4,0.4,5.5,0.082
5,0.4,5.5,0.142
6,0.4,5.5,0.224
7,0.4,5.5,0.331
8,0.4,5.5,0.467
9,0.4,5.5,0.635
10,0.4,5.5,0.835
11,0.4,5.5,1.07
12,0.4,5.5,1.342
13,0.4,5.5,1.652
14,0.4,5.5,2.002
15,0.4,5.5,2.393
16,0.4,5.5,2.825
17,0.4,5.5,3.301
18,0.4,5.5,3.821
2,0.1,6,0.097
3,0.1,6,0.256
4,0.1,6,0.509
5,0.1,6,0.869
6,0.1,6,1.344
7,0.1,6,1.944
8,0.1,6,2.675
9,0.1,6,3.547
10,0.1,6,4.569
11,0.1,6,5.75
12,0.1,6,7.099
13,0.1,6,8.629
14,0.1,6,10.349
15,0.1,6,12.271
16,0.1,6,14.406
17,0.1,6,16.765
18,0.1,6,19.36
2,0.11,6,0.084
3,0.11,6,0.221
4,0.11,6,0.439
5,0.11,6,0.75
6,0.11,6,1.16
7,0.11,6,1.676
8,0.11,6,2.308
9,0.11,6,3.061
10,0.11,6,3.946
11,0.11,6,4.971
12,0.11,6,6.146
13,0.11,6,7.481
14,0.11,6,8.986
15,0.11,6,10.671
16,0.11,6,12.547
17,0.11,6,14.624
18,0.11,6,16.912
2,0.12,6,0.073
3,0.12,6,0.193
4,0.12,6,0.384
5,0.12,6,0.656
6,0.12,6,1.014
7,0.12,6,1.466
8,0.12,6,2.019
9,0.12,6,2.68
