Sqrt(A) (m),Rn,t (cm),Dmax (mm)
9,0.12,6,1.765
10,0.12,6,2.215
11,0.12,6,2.745
12,0.12,6,3.364
13,0.12,6,4.06
14,0.12,6,4.837
15,0.12,6,5.698
16,0.12,6,6.646
17,0.12,6,7.686
18,0.12,6,8.821
2,0.13,6,0.054
3,0.13,6,0.136
4,0.13,6,0.259
5,0.13,6,0.425
6,0.13,6,0.636
7,0.13,6,0.892
8,0.13,6,1.192
9,0.13,6,1.538
10,0.13,6,1.944
11,0.13,6,2.428
12,0.13,6,2.978
13,0.13,6,3.599
14,0.13,6,4.292
15,0.13,6,5.061
16,0.13,6,5.909
17,0.13,6,6.84
18,0.13,6,7.857
2,0.14,6,0.048
3,0.14,6,0.12
4,0.14,6,0.229
5,0.14,6,0.376
6,0.14,6,0.562
7,0.14,6,0.787
8,0.14,6,1.051
9,0.14,6,1.359
10,0.14,6,1.737
11,0.14,6,2.172
12,0.14,6,2.668
13,0.14,6,3.227
14,0.14,6,3.852
15,0.14,6,4.547
16,0.14,6,5.314
17,0.14,6,6.157
18,0.14,6,7.078
2,0.15,6,0.043
3,0.15,6,0.108
4,0.15,6,0.205
5,0.15,6,0.336
6,0.15,6,0.501
7,0.15,6,0.701
8,0.15,6,0.936
9,0.15,6,1.225
10,0.15,6,1.568
11,0.15,6,1.963
12,0.15,6,2.414
13,0.15,6,2.923
14,0.15,6,3.492
15,0.15,6,4.126
16,0.15,6,4.827
17,0.15,6,5.597
18,0.15,6,6.439
2,0.16,6,0.039
3,0.16,6,0.097
4,0.16,6,0.185
5,0.16,6,0.303
6,0.16,6,0.451
7,0.16,6,0.63
8,0.16,6,0.847
9,0.16,6,1.115
10,0.16,6,1.428
11,0.16,6,1.79
12,0.16,6,2.203
13,0.16,6,2.67
14,0.16,6,3.194
15,0.16,6,3.777
16,0.16,6,4.422
17,0.16,6,5.131
18,0.16,6,5.908
2,0.17,6,0.035
3,0.17,6,0.088
4,0.17,6,0.168
5,0.17,6,0.275
6,0.17,6,0.409
7,0.17,6,0.571
8,0.17,6,0.776
9,0.17,6,1.022
10,0.17,6,1.311
11,0.17,6,1.645
12,0.17,6,2.027
13,0.17,6,2.459
14,0.17,6,2.944
15,0.17,6,3.484
16,0.17,6,4.082
17,0.17,6,4.741
18,0.17,6,5.462
2,0.18,6,0.033
3,0.18,6,0.081
4,0.18,6,0.154
5,0.18,6,0.251
6,0.18,6,0.373
7,0.18,6,0.524
8,0.18,6,0.715
9,0.18,6,0.944
10,0.18,6,1.212
11,0.18,6,1.523
12,0.18,6,1.878
13,0.18,6,2.28
14,0.18,6,2.732
15,0.18,6,3.236
16,0.18,6,3.794
17,0.18,6,4.409
18,0.18,6,5.084
2,0.19,6,0.03
3,0.19,6,0.075
4,0.19,6,0.141
5,0.19,6,0.231
6,0.19,6,0.343
7,0.19,6,0.486
8,0.19,6,0.664
9,0.19,6,0.877
10,0.19,6,1.128
11,0.19,6,1.418
12,0.19,6,1.75
13,0.19,6,2.127
14,0.19,6,2.551
15,0.19,6,3.024
16,0.19,6,3.548
17,0.19,6,4.126
18,0.19,6,4.76
2,0.2,6,0.028
3,0.2,6,0.069
4,0.2,6,0.131
5,0.2,6,0.213
6,0.2,6,0.316
7,0.2,6,0.453
8,0.2,6,0.62
9,0.2,6,0.82
10,0.2,6,1.055
11,0.2,6,1.328
12,0.2,6,1.641
13,0.2,6,1.996
14,0.2,6,2.395
15,0.2,6,2.841
16,0.2,6,3.336
17,0.2,6,3.882
18,0.2,6,4.481
2,0.21,6,0.026
3,0.21,6,0.064
4,0.21,6,0.122
5,0.21,6,0.198
6,0.21,6,0.296
7,0.21,6,0.425
8,0.21,6,0.582
9,0.21,6,0.771
10,0.21,6,0.993
11,0.21,6,1.25
12,0.21,6,1.546
13,0.21,6,1.882
14,0.21,6,2.26
15,0.21,6,2.683
16,0.21,6,3.153
17,0.21,6,3.671
18,0.21,6,4.239
2,0.22,6,0.024
3,0.22,6,0.06
4,0.22,6,0.114
5,0.22,6,0.185
6,0.22,6,0.279
7,0.22,6,0.4
8,0.22,6,0.549
9,0.22,6,0.727
10,0.22,6,0.938
11,0.22,6,1.183
12,0.22,6,1.464
13,0.22,6,1.783
14,0.22,6,2.143
15,0.22,6,2.546
16,0.22,6,2.993
17,0.22,6,3.487
18,0.22,6,4.029
2,0.23,6,0.023
3,0.23,6,0.057
4,0.23,6,0.107
5,0.23,6,0.173
6,0.23,6,0.263
7,0.23,6,0.379
8,0.23,6,0.52
9,0.23,6,0.69
10,0.23,6,0.89
11,0.23,6,1.123
12,0.23,6,1.391
13,0.23,6,1.696
14,0.23,6,2.04
15,0.23,6,2.425
16,0.23,6,2.853
17,0.23,6,3.325
18,0.23,6,3.844
2,0.24,6,0.022
3,0.24,6,0.053
4,0.24,6,0.1
5,0.24,6,0.163
6,0.24,6,0.25
7,0.24,6,0.36
8,0.24,6,0.494
9,0.24,6,0.657
10,0.24,6,0.848
11,0.24,6,1.071
12,0.24,6,1.328
13,0.24,6,1.62
14,0.24,6,1.95
15,0.24,6,2.319
16,0.24,6,2.73
17,0.24,6,3.183
18,0.24,6,3.681
2,0.25,6,0.02
3,0.25,6,0.05
4,0.25,6,0.095
5,0.25,6,0.155
6,0.25,6,0.238
7,0.25,6,0.343
8,0.25,6,0.472
9,0.25,6,0.627
10,0.25,6,0.811
11,0.25,6,1.025
12,0.25,6,1.272
13,0.25,6,1.553
14,0.25,6,1.87
15,0.25,6,2.226
16,0.25,6,2.621
17,0.25,6,3.058
18,0.25,6,3.538
2,0.26,6,0.019
3,0.26,6,0.048
4,0.26,6,0.09
5,0.26,6,0.148
6,0.26,6,0.228
7,0.26,6,0.328
8,0.26,6,0.452
9,0.26,6,0.602
10,0.26,6,0.778
11,0.26,6,0.985
12,0.26,6,1.223
13,0.26,6,1.494
14,0.26,6,1.8
15,0.26,6,2.143
16,0.26,6,2.525
17,0.26,6,2.947
18,0.26,6,3.411
2,0.27,6,0.018
3,0.27,6,0.046
4,0.27,6,0.086
5,0.27,6,0.142
6,0.27,6,0.218
7,0.27,6,0.315
8,0.27,6,0.435
9,0.27,6,0.579
10,0.27,6,0.749
11,0.27,6,0.949
12,0.27,6,1.179
13,0.27,6,1.441
14,0.27,6,1.737
15,0.27,6,2.07
16,0.27,6,2.44
17,0.27,6,2.849
18,0.27,6,3.298
2,0.28,6,0.018
3,0.28,6,0.044
4,0.28,6,0.082
5,0.28,6,0.137
6,0.28,6,0.21
7,0.28,6,0.303
8,0.28,6,0.419
9,0.28,6,0.558
10,0.28,6,0.723
11,0.28,6,0.917
12,0.28,6,1.139
13,0.28,6,1.394
14,0.28,6,1.682
15,0.28,6,2.004
16,0.28,6,2.364
17,0.28,6,2.761
18,0.28,6,3.198
2,0.29,6,0.017
3,0.29,6,0.042
4,0.29,6,0.078
5,0.29,6,0.132
6,0.29,6,0.203
7,0.29,6,0.293
8,0.29,6,0.405
9,0.29,6,0.54
10,0.29,6,0.7
11,0.29,6,0.888
12,0.29,6,1.105
13,0.29,6,1.352
14,0.29,6,1.632
15,0.29,6,1.946
16,0.29,6,2.296
17,0.29,6,2.683
18,0.29,6,3.108
2,0.3,6,0.016
3,0.3,6,0.04
4,0.3,6,0.076
5,0.3,6,0.127
6,0.3,6,0.196
7,0.3,6,0.284
8,0.3,6,0.392
9,0.3,6,0.524
10,0.3,6,0.68
11,0.3,6,0.862
12,0.3,6,1.073
13,0.3,6,1.315
14,0.3,6,1.588
15,0.3,6,1.894
16,0.3,6,2.236
17,0.3,6,2.613
18,0.3,6,3.028
2,0.31,6,0.016
3,0.31,6,0.039
4,0.31,6,0.073
5,0.31,6,0.123
6,0.31,6,0.19
7,0.31,6,0.275
8,0.31,6,0.381
9,0.31,6,0.509
10,0.31,6,0.661
11,0.31,6,0.839
12,0.31,6,1.046
13,0.31,6,1.281
14,0.31,6,1.548
15,0.31,6,1.848
16,0.31,6,2.182
17,0.31,6,2.551
18,0.31,6,2.957
2,0.32,6,0.015
3,0.32,6,0.037
4,0.32,6,0.071
5,0.32,6,0.12
6,0.32,6,0.185
7,0.32,6,0.268
8,0.32,6,0.371
9,0.32,6,0.496
10,0.32,6,0.645
11,0.32,6,0.819
12,0.32,6,1.021
13,0.32,6,1.252
14,0.32,6,1.513
15,0.32,6,1.806
16,0.32,6,2.133
17,0.32,6,2.495
18,0.32,6,2.893
2,0.33,6,0.015
3,0.33,6,0.036
4,0.33,6,0.069
5,0.33,6,0.116
6,0.33,6,0.18
7,0.33,6,0.261
8,0.33,6,0.362
9,0.33,6,0.484
10,0.33,6,0.63
11,0.33,6,0.801
12,0.33,6,0.998
13,0.33,6,1.225
14,0.33,6,1.481
15,0.33,6,1.769
16,0.33,6,2.09
17,0.33,6,2.445
18,0.33,6,2.836
2,0.34,6,0.014
3,0.34,6,0.035
4,0.34,6,0.067
5,0.34,6,0.114
6,0.34,6,0.176
7,0.34,6,0.255
8,0.34,6,0.354
9,0.34,6,0.473
10,0.34,6,0.616
11,0.34,6,0.784
12,0.34,6,0.978
13,0.34,6,1.201
14,0.34,6,1.453
15,0.34,6,1.736
16,0.34,6,2.052
17,0.34,6,2.401
18,0.34,6,2.785
2,0.35,6,0.014
3,0.35,6,0.034
4,0.35,6,0.066
5,0.35,6,0.111
6,0.35,6,0.172
7,0.35,6,0.249
8,0.35,6,0.346
9,0.35,6,0.464
10,0.35,6,0.604
11,0.35,6,0.769
12,0.35,6,0.961
13,0.35,6,1.18
14,0.35,6,1.428
15,0.35,6,1.707
16,0.35,6,2.017
17,0.35,6,2.361
18,0.35,6,2.739
2,0.36,6,0.013
3,0.36,6,0.033
4,0.36,6,0.064
5,0.36,6,0.109
6,0.36,6,0.168
7,0.36,6,0.244
8,0.36,6,0.34
9,0.36,6,0.455
10,0.36,6,0.594
11,0.36,6,0.756
12,0.36,6,0.944
13,0.36,6,1.16
14,0.36,6,1.405
15,0.36,6,1.68
16,0.36,6,1.987
17,0.36,6,2.326
18,0.36,6,2.699
2,0.37,6,0.013
3,0.37,6,0.032
4,0.37,6,0.063
5,0.37,6,0.106
6,0.37,6,0.165
7,0.37,6,0.24
8,0.37,6,0.334
9,0.37,6,0.448
10,0.37,6,0.584
11,0.37,6,0.744
12,0.37,6,0.93
13,0.37,6,1.143
14,0.37,6,1.385
15,0.37,6,1.657
16,0.37,6,1.959
17,0.37,6,2.295
18,0.37,6,2.663
2,0.38,6,0.013
3,0.38,6,0.032
4,0.38,6,0.062
5,0.38,6,0.105
6,0.38,6,0.162
7,0.38,6,0.236
8,0.38,6,0.328
9,0.38,6,0.441
10,0.38,6,0.575
11,0.38,6,0.734
12,0.38,6,0.917
13,0.38,6,1.128
14,0.38,6,1.367
15,0.38,6,1.636
16,0.38,6,1.935
17,0.38,6,2.267
18,0.38,6,2.631
2,0.39,6,0.013
3,0.39,6,0.031
4,0.39,6,0.061
5,0.39,6,0.103
6,0.39,6,0.159
7,0.39,6,0.232
8,0.39,6,0.323
9,0.39,6,0.435
10,0.39,6,0.568
11,0.39,6,0.724
12,0.39,6,0.906
13,0.39,6,1.115
14,0.39,6,1.351
15,0.39,6,1.617
16,0.39,6,1.914
17,0.39,6,2.242
18,0.39,6,2.603
2,0.4,6,0.012
3,0.4,6,0.03
4,0.4,6,0.06
5,0.4,6,0.101
6,0.4,6,0.157
7,0.4,6,0.229
8,0.4,6,0.319
9,0.4,6,0.429
10,0.4,6,0.561
11,0.4,6,0.716
12,0.4,6,0.896
13,0.4,6,1.102
14,0.4,6,1.337
15,0.4,6,1.601
16,0.4,6,1.895
17,0.4,6,2.221
18,0.4,6,2.578
2,0.1,6.5,0.08
3,0.1,6.5,0.204
4,0.1,6.5,0.391
5,0.1,6.5,0.647
6,0.1,6.5,0.973
7,0.1,6.5,1.371
8,0.1,6.5,1.842
9,0.1,6.5,2.386
10,0.1,6.5,3.003
11,0.1,6.5,3.695
12,0.1,6.5,4.46
13,0.1,6.5,5.301
14,0.1,6.5,6.244
15,0.1,6.5,7.333
16,0.1,6.5,8.528
17,0.1,6.5,9.835
18,0.1,6.5,11.256
2,0.11,6.5,0.069
3,0.11,6.5,0.174
4,0.11,6.5,0.334
5,0.11,6.5,0.551
6,0.11,6.5,0.828
7,0.11,6.5,1.166
8,0.11,6.5,1.564
9,0.11,6.5,2.023
10,0.11,6.5,2.544
11,0.11,6.5,3.126
12,0.11,6.5,3.772
13,0.11,6.5,4.52
14,0.11,6.5,5.373
15,0.11,6.5,6.317
16,0.11,6.5,7.355
17,0.11,6.5,8.49
18,0.11,6.5,9.726
2,0.12,6.5,0.06
3,0.12,6.5,0.151
4,0.12,6.5,0.289
5,0.12,6.5,0.477
6,0.12,6.5,0.716
7,0.12,6.5,1.006
8,0.12,6.5,1.347
9,0.12,6.5,1.741
10,0.12,6.5,2.187
11,0.12,6.5,2.687
12,0.12,6.5,3.275
13,0.12,6.5,3.948
14,0.12,6.5,4.699
15,0.12,6.5,5.53
16,0.12,6.5,6.445
17,0.12,6.5,7.446
18,0.12,6.5,8.538
2,0.13,6.5,0.053
3,0.13,6.5,0.133
4,0.13,6.5,0.254
5,0.13,6.5,0.418
6,0.13,6.5,0.626
7,0.13,6.5,0.878
8,0.13,6.5,1.176
9,0.13,6.5,1.518
10,0.13,6.5,1.906
11,0.13,6.5,2.364
12,0.13,6.5,2.896
13,0.13,6.5,3.496
14,0.13,6.5,4.164
15,0.13,6.5,4.906
16,0.13,6.5,5.723
17,0.13,6.5,6.619
18,0.13,6.5,7.596
2,0.14,6.5,0.047
3,0.14,6.5,0.118
4,0.14,6.5,0.225
5,0.14,6.5,0.37
6,0.14,6.5,0.553
7,0.14,6.5,0.776
8,0.14,6.5,1.037
9,0.14,6.5,1.338
10,0.14,6.5,1.691
11,0.14,6.5,2.113
12,0.14,6.5,2.592
13,0.14,6.5,3.131
14,0.14,6.5,3.734
15,0.14,6.5,4.403
16,0.14,6.5,5.141
17,0.14,6.5,5.951
18,0.14,6.5,6.835
2,0.15,6.5,0.042
3,0.15,6.5,0.106
4,0.15,6.5,0.201
5,0.15,6.5,0.331
6,0.15,6.5,0.494
7,0.15,6.5,0.692
8,0.15,6.5,0.924
9,0.15,6.5,1.194
10,0.15,6.5,1.526
11,0.15,6.5,1.908
12,0.15,6.5,2.343
13,0.15,6.5,2.833
14,0.15,6.5,3.382
15,0.15,6.5,3.991
16,0.15,6.5,4.664
17,0.15,6.5,5.403
18,0.15,6.5,6.211
2,0.16,6.5,0.038
3,0.16,6.5,0.095
4,0.16,6.5,0.182
5,0.16,6.5,0.298
6,0.16,6.5,0.445
7,0.16,6.5,0.622
8,0.16,6.5,0.83
9,0.16,6.5,1.085
10,0.16,6.5,1.388
11,0.16,6.5,1.738
12,0.16,6.5,2.136
13,0.16,6.5,2.586
14,0.16,6.5,3.09
15,0.16,6.5,3.65
16,0.16,6.5,4.269
17,0.16,6.5,4.949
18,0.16,6.5,5.693
2,0.17,6.5,0.035
3,0.17,6.5,0.087
4,0.17,6.5,0.165
5,0.17,6.5,0.27
6,0.17,6.5,0.403
7,0.17,6.5,0.564
8,0.17,6.5,0.755
9,0.17,6.5,0.994
10,0.17,6.5,1.273
11,0.17,6.5,1.596
12,0.17,6.5,1.963
13,0.17,6.5,2.379
14,0.17,6.5,2.845
15,0.17,6.5,3.363
16,0.17,6.5,3.937
17,0.17,6.5,4.567
18,0.17,6.5,5.258
2,0.18,6.5,0.032
3,0.18,6.5,0.08
4,0.18,6.5,0.151
5,0.18,6.5,0.247
6,0.18,6.5,0.368
7,0.18,6.5,0.514
8,0.18,6.5,0.696
9,0.18,6.5,0.917
10,0.18,6.5,1.176
11,0.18,6.5,1.476
12,0.18,6.5,1.817
13,0.18,6.5,2.204
14,0.18,6.5,2.638
15,0.18,6.5,3.121
16,0.18,6.5,3.656
17,0.18,6.5,4.244
18,0.18,6.5,4.889
2,0.19,6.5,0.029
3,0.19,6.5,0.073
4,0.19,6.5,0.139
5,0.19,6.5,0.227
6,0.19,6.5,0.338
7,0.19,6.5,0.473
8,0.19,6.5,0.646
9,0.19,6.5,0.852
10,0.19,6.5,1.094
11,0.19,6.5,1.373
12,0.19,6.5,1.692
13,0.19,6.5,2.054
14,0.19,6.5,2.461
15,0.19,6.5,2.914
16,0.19,6.5,3.415
17,0.19,6.5,3.968
18,0.19,6.5,4.574
2,0.2,6.5,0.027
3,0.2,6.5,0.068
4,0.2,6.5,0.129
5,0.2,6.5,0.21
6,0.2,6.5,0.312
7,0.2,6.5,0.441
8,0.2,6.5,0.603
9,0.2,6.5,0.796
10,0.2,6.5,1.022
11,0.2,6.5,1.285
12,0.2,6.5,1.585
13,0.2,6.5,1.926
14,0.2,6.5,2.309
15,0.2,6.5,2.735
16,0.2,6.5,3.209
17,0.2,6.5,3.73
18,0.2,6.5,4.302
2,0.21,6.5,0.025
3,0.21,6.5,0.063
4,0.21,6.5,0.12
5,0.21,6.5,0.195
6,0.21,6.5,0.29
7,0.21,6.5,0.413
8,0.21,6.5,0.565
9,0.21,6.5,0.747
10,0.21,6.5,0.961
11,0.21,6.5,1.209
12,0.21,6.5,1.492
13,0.21,6.5,1.815
14,0.21,6.5,2.177
15,0.21,6.5,2.581
16,0.21,6.5,3.03
17,0.21,6.5,3.525
18,0.21,6.5,4.067
2,0.22,6.5,0.024
3,0.22,6.5,0.059
4,0.22,6.5,0.112
5,0.22,6.5,0.182
6,0.22,6.5,0.272
7,0.22,6.5,0.389
8,0.22,6.5,0.533
9,0.22,6.5,0.705
10,0.22,6.5,0.907
11,0.22,6.5,1.142
12,0.22,6.5,1.412
13,0.22,6.5,1.718
14,0.22,6.5,2.062
15,0.22,6.5,2.447
16,0.22,6.5,2.874
17,0.22,6.5,3.345
18,0.22,6.5,3.862
2,0.23,6.5,0.022
3,0.23,6.5,0.056
4,0.23,6.5,0.105
5,0.23,6.5,0.171
6,0.23,6.5,0.256
7,0.23,6.5,0.368
8,0.23,6.5,0.504
9,0.23,6.5,0.668
10,0.23,6.5,0.861
11,0.23,6.5,1.084
12,0.23,6.5,1.341
13,0.23,6.5,1.633
14,0.23,6.5,1.962
15,0.23,6.5,2.329
16,0.23,6.5,2.738
17,0.23,6.5,3.188
18,0.23,6.5,3.683
2,0.24,6.5,0.021
3,0.24,6.5,0.052
4,0.24,6.5,0.099
5,0.24,6.5,0.161
6,0.24,6.5,0.243
7,0.24,6.5,0.349
8,0.24,6.5,0.479
9,0.24,6.5,0.635
10,0.24,6.5,0.819
11,0.24,6.5,1.033
12,0.24,6.5,1.279
13,0.24,6.5,1.559
14,0.24,6.5,1.874
15,0.24,6.5,2.226
16,0.24,6.5,2.618
17,0.24,6.5,3.05
18,0.24,6.5,3.525
2,0.25,6.5,0.02
3,0.25,6.5,0.05
4,0.25,6.5,0.093
5,0.25,6.5,0.152
6,0.25,6.5,0.232
7,0.25,6.5,0.333
8,0.25,6.5,0.457
9,0.25,6.5,0.607
10,0.25,6.5,0.783
11,0.25,6.5,0.988
12,0.25,6.5,1.224
13,0.25,6.5,1.493
14,0.25,6.5,1.796
15,0.25,6.5,2.135
16,0.25,6.5,2.512
17,0.25,6.5,2.928
18,0.25,6.5,3.386
2,0.26,6.5,0.019
3,0.26,6.5,0.047
4,0.26,6.5,0.089
5,0.26,6.5,0.145
6,0.26,6.5,0.221
7,0.26,6.5,0.318
8,0.26,6.5,0.438
9,0.26,6.5,0.581
10,0.26,6.5,0.751
11,0.26,6.5,0.949
12,0.26,6.5,1.176
13,0.26,6.5,1.435
14,0.26,6.5,1.727
15,0.26,6.5,2.054
16,0.26,6.5,2.418
17,0.26,6.5,2.821
18,0.26,6.5,3.263
2,0.27,6.5,0.018
3,0.27,6.5,0.045
4,0.27,6.5,0.084
5,0.27,6.5,0.138
6,0.27,6.5,0.212
7,0.27,6.5,0.306
8,0.27,6.5,0.42
9,0.27,6.5,0.559
10,0.27,6.5,0.722
11,0.27,6.5,0.913
12,0.27,6.5,1.133
13,0.27,6.5,1.383
14,0.27,6.5,1.666
15,0.27,6.5,1.983
16,0.27,6.5,2.335
17,0.27,6.5,2.725
18,0.27,6.5,3.153
2,0.28,6.5,0.017
3,0.28,6.5,0.043
4,0.28,6.5,0.08
5,0.28,6.5,0.133
6,0.28,6.5,0.204
7,0.28,6.5,0.294
8,0.28,6.5,0.405
9,0.28,6.5,0.539
10,0.28,6.5,0.697
11,0.28,6.5,0.882
12,0.28,6.5,1.095
13,0.28,6.5,1.337
14,0.28,6.5,1.612
15,0.28,6.5,1.919
16,0.28,6.5,2.261
17,0.28,6.5,2.64
18,0.28,6.5,3.056
2,0.29,6.5,0.017
3,0.29,6.5,0.041
4,0.29,6.5,0.077
5,0.29,6.5,0.128
6,0.29,6.5,0.197
7,0.29,6.5,0.284
8,0.29,6.5,0.391
9,0.29,6.5,0.521
10,0.29,6.5,0.674
11,0.29,6.5,0.854
12,0.29,6.5,1.06
13,0.29,6.5,1.296
14,0.29,6.5,1.563
15,0.29,6.5,1.862
16,0.29,6.5,2.195
17,0.29,6.5,2.564
18,0.29,6.5,2.969
2,0.3,6.5,0.016
3,0.3,6.5,0.039
4,0.3,6.5,0.074
5,0.3,6.5,0.124
6,0.3,6.5,0.19
7,0.3,6.5,0.275
8,0.3,6.5,0.379
9,0.3,6.5,0.505
10,0.3,6.5,0.654
11,0.3,6.5,0.829
12,0.3,6.5,1.03
13,0.3,6.5,1.26
14,0.3,6.5,1.52
15,0.3,6.5,1.812
16,0.3,6.5,2.137
17,0.3,6.5,2.496
18,0.3,6.5,2.891
2,0.31,6.5,0.015
3,0.31,6.5,0.038
4,0.31,6.5,0.071
5,0.31,6.5,0.12
6,0.31,6.5,0.184
7,0.31,6.5,0.266
8,0.31,6.5,0.368
9,0.31,6.5,0.49
10,0.31,6.5,0.636
11,0.31,6.5,0.806
12,0.31,6.5,1.003
13,0.31,6.5,1.227
14,0.31,6.5,1.481
15,0.31,6.5,1.766
16,0.31,6.5,2.084
17,0.31,6.5,2.436
18,0.31,6.5,2.822
2,0.32,6.5,0.015
3,0.32,6.5,0.037
4,0.32,6.5,0.069
5,0.32,6.5,0.116
6,0.32,6.5,0.179
7,0.32,6.5,0.259
8,0.32,6.5,0.358
9,0.32,6.5,0.477
10,0.32,6.5,0.62
11,0.32,6.5,0.786
12,0.32,6.5,0.978
13,0.32,6.5,1.198
14,0.32,6.5,1.447
15,0.32,6.5,1.726
16,0.32,6.5,2.037
17,0.32,6.5,2.382
18,0.32,6.5,2.76
2,0.33,6.5,0.014
3,0.33,6.5,0.035
4,0.33,6.5,0.067
5,0.33,6.5,0.113
6,0.33,6.5,0.174
7,0.33,6.5,0.252
8,0.33,6.5,0.349
9,0.33,6.5,0.466
10,0.33,6.5,0.605
11,0.33,6.5,0.768
12,0.33,6.5,0.956
13,0.33,6.5,1.172
14,0.33,6.5,1.416
15,0.33,6.5,1.69
16,0.33,6.5,1.995
17,0.33,6.5,2.333
18,0.33,6.5,2.705
2,0.34,6.5,0.014
3,0.34,6.5,0.034
4,0.34,6.5,0.065
5,0.34,6.5,0.11
6,0.34,6.5,0.17
7,0.34,6.5,0.246
8,0.34,6.5,0.341
9,0.34,6.5,0.455
10,0.34,6.5,0.592
11,0.34,6.5,0.752
12,0.34,6.5,0.937
13,0.34,6.5,1.148
14,0.34,6.5,1.388
15,0.34,6.5,1.657
16,0.34,6.5,1.958
17,0.34,6.5,2.29
18,0.34,6.5,2.655
2,0.35,6.5,0.014
3,0.35,6.5,0.033
4,0.35,6.5,0.064
5,0.35,6.5,0.108
6,0.35,6.5,0.166
7,0.35,6.5,0.241
8,0.35,6.5,0.334
9,0.35,6.5,0.446
10,0.35,6.5,0.58
11,0.35,6.5,0.737
12,0.35,6.5,0.919
13,0.35,6.5,1.127
14,0.35,6.5,1.363
15,0.35,6.5,1.628
16,0.35,6.5,1.924
17,0.35,6.5,2.251
18,0.35,6.5,2.611
2,0.36,6.5,0.013
3,0.36,6.5,0.032
4,0.36,6.5,0.062
5,0.36,6.5,0.105
6,0.36,6.5,0.163
7,0.36,6.5,0.236
8,0.36,6.5,0.327
9,0.36,6.5,0.438
10,0.36,6.5,0.569
11,0.36,6.5,0.724
12,0.36,6.5,0.903
13,0.36,6.5,1.108
14,0.36,6.5,1.341
15,0.36,6.5,1.603
16,0.36,6.5,1.894
17,0.36,6.5,2.217
18,0.36,6.5,2.572
2,0.37,6.5,0.013
3,0.37,6.5,0.032
4,0.37,6.5,0.061
5,0.37,6.5,0.103
6,0.37,6.5,0.16
7,0.37,6.5,0.232
8,0.37,6.5,0.321
9,0.37,6.5,0.43
10,0.37,6.5,0.56
11,0.37,6.5,0.712
12,0.37,6.5,0.889
13,0.37,6.5,1.092
14,0.37,6.5,1.321
15,0.37,6.5,1.58
16,0.37,6.5,1.868
17,0.37,6.5,2.186
18,0.37,6.5,2.537
2,0.38,6.5,0.013
3,0.38,6.5,0.031
4,0.38,6.5,0.06
5,0.38,6.5,0.101
6,0.38,6.5,0.157
7,0.38,6.5,0.228
8,0.38,6.5,0.316
9,0.38,6.5,0.423
10,0.38,6.5,0.551
11,0.38,6.5,0.702
12,0.38,6.5,0.876
13,0.38,6.5,1.077
14,0.38,6.5,1.304
15,0.38,6.5,1.559
16,0.38,6.5,1.844
17,0.38,6.5,2.159
18,0.38,6.5,2.506
2,0.39,6.5,0.012
3,0.39,6.5,0.03
4,0.39,6.5,0.059
5,0.39,6.5,0.1
6,0.39,6.5,0.154
7,0.39,6.5,0.224
8,0.39,6.5,0.311
9,0.39,6.5,0.417
10,0.39,6.5,0.544
11,0.39,6.5,0.693
12,0.39,6.5,0.865
13,0.39,6.5,1.063
14,0.39,6.5,1.288
15,0.39,6.5,1.541
16,0.39,6.5,1.823
17,0.39,6.5,2.135
18,0.39,6.5,2.479
2,0.4,6.5,0.012
3,0.4,6.5,0.03
4,0.4,6.5,0.058
5,0.4,6.5,0.098
6,0.4,6.5,0.152
7,0.4,6.5,0.221
8,0.4,6.5,0.307
9,0.4,6.5,0.412
10,0.4,6.5,0.537
11,0.4,6.5,0.684
12,0.4,6.5,0.855
13,0.4,6.5,1.051
14,0.4,6.5,1.274
15,0.4,6.5,1.525
16,0.4,6.5,1.804
17,0.4,6.5,2.114
18,0.4,6.5,2.455
2,0.1,7,0.078
3,0.1,7,0.2
4,0.1,7,0.384
5,0.1,7,0.635
6,0.1,7,0.956
7,0.1,7,1.349
8,0.1,7,1.814
9,0.1,7,2.352
10,0.1,7,2.963
11,0.1,7,3.648
12,0.1,7,4.406
13,0.1,7,5.239
14,0.1,7,6.147
15,0.1,7,7.156
16,0.1,7,8.317
17,0.1,7,9.583
18,0.1,7,10.96
2,0.11,7,0.067
3,0.11,7,0.171
4,0.11,7,0.328
5,0.11,7,0.542
6,0.11,7,0.814
7,0.11,7,1.147
8,0.11,7,1.541
9,0.11,7,1.996
10,0.11,7,2.511
11,0.11,7,3.089
12,0.11,7,3.728
13,0.11,7,4.431
14,0.11,7,5.242
15,0.11,7,6.158
16,0.11,7,7.163
17,0.11,7,8.263
18,0.11,7,9.459
2,0.12,7,0.059
3,0.12,7,0.148
4,0.12,7,0.284
5,0.12,7,0.469
6,0.12,7,0.704
7,0.12,7,0.991
8,0.12,7,1.329
9,0.12,7,1.719
10,0.12,7,2.161
11,0.12,7,2.656
12,0.12,7,3.204
13,0.12,7,3.851
14,0.12,7,4.579
15,0.12,7,5.384
16,0.12,7,6.27
17,0.12,7,7.238
18,0.12,7,8.294
2,0.13,7,0.052
3,0.13,7,0.13
4,0.13,7,0.249
5,0.13,7,0.411
6,0.13,7,0.616
7,0.13,7,0.866
8,0.13,7,1.16
9,0.13,7,1.499
10,0.13,7,1.884
11,0.13,7,2.313
12,0.13,7,2.825
13,0.13,7,3.406
