Sqrt(A) (m),Rn,t (cm),Dmax (mm)
14,0.13,7,4.496
15,0.13,7,5.25
16,0.13,7,6.071
17,0.13,7,6.964
18,0.13,7,7.928
2,0.14,7,0.048
3,0.14,7,0.123
4,0.14,7,0.238
5,0.14,7,0.396
6,0.14,7,0.598
7,0.14,7,0.845
8,0.14,7,1.14
9,0.14,7,1.483
10,0.14,7,1.876
11,0.14,7,2.321
12,0.14,7,2.819
13,0.14,7,3.373
14,0.14,7,3.983
15,0.14,7,4.654
16,0.14,7,5.385
17,0.14,7,6.181
18,0.14,7,7.042
2,0.15,7,0.044
3,0.15,7,0.111
4,0.15,7,0.213
5,0.15,7,0.354
6,0.15,7,0.535
7,0.15,7,0.756
8,0.15,7,1.019
9,0.15,7,1.326
10,0.15,7,1.677
11,0.15,7,2.075
12,0.15,7,2.521
13,0.15,7,3.017
14,0.15,7,3.565
15,0.15,7,4.167
16,0.15,7,4.826
17,0.15,7,5.542
18,0.15,7,6.319
2,0.16,7,0.039
3,0.16,7,0.1
4,0.16,7,0.193
5,0.16,7,0.32
6,0.16,7,0.483
7,0.16,7,0.682
8,0.16,7,0.919
9,0.16,7,1.195
10,0.16,7,1.512
11,0.16,7,1.871
12,0.16,7,2.274
13,0.16,7,2.723
14,0.16,7,3.219
15,0.16,7,3.766
16,0.16,7,4.364
17,0.16,7,5.015
18,0.16,7,5.721
2,0.17,7,0.036
3,0.17,7,0.091
4,0.17,7,0.176
5,0.17,7,0.291
6,0.17,7,0.439
7,0.17,7,0.619
8,0.17,7,0.834
9,0.17,7,1.085
10,0.17,7,1.373
11,0.17,7,1.7
12,0.17,7,2.067
13,0.17,7,2.477
14,0.17,7,2.93
15,0.17,7,3.43
16,0.17,7,3.977
17,0.17,7,4.574
18,0.17,7,5.267
2,0.18,7,0.033
3,0.18,7,0.084
4,0.18,7,0.161
5,0.18,7,0.267
6,0.18,7,0.401
7,0.18,7,0.566
8,0.18,7,0.763
9,0.18,7,0.992
10,0.18,7,1.256
11,0.18,7,1.556
12,0.18,7,1.893
13,0.18,7,2.269
14,0.18,7,2.687
15,0.18,7,3.147
16,0.18,7,3.658
17,0.18,7,4.25
18,0.18,7,4.9
2,0.19,7,0.03
3,0.19,7,0.077
4,0.19,7,0.149
5,0.19,7,0.246
6,0.19,7,0.369
7,0.19,7,0.521
8,0.19,7,0.702
9,0.19,7,0.913
10,0.19,7,1.156
11,0.19,7,1.433
12,0.19,7,1.744
13,0.19,7,2.092
14,0.19,7,2.479
15,0.19,7,2.914
16,0.19,7,3.419
17,0.19,7,3.976
18,0.19,7,4.587
2,0.2,7,0.028
3,0.2,7,0.072
4,0.2,7,0.138
5,0.2,7,0.227
6,0.2,7,0.342
7,0.2,7,0.482
8,0.2,7,0.649
9,0.2,7,0.845
10,0.2,7,1.07
11,0.2,7,1.327
12,0.2,7,1.617
13,0.2,7,1.94
14,0.2,7,2.308
15,0.2,7,2.737
16,0.2,7,3.214
17,0.2,7,3.74
18,0.2,7,4.317
2,0.21,7,0.026
3,0.21,7,0.067
4,0.21,7,0.128
5,0.21,7,0.212
6,0.21,7,0.318
7,0.21,7,0.448
8,0.21,7,0.604
9,0.21,7,0.786
10,0.21,7,0.996
11,0.21,7,1.236
12,0.21,7,1.506
13,0.21,7,1.813
14,0.21,7,2.177
15,0.21,7,2.584
16,0.21,7,3.036
17,0.21,7,3.535
18,0.21,7,4.082
2,0.22,7,0.025
3,0.22,7,0.063
4,0.22,7,0.12
5,0.22,7,0.198
6,0.22,7,0.297
7,0.22,7,0.419
8,0.22,7,0.564
9,0.22,7,0.735
10,0.22,7,0.932
11,0.22,7,1.156
12,0.22,7,1.41
13,0.22,7,1.717
14,0.22,7,2.063
15,0.22,7,2.451
16,0.22,7,2.881
17,0.22,7,3.356
18,0.22,7,3.877
2,0.23,7,0.023
3,0.23,7,0.059
4,0.23,7,0.113
5,0.23,7,0.186
6,0.23,7,0.279
7,0.23,7,0.393
8,0.23,7,0.529
9,0.23,7,0.69
10,0.23,7,0.875
11,0.23,7,1.087
12,0.23,7,1.34
13,0.23,7,1.633
14,0.23,7,1.964
15,0.23,7,2.334
16,0.23,7,2.745
17,0.23,7,3.199
18,0.23,7,3.698
2,0.24,7,0.022
3,0.24,7,0.055
4,0.24,7,0.106
5,0.24,7,0.175
6,0.24,7,0.262
7,0.24,7,0.37
8,0.24,7,0.499
9,0.24,7,0.65
10,0.24,7,0.825
11,0.24,7,1.032
12,0.24,7,1.279
13,0.24,7,1.559
14,0.24,7,1.876
15,0.24,7,2.231
16,0.24,7,2.626
17,0.24,7,3.061
18,0.24,7,3.54
2,0.25,7,0.021
3,0.25,7,0.052
4,0.25,7,0.1
5,0.25,7,0.165
6,0.25,7,0.248
7,0.25,7,0.35
8,0.25,7,0.472
9,0.25,7,0.615
10,0.25,7,0.781
11,0.25,7,0.987
12,0.25,7,1.224
13,0.25,7,1.494
14,0.25,7,1.799
15,0.25,7,2.14
16,0.25,7,2.52
17,0.25,7,2.939
18,0.25,7,3.4
2,0.26,7,0.02
3,0.26,7,0.05
4,0.26,7,0.095
5,0.26,7,0.157
6,0.26,7,0.235
7,0.26,7,0.332
8,0.26,7,0.448
9,0.26,7,0.584
10,0.26,7,0.75
11,0.26,7,0.948
12,0.26,7,1.176
13,0.26,7,1.437
14,0.26,7,1.731
15,0.26,7,2.06
16,0.26,7,2.426
17,0.26,7,2.831
18,0.26,7,3.276
2,0.27,7,0.019
3,0.27,7,0.048
4,0.27,7,0.091
5,0.27,7,0.149
6,0.27,7,0.224
7,0.27,7,0.316
8,0.27,7,0.426
9,0.27,7,0.558
10,0.27,7,0.722
11,0.27,7,0.913
12,0.27,7,1.134
13,0.27,7,1.386
14,0.27,7,1.67
15,0.27,7,1.989
16,0.27,7,2.343
17,0.27,7,2.734
18,0.27,7,3.165
2,0.28,7,0.018
3,0.28,7,0.045
4,0.28,7,0.087
5,0.28,7,0.142
6,0.28,7,0.214
7,0.28,7,0.302
8,0.28,7,0.407
9,0.28,7,0.538
10,0.28,7,0.697
11,0.28,7,0.882
12,0.28,7,1.096
13,0.28,7,1.34
14,0.28,7,1.616
15,0.28,7,1.925
16,0.28,7,2.269
17,0.28,7,2.649
18,0.28,7,3.066
2,0.29,7,0.017
3,0.29,7,0.043
4,0.29,7,0.083
5,0.29,7,0.136
6,0.29,7,0.205
7,0.29,7,0.289
8,0.29,7,0.39
9,0.29,7,0.52
10,0.29,7,0.674
11,0.29,7,0.854
12,0.29,7,1.062
13,0.29,7,1.3
14,0.29,7,1.568
15,0.29,7,1.868
16,0.29,7,2.203
17,0.29,7,2.572
18,0.29,7,2.978
2,0.3,7,0.017
3,0.3,7,0.042
4,0.3,7,0.08
5,0.3,7,0.131
6,0.3,7,0.196
7,0.3,7,0.277
8,0.3,7,0.378
9,0.3,7,0.504
10,0.3,7,0.654
11,0.3,7,0.83
12,0.3,7,1.032
13,0.3,7,1.263
14,0.3,7,1.525
15,0.3,7,1.817
16,0.3,7,2.143
17,0.3,7,2.503
18,0.3,7,2.899
2,0.31,7,0.016
3,0.31,7,0.04
4,0.31,7,0.077
5,0.31,7,0.126
6,0.31,7,0.189
7,0.31,7,0.267
8,0.31,7,0.367
9,0.31,7,0.49
10,0.31,7,0.637
11,0.31,7,0.808
12,0.31,7,1.005
13,0.31,7,1.231
14,0.31,7,1.486
15,0.31,7,1.772
16,0.31,7,2.09
17,0.31,7,2.442
18,0.31,7,2.828
2,0.32,7,0.016
3,0.32,7,0.039
4,0.32,7,0.074
5,0.32,7,0.121
6,0.32,7,0.182
7,0.32,7,0.258
8,0.32,7,0.358
9,0.32,7,0.478
10,0.32,7,0.621
11,0.32,7,0.788
12,0.32,7,0.981
13,0.32,7,1.202
14,0.32,7,1.452
15,0.32,7,1.731
16,0.32,7,2.043
17,0.32,7,2.386
18,0.32,7,2.764
2,0.33,7,0.015
3,0.33,7,0.038
4,0.33,7,0.071
5,0.33,7,0.117
6,0.33,7,0.176
7,0.33,7,0.252
8,0.33,7,0.349
9,0.33,7,0.467
10,0.33,7,0.607
11,0.33,7,0.77
12,0.33,7,0.96
13,0.33,7,1.176
14,0.33,7,1.421
15,0.33,7,1.695
16,0.33,7,2
17,0.33,7,2.337
18,0.33,7,2.707
2,0.34,7,0.015
3,0.34,7,0.036
4,0.34,7,0.069
5,0.34,7,0.114
6,0.34,7,0.171
7,0.34,7,0.246
8,0.34,7,0.341
9,0.34,7,0.456
10,0.34,7,0.594
11,0.34,7,0.755
12,0.34,7,0.94
13,0.34,7,1.153
14,0.34,7,1.393
15,0.34,7,1.662
16,0.34,7,1.962
17,0.34,7,2.293
18,0.34,7,2.656
2,0.35,7,0.014
3,0.35,7,0.035
4,0.35,7,0.067
5,0.35,7,0.11
6,0.35,7,0.166
7,0.35,7,0.241
8,0.35,7,0.334
9,0.35,7,0.447
10,0.35,7,0.582
11,0.35,7,0.74
12,0.35,7,0.923
13,0.35,7,1.132
14,0.35,7,1.368
15,0.35,7,1.633
16,0.35,7,1.927
17,0.35,7,2.253
18,0.35,7,2.61
2,0.36,7,0.014
3,0.36,7,0.034
4,0.36,7,0.065
5,0.36,7,0.107
6,0.36,7,0.163
7,0.36,7,0.236
8,0.36,7,0.328
9,0.36,7,0.439
10,0.36,7,0.572
11,0.36,7,0.728
12,0.36,7,0.908
13,0.36,7,1.113
14,0.36,7,1.346
15,0.36,7,1.607
16,0.36,7,1.897
17,0.36,7,2.217
18,0.36,7,2.569
2,0.37,7,0.013
3,0.37,7,0.034
4,0.37,7,0.064
5,0.37,7,0.105
6,0.37,7,0.16
7,0.37,7,0.232
8,0.37,7,0.322
9,0.37,7,0.432
10,0.37,7,0.563
11,0.37,7,0.716
12,0.37,7,0.894
13,0.37,7,1.097
14,0.37,7,1.326
15,0.37,7,1.584
16,0.37,7,1.87
17,0.37,7,2.185
18,0.37,7,2.532
2,0.38,7,0.013
3,0.38,7,0.033
4,0.38,7,0.062
5,0.38,7,0.102
6,0.38,7,0.157
7,0.38,7,0.228
8,0.38,7,0.317
9,0.38,7,0.426
10,0.38,7,0.555
11,0.38,7,0.706
12,0.38,7,0.882
13,0.38,7,1.082
14,0.38,7,1.309
15,0.38,7,1.563
16,0.38,7,1.845
17,0.38,7,2.157
18,0.38,7,2.499
2,0.39,7,0.013
3,0.39,7,0.032
4,0.39,7,0.061
5,0.39,7,0.1
6,0.39,7,0.154
7,0.39,7,0.225
8,0.39,7,0.313
9,0.39,7,0.42
10,0.39,7,0.548
11,0.39,7,0.697
12,0.39,7,0.871
13,0.39,7,1.069
14,0.39,7,1.293
15,0.39,7,1.544
16,0.39,7,1.824
17,0.39,7,2.132
18,0.39,7,2.47
2,0.4,7,0.013
3,0.4,7,0.031
4,0.4,7,0.06
5,0.4,7,0.098
6,0.4,7,0.152
7,0.4,7,0.222
8,0.4,7,0.309
9,0.4,7,0.415
10,0.4,7,0.541
11,0.4,7,0.69
12,0.4,7,0.861
13,0.4,7,1.057
14,0.4,7,1.279
15,0.4,7,1.528
16,0.4,7,1.805
17,0.4,7,2.11
18,0.4,7,2.445
2,0.1,7.5,0.079
3,0.1,7.5,0.207
4,0.1,7.5,0.401
5,0.1,7.5,0.669
6,0.1,7.5,1.016
7,0.1,7.5,1.443
8,0.1,7.5,1.955
9,0.1,7.5,2.551
10,0.1,7.5,3.235
11,0.1,7.5,4.006
12,0.1,7.5,4.868
13,0.1,7.5,5.822
14,0.1,7.5,6.87
15,0.1,7.5,8.014
16,0.1,7.5,9.256
17,0.1,7.5,10.598
18,0.1,7.5,12.043
2,0.11,7.5,0.068
3,0.11,7.5,0.177
4,0.11,7.5,0.343
5,0.11,7.5,0.573
6,0.11,7.5,0.868
7,0.11,7.5,1.233
8,0.11,7.5,1.668
9,0.11,7.5,2.175
10,0.11,7.5,2.756
11,0.11,7.5,3.411
12,0.11,7.5,4.144
13,0.11,7.5,4.955
14,0.11,7.5,5.846
15,0.11,7.5,6.819
16,0.11,7.5,7.877
17,0.11,7.5,9.022
18,0.11,7.5,10.255
2,0.12,7.5,0.06
3,0.12,7.5,0.154
4,0.12,7.5,0.298
5,0.12,7.5,0.497
6,0.12,7.5,0.753
7,0.12,7.5,1.069
8,0.12,7.5,1.444
9,0.12,7.5,1.882
10,0.12,7.5,2.383
11,0.12,7.5,2.948
12,0.12,7.5,3.58
13,0.12,7.5,4.281
14,0.12,7.5,5.051
15,0.12,7.5,5.893
16,0.12,7.5,6.81
17,0.12,7.5,7.802
18,0.12,7.5,8.873
2,0.13,7.5,0.053
3,0.13,7.5,0.136
4,0.13,7.5,0.262
5,0.13,7.5,0.437
6,0.13,7.5,0.662
7,0.13,7.5,0.937
8,0.13,7.5,1.266
9,0.13,7.5,1.648
10,0.13,7.5,2.086
11,0.13,7.5,2.581
12,0.13,7.5,3.134
13,0.13,7.5,3.747
14,0.13,7.5,4.422
15,0.13,7.5,5.161
16,0.13,7.5,5.966
17,0.13,7.5,6.839
18,0.13,7.5,7.782
2,0.14,7.5,0.047
3,0.14,7.5,0.121
4,0.14,7.5,0.233
5,0.14,7.5,0.388
6,0.14,7.5,0.587
7,0.14,7.5,0.831
8,0.14,7.5,1.122
9,0.14,7.5,1.46
10,0.14,7.5,1.847
11,0.14,7.5,2.284
12,0.14,7.5,2.774
13,0.14,7.5,3.317
14,0.14,7.5,3.916
15,0.14,7.5,4.573
16,0.14,7.5,5.289
17,0.14,7.5,6.066
18,0.14,7.5,6.906
2,0.15,7.5,0.043
3,0.15,7.5,0.108
4,0.15,7.5,0.209
5,0.15,7.5,0.348
6,0.15,7.5,0.526
7,0.15,7.5,0.744
8,0.15,7.5,1.003
9,0.15,7.5,1.305
10,0.15,7.5,1.65
11,0.15,7.5,2.042
12,0.15,7.5,2.48
13,0.15,7.5,2.966
14,0.15,7.5,3.503
15,0.15,7.5,4.093
16,0.15,7.5,4.736
17,0.15,7.5,5.435
18,0.15,7.5,6.192
2,0.16,7.5,0.039
3,0.16,7.5,0.098
4,0.16,7.5,0.189
5,0.16,7.5,0.314
6,0.16,7.5,0.475
7,0.16,7.5,0.671
8,0.16,7.5,0.904
9,0.16,7.5,1.176
10,0.16,7.5,1.488
11,0.16,7.5,1.84
12,0.16,7.5,2.236
13,0.16,7.5,2.676
14,0.16,7.5,3.162
15,0.16,7.5,3.696
16,0.16,7.5,4.279
17,0.16,7.5,4.914
18,0.16,7.5,5.602
2,0.17,7.5,0.035
3,0.17,7.5,0.089
4,0.17,7.5,0.172
5,0.17,7.5,0.286
6,0.17,7.5,0.431
7,0.17,7.5,0.609
8,0.17,7.5,0.821
9,0.17,7.5,1.068
10,0.17,7.5,1.351
11,0.17,7.5,1.672
12,0.17,7.5,2.032
13,0.17,7.5,2.433
14,0.17,7.5,2.876
15,0.17,7.5,3.364
16,0.17,7.5,3.898
17,0.17,7.5,4.479
18,0.17,7.5,5.109
2,0.18,7.5,0.032
3,0.18,7.5,0.082
4,0.18,7.5,0.158
5,0.18,7.5,0.262
6,0.18,7.5,0.395
7,0.18,7.5,0.557
8,0.18,7.5,0.751
9,0.18,7.5,0.977
10,0.18,7.5,1.236
11,0.18,7.5,1.529
12,0.18,7.5,1.86
13,0.18,7.5,2.228
14,0.18,7.5,2.635
15,0.18,7.5,3.084
16,0.18,7.5,3.575
17,0.18,7.5,4.113
18,0.18,7.5,4.738
2,0.19,7.5,0.03
3,0.19,7.5,0.076
4,0.19,7.5,0.146
5,0.19,7.5,0.241
6,0.19,7.5,0.363
7,0.19,7.5,0.513
8,0.19,7.5,0.691
9,0.19,7.5,0.899
10,0.19,7.5,1.137
11,0.19,7.5,1.408
12,0.19,7.5,1.713
13,0.19,7.5,2.053
14,0.19,7.5,2.43
15,0.19,7.5,2.846
16,0.19,7.5,3.309
17,0.19,7.5,3.844
18,0.19,7.5,4.431
2,0.2,7.5,0.028
3,0.2,7.5,0.07
4,0.2,7.5,0.135
5,0.2,7.5,0.224
6,0.2,7.5,0.336
7,0.2,7.5,0.475
8,0.2,7.5,0.639
9,0.2,7.5,0.831
10,0.2,7.5,1.052
11,0.2,7.5,1.304
12,0.2,7.5,1.587
13,0.2,7.5,1.903
14,0.2,7.5,2.254
15,0.2,7.5,2.649
16,0.2,7.5,3.108
17,0.2,7.5,3.613
18,0.2,7.5,4.168
2,0.21,7.5,0.026
3,0.21,7.5,0.065
4,0.21,7.5,0.126
5,0.21,7.5,0.208
6,0.21,7.5,0.313
7,0.21,7.5,0.441
8,0.21,7.5,0.594
9,0.21,7.5,0.773
10,0.21,7.5,0.979
11,0.21,7.5,1.213
12,0.21,7.5,1.478
13,0.21,7.5,1.773
14,0.21,7.5,2.108
15,0.21,7.5,2.499
16,0.21,7.5,2.934
17,0.21,7.5,3.413
18,0.21,7.5,3.939
2,0.22,7.5,0.024
3,0.22,7.5,0.061
4,0.22,7.5,0.118
5,0.22,7.5,0.194
6,0.22,7.5,0.292
7,0.22,7.5,0.412
8,0.22,7.5,0.555
9,0.22,7.5,0.722
10,0.22,7.5,0.915
11,0.22,7.5,1.135
12,0.22,7.5,1.383
13,0.22,7.5,1.663
14,0.22,7.5,1.996
15,0.22,7.5,2.369
16,0.22,7.5,2.782
17,0.22,7.5,3.238
18,0.22,7.5,3.739
2,0.23,7.5,0.023
3,0.23,7.5,0.058
4,0.23,7.5,0.111
5,0.23,7.5,0.183
6,0.23,7.5,0.274
7,0.23,7.5,0.387
8,0.23,7.5,0.521
9,0.23,7.5,0.678
10,0.23,7.5,0.859
11,0.23,7.5,1.066
12,0.23,7.5,1.3
13,0.23,7.5,1.581
14,0.23,7.5,1.899
15,0.23,7.5,2.254
16,0.23,7.5,2.649
17,0.23,7.5,3.085
18,0.23,7.5,3.564
2,0.24,7.5,0.022
3,0.24,7.5,0.054
4,0.24,7.5,0.104
5,0.24,7.5,0.172
6,0.24,7.5,0.258
7,0.24,7.5,0.364
8,0.24,7.5,0.491
9,0.24,7.5,0.639
10,0.24,7.5,0.81
11,0.24,7.5,1.006
12,0.24,7.5,1.238
13,0.24,7.5,1.508
14,0.24,7.5,1.813
15,0.24,7.5,2.154
16,0.24,7.5,2.533
17,0.24,7.5,2.951
18,0.24,7.5,3.41
2,0.25,7.5,0.02
3,0.25,7.5,0.052
4,0.25,7.5,0.099
5,0.25,7.5,0.163
6,0.25,7.5,0.244
7,0.25,7.5,0.344
8,0.25,7.5,0.464
9,0.25,7.5,0.604
10,0.25,7.5,0.767
11,0.25,7.5,0.957
12,0.25,7.5,1.185
13,0.25,7.5,1.445
14,0.25,7.5,1.737
15,0.25,7.5,2.065
16,0.25,7.5,2.43
17,0.25,7.5,2.832
18,0.25,7.5,3.274
2,0.26,7.5,0.019
3,0.26,7.5,0.049
4,0.26,7.5,0.094
5,0.26,7.5,0.154
6,0.26,7.5,0.232
7,0.26,7.5,0.327
8,0.26,7.5,0.44
9,0.26,7.5,0.574
10,0.26,7.5,0.728
11,0.26,7.5,0.918
12,0.26,7.5,1.138
13,0.26,7.5,1.388
14,0.26,7.5,1.671
15,0.26,7.5,1.987
16,0.26,7.5,2.338
17,0.26,7.5,2.727
18,0.26,7.5,3.153
2,0.27,7.5,0.019
3,0.27,7.5,0.047
4,0.27,7.5,0.089
5,0.27,7.5,0.147
6,0.27,7.5,0.22
7,0.27,7.5,0.311
8,0.27,7.5,0.419
9,0.27,7.5,0.547
10,0.27,7.5,0.699
11,0.27,7.5,0.884
12,0.27,7.5,1.096
13,0.27,7.5,1.338
14,0.27,7.5,1.611
15,0.27,7.5,1.917
16,0.27,7.5,2.257
17,0.27,7.5,2.633
18,0.27,7.5,3.046
2,0.28,7.5,0.018
3,0.28,7.5,0.045
4,0.28,7.5,0.085
5,0.28,7.5,0.14
6,0.28,7.5,0.21
7,0.28,7.5,0.297
8,0.28,7.5,0.4
9,0.28,7.5,0.522
10,0.28,7.5,0.675
11,0.28,7.5,0.853
12,0.28,7.5,1.059
13,0.28,7.5,1.294
14,0.28,7.5,1.558
15,0.28,7.5,1.855
16,0.28,7.5,2.185
17,0.28,7.5,2.55
18,0.28,7.5,2.95
2,0.29,7.5,0.017
3,0.29,7.5,0.043
4,0.29,7.5,0.082
5,0.29,7.5,0.134
6,0.29,7.5,0.201
7,0.29,7.5,0.284
8,0.29,7.5,0.383
9,0.29,7.5,0.504
10,0.29,7.5,0.653
11,0.29,7.5,0.826
12,0.29,7.5,1.026
13,0.29,7.5,1.254
14,0.29,7.5,1.511
15,0.29,7.5,1.8
16,0.29,7.5,2.12
17,0.29,7.5,2.475
18,0.29,7.5,2.864
2,0.3,7.5,0.016
3,0.3,7.5,0.041
4,0.3,7.5,0.078
5,0.3,7.5,0.129
6,0.3,7.5,0.193
7,0.3,7.5,0.273
8,0.3,7.5,0.368
9,0.3,7.5,0.489
10,0.3,7.5,0.633
11,0.3,7.5,0.802
12,0.3,7.5,0.997
13,0.3,7.5,1.218
14,0.3,7.5,1.469
15,0.3,7.5,1.75
16,0.3,7.5,2.063
17,0.3,7.5,2.408
18,0.3,7.5,2.788
2,0.31,7.5,0.016
3,0.31,7.5,0.04
4,0.31,7.5,0.075
5,0.31,7.5,0.124
6,0.31,7.5,0.186
7,0.31,7.5,0.263
8,0.31,7.5,0.356
9,0.31,7.5,0.475
10,0.31,7.5,0.616
11,0.31,7.5,0.78
12,0.31,7.5,0.97
13,0.31,7.5,1.187
14,0.31,7.5,1.432
15,0.31,7.5,1.706
16,0.31,7.5,2.011
17,0.31,7.5,2.348
18,0.31,7.5,2.719
2,0.32,7.5,0.015
3,0.32,7.5,0.038
4,0.32,7.5,0.073
5,0.32,7.5,0.12
6,0.32,7.5,0.179
7,0.32,7.5,0.253
8,0.32,7.5,0.347
9,0.32,7.5,0.463
10,0.32,7.5,0.6
11,0.32,7.5,0.761
12,0.32,7.5,0.947
13,0.32,7.5,1.158
14,0.32,7.5,1.398
15,0.32,7.5,1.666
16,0.32,7.5,1.965
17,0.32,7.5,2.295
18,0.32,7.5,2.657
2,0.33,7.5,0.015
3,0.33,7.5,0.037
4,0.33,7.5,0.07
5,0.33,7.5,0.116
6,0.33,7.5,0.173
7,0.33,7.5,0.245
8,0.33,7.5,0.338
9,0.33,7.5,0.452
10,0.33,7.5,0.586
11,0.33,7.5,0.744
12,0.33,7.5,0.925
13,0.33,7.5,1.133
14,0.33,7.5,1.368
15,0.33,7.5,1.631
16,0.33,7.5,1.924
17,0.33,7.5,2.247
18,0.33,7.5,2.602
2,0.34,7.5,0.014
3,0.34,7.5,0.036
4,0.34,7.5,0.068
5,0.34,7.5,0.112
6,0.34,7.5,0.168
7,0.34,7.5,0.239
8,0.34,7.5,0.331
9,0.34,7.5,0.442
10,0.34,7.5,0.574
11,0.34,7.5,0.728
12,0.34,7.5,0.907
13,0.34,7.5,1.11
14,0.34,7.5,1.341
15,0.34,7.5,1.599
16,0.34,7.5,1.886
17,0.34,7.5,2.204
18,0.34,7.5,2.553
2,0.35,7.5,0.014
3,0.35,7.5,0.035
4,0.35,7.5,0.066
5,0.35,7.5,0.109
6,0.35,7.5,0.163
7,0.35,7.5,0.234
8,0.35,7.5,0.324
9,0.35,7.5,0.433
10,0.35,7.5,0.562
11,0.35,7.5,0.714
12,0.35,7.5,0.89
13,0.35,7.5,1.09
14,0.35,7.5,1.317
15,0.35,7.5,1.571
16,0.35,7.5,1.853
17,0.35,7.5,2.166
18,0.35,7.5,2.509
2,0.36,7.5,0.014
3,0.36,7.5,0.034
4,0.36,7.5,0.064
5,0.36,7.5,0.106
6,0.36,7.5,0.159
7,0.36,7.5,0.229
8,0.36,7.5,0.318
9,0.36,7.5,0.425
10,0.36,7.5,0.552
11,0.36,7.5,0.702
12,0.36,7.5,0.874
13,0.36,7.5,1.072
14,0.36,7.5,1.295
15,0.36,7.5,1.545
16,0.36,7.5,1.824
17,0.36,7.5,2.131
18,0.36,7.5,2.469
2,0.37,7.5,0.013
3,0.37,7.5,0.033
4,0.37,7.5,0.063
5,0.37,7.5,0.103
6,0.37,7.5,0.155
7,0.37,7.5,0.225
8,0.37,7.5,0.312
9,0.37,7.5,0.418
10,0.37,7.5,0.543
11,0.37,7.5,0.691
12,0.37,7.5,0.861
13,0.37,7.5,1.056
14,0.37,7.5,1.276
15,0.37,7.5,1.523
16,0.37,7.5,1.797
17,0.37,7.5,2.101
18,0.37,7.5,2.434
2,0.38,7.5,0.013
3,0.38,7.5,0.032
4,0.38,7.5,0.061
5,0.38,7.5,0.101
6,0.38,7.5,0.152
7,0.38,7.5,0.221
8,0.38,7.5,0.307
9,0.38,7.5,0.411
10,0.38,7.5,0.535
11,0.38,7.5,0.681
12,0.38,7.5,0.849
13,0.38,7.5,1.041
14,0.38,7.5,1.259
15,0.38,7.5,1.502
16,0.38,7.5,1.774
17,0.38,7.5,2.073
18,0.38,7.5,2.402
2,0.39,7.5,0.013
3,0.39,7.5,0.032
4,0.39,7.5,0.06
5,0.39,7.5,0.098
6,0.39,7.5,0.15
7,0.39,7.5,0.218
8,0.39,7.5,0.303
9,0.39,7.5,0.406
10,0.39,7.5,0.528
11,0.39,7.5,0.672
12,0.39,7.5,0.838
13,0.39,7.5,1.028
14,0.39,7.5,1.243
15,0.39,7.5,1.485
16,0.39,7.5,1.753
17,0.39,7.5,2.049
18,0.39,7.5,2.374
2,0.4,7.5,0.012
3,0.4,7.5,0.031
4,0.4,7.5,0.059
5,0.4,7.5,0.096
6,0.4,7.5,0.148
7,0.4,7.5,0.215
8,0.4,7.5,0.299
9,0.4,7.5,0.401
10,0.4,7.5,0.522
11,0.4,7.5,0.664
12,0.4,7.5,0.829
13,0.4,7.5,1.017
14,0.4,7.5,1.23
15,0.4,7.5,1.469
16,0.4,7.5,1.734
17,0.4,7.5,2.028
18,0.4,7.5,2.349
2,0.1,8,0.076
3,0.1,8,0.202
4,0.1,8,0.394
5,0.1,8,0.657
6,0.1,8,0.997
7,0.1,8,1.418
8,0.1,8,1.921
9,0.1,8,2.509
10,0.1,8,3.183
11,0.1,8,3.944
12,0.1,8,4.794
13,0.1,8,5.735
14,0.1,8,6.768
15,0.1,8,7.895
16,0.1,8,9.118
17,0.1,8,10.439
18,0.1,8,11.861
2,0.11,8,0.066
3,0.11,8,0.174
4,0.11,8,0.337
5,0.11,8,0.562
6,0.11,8,0.853
7,0.11,8,1.212
8,0.11,8,1.64
9,0.11,8,2.14
10,0.11,8,2.713
11,0.11,8,3.359
12,0.11,8,4.082
13,0.11,8,4.881
14,0.11,8,5.759
15,0.11,8,6.717
16,0.11,8,7.759
17,0.11,8,8.884
18,0.11,8,10.096
2,0.12,8,0.058
3,0.12,8,0.151
4,0.12,8,0.293
5,0.12,8,0.488
6,0.12,8,0.74
7,0.12,8,1.051
8,0.12,8,1.421
9,0.12,8,1.852
10,0.12,8,2.346
11,0.12,8,2.904
12,0.12,8,3.527
13,0.12,8,4.217
14,0.12,8,4.976
15,0.12,8,5.804
16,0.12,8,6.705
17,0.12,8,7.68
18,0.12,8,8.731
2,0.13,8,0.052
3,0.13,8,0.133
4,0.13,8,0.258
5,0.13,8,0.429
6,0.13,8,0.65
7,0.13,8,0.922
8,0.13,8,1.246
9,0.13,8,1.623
10,0.13,8,2.055
11,0.13,8,2.543
12,0.13,8,3.087
13,0.13,8,3.691
14,0.13,8,4.355
15,0.13,8,5.082
16,0.13,8,5.872
17,0.13,8,6.729
18,0.13,8,7.653
2,0.14,8,0.046
3,0.14,8,0.118
4,0.14,8,0.229
5,0.14,8,0.381
6,0.14,8,0.577
7,0.14,8,0.818
8,0.14,8,1.104
9,0.14,8,1.438
10,0.14,8,1.819
11,0.14,8,2.25
12,0.14,8,2.733
13,0.14,8,3.267
14,0.14,8,3.856
15,0.14,8,4.501
16,0.14,8,5.203
17,0.14,8,5.964
18,0.14,8,6.787
