Sqrt(A) (m),Rn,t (cm),Dmax (mm)
10,0.12,6,2.176
11,0.12,6,2.713
12,0.12,6,3.322
13,0.12,6,4.006
14,0.12,6,4.769
15,0.12,6,5.614
16,0.12,6,6.546
17,0.12,6,7.567
18,0.12,6,8.681
2,0.13,6,0.053
3,0.13,6,0.131
4,0.13,6,0.25
5,0.13,6,0.409
6,0.13,6,0.61
7,0.13,6,0.853
8,0.13,6,1.149
9,0.13,6,1.506
10,0.13,6,1.921
11,0.13,6,2.397
12,0.13,6,2.938
13,0.13,6,3.547
14,0.13,6,4.227
15,0.13,6,4.982
16,0.13,6,5.815
17,0.13,6,6.729
18,0.13,6,7.727
2,0.14,6,0.047
3,0.14,6,0.117
4,0.14,6,0.221
5,0.14,6,0.362
6,0.14,6,0.539
7,0.14,6,0.754
8,0.14,6,1.024
9,0.14,6,1.343
10,0.14,6,1.715
11,0.14,6,2.143
12,0.14,6,2.629
13,0.14,6,3.178
14,0.14,6,3.791
15,0.14,6,4.473
16,0.14,6,5.225
17,0.14,6,6.052
18,0.14,6,6.957
2,0.15,6,0.042
3,0.15,6,0.104
4,0.15,6,0.198
5,0.15,6,0.323
6,0.15,6,0.481
7,0.15,6,0.678
8,0.15,6,0.921
9,0.15,6,1.21
10,0.15,6,1.547
11,0.15,6,1.935
12,0.15,6,2.377
13,0.15,6,2.875
14,0.15,6,3.434
15,0.15,6,4.055
16,0.15,6,4.742
17,0.15,6,5.498
18,0.15,6,6.325
2,0.16,6,0.038
3,0.16,6,0.094
4,0.16,6,0.178
5,0.16,6,0.291
6,0.16,6,0.432
7,0.16,6,0.615
8,0.16,6,0.837
9,0.16,6,1.1
10,0.16,6,1.408
11,0.16,6,1.763
12,0.16,6,2.167
13,0.16,6,2.625
14,0.16,6,3.138
15,0.16,6,3.709
16,0.16,6,4.342
17,0.16,6,5.038
18,0.16,6,5.801
2,0.17,6,0.035
3,0.17,6,0.086
4,0.17,6,0.162
5,0.17,6,0.264
6,0.17,6,0.394
7,0.17,6,0.562
8,0.17,6,0.766
9,0.17,6,1.008
10,0.17,6,1.291
11,0.17,6,1.618
12,0.17,6,1.992
13,0.17,6,2.415
14,0.17,6,2.89
15,0.17,6,3.419
16,0.17,6,4.006
17,0.17,6,4.652
18,0.17,6,5.361
2,0.18,6,0.032
3,0.18,6,0.078
4,0.18,6,0.148
5,0.18,6,0.241
6,0.18,6,0.363
7,0.18,6,0.517
8,0.18,6,0.706
9,0.18,6,0.93
10,0.18,6,1.192
11,0.18,6,1.496
12,0.18,6,1.844
13,0.18,6,2.237
14,0.18,6,2.68
15,0.18,6,3.173
16,0.18,6,3.721
17,0.18,6,4.325
18,0.18,6,4.988
2,0.19,6,0.029
3,0.19,6,0.072
4,0.19,6,0.136
5,0.19,6,0.221
6,0.19,6,0.336
7,0.19,6,0.479
8,0.19,6,0.654
9,0.19,6,0.863
10,0.19,6,1.108
11,0.19,6,1.392
12,0.19,6,1.717
13,0.19,6,2.085
14,0.19,6,2.5
15,0.19,6,2.963
16,0.19,6,3.478
17,0.19,6,4.045
18,0.19,6,4.669
2,0.2,6,0.027
3,0.2,6,0.067
4,0.2,6,0.126
5,0.2,6,0.206
6,0.2,6,0.313
7,0.2,6,0.447
8,0.2,6,0.61
9,0.2,6,0.806
10,0.2,6,1.036
11,0.2,6,1.302
12,0.2,6,1.608
13,0.2,6,1.955
14,0.2,6,2.346
15,0.2,6,2.783
16,0.2,6,3.268
17,0.2,6,3.805
18,0.2,6,4.394
2,0.21,6,0.025
3,0.21,6,0.062
4,0.21,6,0.117
5,0.21,6,0.192
6,0.21,6,0.293
7,0.21,6,0.418
8,0.21,6,0.572
9,0.21,6,0.757
10,0.21,6,0.973
11,0.21,6,1.225
12,0.21,6,1.514
13,0.21,6,1.842
14,0.21,6,2.212
15,0.21,6,2.626
16,0.21,6,3.087
17,0.21,6,3.596
18,0.21,6,4.156
2,0.22,6,0.024
3,0.22,6,0.058
4,0.22,6,0.109
5,0.22,6,0.181
6,0.22,6,0.275
7,0.22,6,0.394
8,0.22,6,0.539
9,0.22,6,0.713
10,0.22,6,0.919
11,0.22,6,1.157
12,0.22,6,1.431
13,0.22,6,1.743
14,0.22,6,2.095
15,0.22,6,2.49
16,0.22,6,2.929
17,0.22,6,3.414
18,0.22,6,3.949
2,0.23,6,0.022
3,0.23,6,0.055
4,0.23,6,0.103
5,0.23,6,0.17
6,0.23,6,0.26
7,0.23,6,0.372
8,0.23,6,0.51
9,0.23,6,0.676
10,0.23,6,0.871
11,0.23,6,1.098
12,0.23,6,1.359
13,0.23,6,1.657
14,0.23,6,1.993
15,0.23,6,2.37
16,0.23,6,2.79
17,0.23,6,3.255
18,0.23,6,3.767
2,0.24,6,0.021
3,0.24,6,0.052
4,0.24,6,0.097
5,0.24,6,0.161
6,0.24,6,0.246
7,0.24,6,0.353
8,0.24,6,0.485
9,0.24,6,0.643
10,0.24,6,0.829
11,0.24,6,1.046
12,0.24,6,1.296
13,0.24,6,1.581
14,0.24,6,1.904
15,0.24,6,2.265
16,0.24,6,2.668
17,0.24,6,3.115
18,0.24,6,3.608
2,0.25,6,0.02
3,0.25,6,0.049
4,0.25,6,0.092
5,0.25,6,0.153
6,0.25,6,0.234
7,0.25,6,0.337
8,0.25,6,0.462
9,0.25,6,0.613
10,0.25,6,0.792
11,0.25,6,1
12,0.25,6,1.24
13,0.25,6,1.514
14,0.25,6,1.824
15,0.25,6,2.173
16,0.25,6,2.561
17,0.25,6,2.992
18,0.25,6,3.467
2,0.26,6,0.019
3,0.26,6,0.046
4,0.26,6,0.088
5,0.26,6,0.146
6,0.26,6,0.224
7,0.26,6,0.322
8,0.26,6,0.442
9,0.26,6,0.587
10,0.26,6,0.759
11,0.26,6,0.959
12,0.26,6,1.191
13,0.26,6,1.455
14,0.26,6,1.754
15,0.26,6,2.09
16,0.26,6,2.466
17,0.26,6,2.882
18,0.26,6,3.342
2,0.27,6,0.018
3,0.27,6,0.044
4,0.27,6,0.084
5,0.27,6,0.14
6,0.27,6,0.214
7,0.27,6,0.308
8,0.27,6,0.424
9,0.27,6,0.564
10,0.27,6,0.73
11,0.27,6,0.923
12,0.27,6,1.147
13,0.27,6,1.402
14,0.27,6,1.692
15,0.27,6,2.017
16,0.27,6,2.381
17,0.27,6,2.785
18,0.27,6,3.231
2,0.28,6,0.017
3,0.28,6,0.042
4,0.28,6,0.08
5,0.28,6,0.135
6,0.28,6,0.206
7,0.28,6,0.297
8,0.28,6,0.408
9,0.28,6,0.543
10,0.28,6,0.704
11,0.28,6,0.891
12,0.28,6,1.107
13,0.28,6,1.355
14,0.28,6,1.636
15,0.28,6,1.952
16,0.28,6,2.306
17,0.28,6,2.698
18,0.28,6,3.132
2,0.29,6,0.016
3,0.29,6,0.04
4,0.29,6,0.077
5,0.29,6,0.13
6,0.29,6,0.198
7,0.29,6,0.286
8,0.29,6,0.394
9,0.29,6,0.525
10,0.29,6,0.68
11,0.29,6,0.862
12,0.29,6,1.072
13,0.29,6,1.313
14,0.29,6,1.586
15,0.29,6,1.894
16,0.29,6,2.239
17,0.29,6,2.621
18,0.29,6,3.044
2,0.3,6,0.016
3,0.3,6,0.039
4,0.3,6,0.075
5,0.3,6,0.125
6,0.3,6,0.192
7,0.3,6,0.277
8,0.3,6,0.382
9,0.3,6,0.508
10,0.3,6,0.659
11,0.3,6,0.836
12,0.3,6,1.041
13,0.3,6,1.275
14,0.3,6,1.542
15,0.3,6,1.842
16,0.3,6,2.178
17,0.3,6,2.552
18,0.3,6,2.965
2,0.31,6,0.015
3,0.31,6,0.037
4,0.31,6,0.072
5,0.31,6,0.121
6,0.31,6,0.186
7,0.31,6,0.268
8,0.31,6,0.37
9,0.31,6,0.494
10,0.31,6,0.64
11,0.31,6,0.813
12,0.31,6,1.013
13,0.31,6,1.242
14,0.31,6,1.502
15,0.31,6,1.796
16,0.31,6,2.125
17,0.31,6,2.49
18,0.31,6,2.894
2,0.32,6,0.015
3,0.32,6,0.036
4,0.32,6,0.07
5,0.32,6,0.117
6,0.32,6,0.18
7,0.32,6,0.26
8,0.32,6,0.36
9,0.32,6,0.48
10,0.32,6,0.624
11,0.32,6,0.792
12,0.32,6,0.987
13,0.32,6,1.211
14,0.32,6,1.466
15,0.32,6,1.754
16,0.32,6,2.076
17,0.32,6,2.435
18,0.32,6,2.831
2,0.33,6,0.014
3,0.33,6,0.035
4,0.33,6,0.068
5,0.33,6,0.114
6,0.33,6,0.175
7,0.33,6,0.254
8,0.33,6,0.351
9,0.33,6,0.468
10,0.33,6,0.608
11,0.33,6,0.773
12,0.33,6,0.964
13,0.33,6,1.184
14,0.33,6,1.434
15,0.33,6,1.717
16,0.33,6,2.033
17,0.33,6,2.385
18,0.33,6,2.775
2,0.34,6,0.014
3,0.34,6,0.034
4,0.34,6,0.066
5,0.34,6,0.111
6,0.34,6,0.171
7,0.34,6,0.247
8,0.34,6,0.342
9,0.34,6,0.457
10,0.34,6,0.595
11,0.34,6,0.756
12,0.34,6,0.944
13,0.34,6,1.16
14,0.34,6,1.405
15,0.34,6,1.683
16,0.34,6,1.994
17,0.34,6,2.341
18,0.34,6,2.724
2,0.35,6,0.013
3,0.35,6,0.033
4,0.35,6,0.064
5,0.35,6,0.108
6,0.35,6,0.167
7,0.35,6,0.242
8,0.35,6,0.335
9,0.35,6,0.447
10,0.35,6,0.582
11,0.35,6,0.741
12,0.35,6,0.925
13,0.35,6,1.138
14,0.35,6,1.379
15,0.35,6,1.653
16,0.35,6,1.959
17,0.35,6,2.301
18,0.35,6,2.679
2,0.36,6,0.013
3,0.36,6,0.032
4,0.36,6,0.063
5,0.36,6,0.106
6,0.36,6,0.163
7,0.36,6,0.237
8,0.36,6,0.328
9,0.36,6,0.439
10,0.36,6,0.571
11,0.36,6,0.727
12,0.36,6,0.909
13,0.36,6,1.118
14,0.36,6,1.356
15,0.36,6,1.626
16,0.36,6,1.928
17,0.36,6,2.265
18,0.36,6,2.638
2,0.37,6,0.013
3,0.37,6,0.032
4,0.37,6,0.062
5,0.37,6,0.104
6,0.37,6,0.16
7,0.37,6,0.232
8,0.37,6,0.322
9,0.37,6,0.431
10,0.37,6,0.561
11,0.37,6,0.715
12,0.37,6,0.894
13,0.37,6,1.1
14,0.37,6,1.335
15,0.37,6,1.601
16,0.37,6,1.9
17,0.37,6,2.233
18,0.37,6,2.602
2,0.38,6,0.013
3,0.38,6,0.031
4,0.38,6,0.06
5,0.38,6,0.102
6,0.38,6,0.157
7,0.38,6,0.228
8,0.38,6,0.316
9,0.38,6,0.423
10,0.38,6,0.552
11,0.38,6,0.704
12,0.38,6,0.88
13,0.38,6,1.084
14,0.38,6,1.317
15,0.38,6,1.58
16,0.38,6,1.875
17,0.38,6,2.204
18,0.38,6,2.569
2,0.39,6,0.012
3,0.39,6,0.031
4,0.39,6,0.059
5,0.39,6,0.1
6,0.39,6,0.154
7,0.39,6,0.224
8,0.39,6,0.311
9,0.39,6,0.417
10,0.39,6,0.544
11,0.39,6,0.694
12,0.39,6,0.868
13,0.39,6,1.07
14,0.39,6,1.3
15,0.39,6,1.56
16,0.39,6,1.853
17,0.39,6,2.179
18,0.39,6,2.54
2,0.4,6,0.012
3,0.4,6,0.03
4,0.4,6,0.058
5,0.4,6,0.098
6,0.4,6,0.152
7,0.4,6,0.221
8,0.4,6,0.306
9,0.4,6,0.411
10,0.4,6,0.536
11,0.4,6,0.685
12,0.4,6,0.857
13,0.4,6,1.057
14,0.4,6,1.285
15,0.4,6,1.543
16,0.4,6,1.833
17,0.4,6,2.156
18,0.4,6,2.515
2,0.1,6.5,0.078
3,0.1,6.5,0.199
4,0.1,6.5,0.38
5,0.1,6.5,0.625
6,0.1,6.5,0.938
7,0.1,6.5,1.318
8,0.1,6.5,1.767
9,0.1,6.5,2.284
10,0.1,6.5,2.87
11,0.1,6.5,3.544
12,0.1,6.5,4.326
13,0.1,6.5,5.201
14,0.1,6.5,6.172
15,0.1,6.5,7.244
16,0.1,6.5,8.421
17,0.1,6.5,9.706
18,0.1,6.5,11.103
2,0.11,6.5,0.067
3,0.11,6.5,0.17
4,0.11,6.5,0.324
5,0.11,6.5,0.532
6,0.11,6.5,0.797
7,0.11,6.5,1.119
8,0.11,6.5,1.498
9,0.11,6.5,1.934
10,0.11,6.5,2.441
11,0.11,6.5,3.038
12,0.11,6.5,3.712
13,0.11,6.5,4.467
14,0.11,6.5,5.307
15,0.11,6.5,6.235
16,0.11,6.5,7.255
17,0.11,6.5,8.37
18,0.11,6.5,9.585
2,0.12,6.5,0.059
3,0.12,6.5,0.147
4,0.12,6.5,0.28
5,0.12,6.5,0.46
6,0.12,6.5,0.688
7,0.12,6.5,0.965
8,0.12,6.5,1.289
9,0.12,6.5,1.669
10,0.12,6.5,2.124
11,0.12,6.5,2.646
12,0.12,6.5,3.236
13,0.12,6.5,3.898
14,0.12,6.5,4.636
15,0.12,6.5,5.452
16,0.12,6.5,6.351
17,0.12,6.5,7.335
18,0.12,6.5,8.407
2,0.13,6.5,0.052
3,0.13,6.5,0.129
4,0.13,6.5,0.245
5,0.13,6.5,0.403
6,0.13,6.5,0.601
7,0.13,6.5,0.842
8,0.13,6.5,1.124
9,0.13,6.5,1.47
10,0.13,6.5,1.873
11,0.13,6.5,2.335
12,0.13,6.5,2.859
13,0.13,6.5,3.448
14,0.13,6.5,4.105
15,0.13,6.5,4.833
16,0.13,6.5,5.635
17,0.13,6.5,6.514
18,0.13,6.5,7.473
2,0.14,6.5,0.046
3,0.14,6.5,0.114
4,0.14,6.5,0.217
5,0.14,6.5,0.356
6,0.14,6.5,0.531
7,0.14,6.5,0.743
8,0.14,6.5,1
9,0.14,6.5,1.31
10,0.14,6.5,1.671
11,0.14,6.5,2.086
12,0.14,6.5,2.556
13,0.14,6.5,3.086
14,0.14,6.5,3.677
15,0.14,6.5,4.333
16,0.14,6.5,5.057
17,0.14,6.5,5.852
18,0.14,6.5,6.719
2,0.15,6.5,0.041
3,0.15,6.5,0.102
4,0.15,6.5,0.194
5,0.15,6.5,0.318
6,0.15,6.5,0.474
7,0.15,6.5,0.662
8,0.15,6.5,0.899
9,0.15,6.5,1.18
10,0.15,6.5,1.506
11,0.15,6.5,1.882
12,0.15,6.5,2.308
13,0.15,6.5,2.789
14,0.15,6.5,3.327
15,0.15,6.5,3.925
16,0.15,6.5,4.584
17,0.15,6.5,5.309
18,0.15,6.5,6.102
2,0.16,6.5,0.037
3,0.16,6.5,0.092
4,0.16,6.5,0.175
5,0.16,6.5,0.287
6,0.16,6.5,0.426
7,0.16,6.5,0.601
8,0.16,6.5,0.816
9,0.16,6.5,1.072
10,0.16,6.5,1.37
11,0.16,6.5,1.712
12,0.16,6.5,2.103
13,0.16,6.5,2.544
14,0.16,6.5,3.037
15,0.16,6.5,3.586
16,0.16,6.5,4.192
17,0.16,6.5,4.859
18,0.16,6.5,5.589
2,0.17,6.5,0.034
3,0.17,6.5,0.084
4,0.17,6.5,0.159
5,0.17,6.5,0.26
6,0.17,6.5,0.386
7,0.17,6.5,0.549
8,0.17,6.5,0.746
9,0.17,6.5,0.981
10,0.17,6.5,1.255
11,0.17,6.5,1.571
12,0.17,6.5,1.931
13,0.17,6.5,2.338
14,0.17,6.5,2.794
15,0.17,6.5,3.302
16,0.17,6.5,3.863
17,0.17,6.5,4.482
18,0.17,6.5,5.159
2,0.18,6.5,0.031
3,0.18,6.5,0.077
4,0.18,6.5,0.146
5,0.18,6.5,0.238
6,0.18,6.5,0.354
7,0.18,6.5,0.505
8,0.18,6.5,0.687
9,0.18,6.5,0.904
10,0.18,6.5,1.158
11,0.18,6.5,1.451
12,0.18,6.5,1.785
13,0.18,6.5,2.164
14,0.18,6.5,2.588
15,0.18,6.5,3.061
16,0.18,6.5,3.585
17,0.18,6.5,4.162
18,0.18,6.5,4.795
2,0.19,6.5,0.029
3,0.19,6.5,0.071
4,0.19,6.5,0.134
5,0.19,6.5,0.218
6,0.19,6.5,0.328
7,0.19,6.5,0.468
8,0.19,6.5,0.637
9,0.19,6.5,0.839
10,0.19,6.5,1.076
11,0.19,6.5,1.349
12,0.19,6.5,1.661
13,0.19,6.5,2.015
14,0.19,6.5,2.412
15,0.19,6.5,2.856
16,0.19,6.5,3.347
17,0.19,6.5,3.889
18,0.19,6.5,4.484
2,0.2,6.5,0.027
3,0.2,6.5,0.066
4,0.2,6.5,0.124
5,0.2,6.5,0.202
6,0.2,6.5,0.305
7,0.2,6.5,0.435
8,0.2,6.5,0.594
9,0.2,6.5,0.783
10,0.2,6.5,1.005
11,0.2,6.5,1.261
12,0.2,6.5,1.554
13,0.2,6.5,1.887
14,0.2,6.5,2.261
15,0.2,6.5,2.679
16,0.2,6.5,3.142
17,0.2,6.5,3.654
18,0.2,6.5,4.216
2,0.21,6.5,0.025
3,0.21,6.5,0.061
4,0.21,6.5,0.115
5,0.21,6.5,0.188
6,0.21,6.5,0.285
7,0.21,6.5,0.408
8,0.21,6.5,0.557
9,0.21,6.5,0.734
10,0.21,6.5,0.943
11,0.21,6.5,1.185
12,0.21,6.5,1.462
13,0.21,6.5,1.776
14,0.21,6.5,2.13
15,0.21,6.5,2.526
16,0.21,6.5,2.965
17,0.21,6.5,3.45
18,0.21,6.5,3.984
2,0.22,6.5,0.023
3,0.22,6.5,0.057
4,0.22,6.5,0.108
5,0.22,6.5,0.176
6,0.22,6.5,0.268
7,0.22,6.5,0.383
8,0.22,6.5,0.524
9,0.22,6.5,0.692
10,0.22,6.5,0.89
11,0.22,6.5,1.119
12,0.22,6.5,1.381
13,0.22,6.5,1.68
14,0.22,6.5,2.016
15,0.22,6.5,2.392
16,0.22,6.5,2.811
17,0.22,6.5,3.273
18,0.22,6.5,3.781
2,0.23,6.5,0.022
3,0.23,6.5,0.054
4,0.23,6.5,0.101
5,0.23,6.5,0.166
6,0.23,6.5,0.253
7,0.23,6.5,0.362
8,0.23,6.5,0.495
9,0.23,6.5,0.655
10,0.23,6.5,0.843
11,0.23,6.5,1.061
12,0.23,6.5,1.311
13,0.23,6.5,1.595
14,0.23,6.5,1.916
15,0.23,6.5,2.276
16,0.23,6.5,2.675
17,0.23,6.5,3.117
18,0.23,6.5,3.604
2,0.24,6.5,0.021
3,0.24,6.5,0.051
4,0.24,6.5,0.095
5,0.24,6.5,0.158
6,0.24,6.5,0.24
7,0.24,6.5,0.344
8,0.24,6.5,0.47
9,0.24,6.5,0.622
10,0.24,6.5,0.801
11,0.24,6.5,1.01
12,0.24,6.5,1.249
13,0.24,6.5,1.521
14,0.24,6.5,1.828
15,0.24,6.5,2.173
16,0.24,6.5,2.556
17,0.24,6.5,2.981
18,0.24,6.5,3.448
2,0.25,6.5,0.019
3,0.25,6.5,0.048
4,0.25,6.5,0.09
5,0.25,6.5,0.15
6,0.25,6.5,0.228
7,0.25,6.5,0.327
8,0.25,6.5,0.448
9,0.25,6.5,0.594
10,0.25,6.5,0.765
11,0.25,6.5,0.965
12,0.25,6.5,1.194
13,0.25,6.5,1.456
14,0.25,6.5,1.751
15,0.25,6.5,2.082
16,0.25,6.5,2.451
17,0.25,6.5,2.86
18,0.25,6.5,3.311
2,0.26,6.5,0.018
3,0.26,6.5,0.046
4,0.26,6.5,0.086
5,0.26,6.5,0.143
6,0.26,6.5,0.218
7,0.26,6.5,0.312
8,0.26,6.5,0.429
9,0.26,6.5,0.568
10,0.26,6.5,0.733
11,0.26,6.5,0.925
12,0.26,6.5,1.145
13,0.26,6.5,1.397
14,0.26,6.5,1.682
15,0.26,6.5,2.002
16,0.26,6.5,2.358
17,0.26,6.5,2.753
18,0.26,6.5,3.189
2,0.27,6.5,0.018
3,0.27,6.5,0.043
4,0.27,6.5,0.082
5,0.27,6.5,0.137
6,0.27,6.5,0.209
7,0.27,6.5,0.3
8,0.27,6.5,0.411
9,0.27,6.5,0.545
10,0.27,6.5,0.704
11,0.27,6.5,0.889
12,0.27,6.5,1.102
13,0.27,6.5,1.346
14,0.27,6.5,1.621
15,0.27,6.5,1.93
16,0.27,6.5,2.275
17,0.27,6.5,2.658
18,0.27,6.5,3.08
2,0.28,6.5,0.017
3,0.28,6.5,0.041
4,0.28,6.5,0.079
5,0.28,6.5,0.131
6,0.28,6.5,0.2
7,0.28,6.5,0.288
8,0.28,6.5,0.396
9,0.28,6.5,0.525
10,0.28,6.5,0.678
11,0.28,6.5,0.857
12,0.28,6.5,1.064
13,0.28,6.5,1.3
14,0.28,6.5,1.567
15,0.28,6.5,1.867
16,0.28,6.5,2.202
17,0.28,6.5,2.574
18,0.28,6.5,2.984
2,0.29,6.5,0.016
3,0.29,6.5,0.04
4,0.29,6.5,0.076
5,0.29,6.5,0.126
6,0.29,6.5,0.193
7,0.29,6.5,0.278
8,0.29,6.5,0.382
9,0.29,6.5,0.507
10,0.29,6.5,0.656
11,0.29,6.5,0.829
12,0.29,6.5,1.029
13,0.29,6.5,1.258
14,0.29,6.5,1.518
15,0.29,6.5,1.81
16,0.29,6.5,2.136
17,0.29,6.5,2.498
18,0.29,6.5,2.898
2,0.3,6.5,0.016
3,0.3,6.5,0.038
4,0.3,6.5,0.073
5,0.3,6.5,0.122
6,0.3,6.5,0.186
7,0.3,6.5,0.268
8,0.3,6.5,0.369
9,0.3,6.5,0.491
10,0.3,6.5,0.635
11,0.3,6.5,0.804
12,0.3,6.5,0.998
13,0.3,6.5,1.221
14,0.3,6.5,1.474
15,0.3,6.5,1.759
16,0.3,6.5,2.077
17,0.3,6.5,2.431
18,0.3,6.5,2.821
2,0.31,6.5,0.015
3,0.31,6.5,0.037
4,0.31,6.5,0.07
5,0.31,6.5,0.118
6,0.31,6.5,0.18
7,0.31,6.5,0.26
8,0.31,6.5,0.358
9,0.31,6.5,0.476
10,0.31,6.5,0.617
11,0.31,6.5,0.781
12,0.31,6.5,0.971
13,0.31,6.5,1.188
14,0.31,6.5,1.435
15,0.31,6.5,1.713
16,0.31,6.5,2.024
17,0.31,6.5,2.37
18,0.31,6.5,2.752
2,0.32,6.5,0.014
3,0.32,6.5,0.035
4,0.32,6.5,0.068
5,0.32,6.5,0.114
6,0.32,6.5,0.175
7,0.32,6.5,0.252
8,0.32,6.5,0.348
9,0.32,6.5,0.463
10,0.32,6.5,0.6
11,0.32,6.5,0.76
12,0.32,6.5,0.946
13,0.32,6.5,1.159
14,0.32,6.5,1.4
15,0.32,6.5,1.672
16,0.32,6.5,1.977
17,0.32,6.5,2.316
18,0.32,6.5,2.69
2,0.33,6.5,0.014
3,0.33,6.5,0.034
4,0.33,6.5,0.066
5,0.33,6.5,0.111
6,0.33,6.5,0.17
7,0.33,6.5,0.246
8,0.33,6.5,0.339
9,0.33,6.5,0.451
10,0.33,6.5,0.585
11,0.33,6.5,0.742
12,0.33,6.5,0.924
13,0.33,6.5,1.132
14,0.33,6.5,1.369
15,0.33,6.5,1.636
16,0.33,6.5,1.935
17,0.33,6.5,2.267
18,0.33,6.5,2.635
2,0.34,6.5,0.014
3,0.34,6.5,0.033
4,0.34,6.5,0.064
5,0.34,6.5,0.108
6,0.34,6.5,0.166
7,0.34,6.5,0.239
8,0.34,6.5,0.33
9,0.34,6.5,0.44
10,0.34,6.5,0.571
11,0.34,6.5,0.725
12,0.34,6.5,0.903
13,0.34,6.5,1.108
14,0.34,6.5,1.34
15,0.34,6.5,1.603
16,0.34,6.5,1.897
17,0.34,6.5,2.224
18,0.34,6.5,2.586
2,0.35,6.5,0.013
3,0.35,6.5,0.032
4,0.35,6.5,0.063
5,0.35,6.5,0.105
6,0.35,6.5,0.162
7,0.35,6.5,0.234
8,0.35,6.5,0.323
9,0.35,6.5,0.431
10,0.35,6.5,0.559
11,0.35,6.5,0.71
12,0.35,6.5,0.885
13,0.35,6.5,1.086
14,0.35,6.5,1.315
15,0.35,6.5,1.573
16,0.35,6.5,1.862
17,0.35,6.5,2.184
18,0.35,6.5,2.541
2,0.36,6.5,0.013
3,0.36,6.5,0.032
4,0.36,6.5,0.061
5,0.36,6.5,0.103
6,0.36,6.5,0.158
7,0.36,6.5,0.229
8,0.36,6.5,0.316
9,0.36,6.5,0.422
10,0.36,6.5,0.548
11,0.36,6.5,0.697
12,0.36,6.5,0.869
13,0.36,6.5,1.067
14,0.36,6.5,1.292
15,0.36,6.5,1.546
16,0.36,6.5,1.832
17,0.36,6.5,2.149
18,0.36,6.5,2.501
2,0.37,6.5,0.013
3,0.37,6.5,0.031
4,0.37,6.5,0.06
5,0.37,6.5,0.101
6,0.37,6.5,0.155
7,0.37,6.5,0.224
8,0.37,6.5,0.31
9,0.37,6.5,0.414
10,0.37,6.5,0.538
11,0.37,6.5,0.684
12,0.37,6.5,0.854
13,0.37,6.5,1.049
14,0.37,6.5,1.271
15,0.37,6.5,1.522
16,0.37,6.5,1.804
17,0.37,6.5,2.118
18,0.37,6.5,2.465
2,0.38,6.5,0.012
3,0.38,6.5,0.03
4,0.38,6.5,0.059
5,0.38,6.5,0.099
6,0.38,6.5,0.152
7,0.38,6.5,0.22
8,0.38,6.5,0.305
9,0.38,6.5,0.407
10,0.38,6.5,0.529
11,0.38,6.5,0.673
12,0.38,6.5,0.841
13,0.38,6.5,1.033
14,0.38,6.5,1.253
15,0.38,6.5,1.501
16,0.38,6.5,1.779
17,0.38,6.5,2.09
18,0.38,6.5,2.434
2,0.39,6.5,0.012
3,0.39,6.5,0.03
4,0.39,6.5,0.058
5,0.39,6.5,0.097
6,0.39,6.5,0.15
7,0.39,6.5,0.217
8,0.39,6.5,0.3
9,0.39,6.5,0.401
10,0.39,6.5,0.521
11,0.39,6.5,0.664
12,0.39,6.5,0.829
13,0.39,6.5,1.019
14,0.39,6.5,1.236
15,0.39,6.5,1.482
16,0.39,6.5,1.757
17,0.39,6.5,2.064
18,0.39,6.5,2.405
2,0.4,6.5,0.012
3,0.4,6.5,0.029
4,0.4,6.5,0.057
5,0.4,6.5,0.096
6,0.4,6.5,0.147
7,0.4,6.5,0.213
8,0.4,6.5,0.295
9,0.4,6.5,0.395
10,0.4,6.5,0.514
11,0.4,6.5,0.655
12,0.4,6.5,0.818
13,0.4,6.5,1.006
14,0.4,6.5,1.221
15,0.4,6.5,1.464
16,0.4,6.5,1.737
17,0.4,6.5,2.042
18,0.4,6.5,2.38
2,0.1,7,0.076
3,0.1,7,0.195
4,0.1,7,0.373
5,0.1,7,0.615
6,0.1,7,0.923
7,0.1,7,1.298
8,0.1,7,1.742
9,0.1,7,2.254
10,0.1,7,2.835
11,0.1,7,3.484
12,0.1,7,4.233
13,0.1,7,5.086
14,0.1,7,6.031
15,0.1,7,7.074
16,0.1,7,8.217
17,0.1,7,9.464
18,0.1,7,10.818
2,0.11,7,0.066
3,0.11,7,0.167
4,0.11,7,0.318
5,0.11,7,0.523
6,0.11,7,0.785
7,0.11,7,1.103
8,0.11,7,1.478
9,0.11,7,1.91
10,0.11,7,2.4
11,0.11,7,2.972
12,0.11,7,3.629
13,0.11,7,4.364
14,0.11,7,5.18
15,0.11,7,6.082
16,0.11,7,7.071
17,0.11,7,8.152
18,0.11,7,9.327
2,0.12,7,0.057
3,0.12,7,0.144
4,0.12,7,0.275
5,0.12,7,0.453
6,0.12,7,0.678
7,0.12,7,0.951
8,0.12,7,1.273
9,0.12,7,1.644
10,0.12,7,2.079
11,0.12,7,2.587
12,0.12,7,3.161
13,0.12,7,3.805
14,0.12,7,4.521
15,0.12,7,5.313
16,0.12,7,6.183
17,0.12,7,7.134
18,0.12,7,8.17
2,0.13,7,0.05
3,0.13,7,0.127
4,0.13,7,0.241
5,0.13,7,0.396
6,0.13,7,0.593
7,0.13,7,0.831
8,0.13,7,1.111
9,0.13,7,1.439
10,0.13,7,1.832
11,0.13,7,2.282
12,0.13,7,2.791
13,0.13,7,3.362
14,0.13,7,3.999
