Sqrt(A) (m),Rn,t (cm),Dmax (mm)
16,0.1,5,213.881
17,0.1,5,254.455
18,0.1,5,299.548
2,0.11,5,0.419
3,0.11,5,1.406
4,0.11,5,3.285
5,0.11,5,6.339
6,0.11,5,10.86
7,0.11,5,17.136
8,0.11,5,25.441
9,0.11,5,36.028
10,0.11,5,49.13
11,0.11,5,64.961
12,0.11,5,83.723
13,0.11,5,105.605
14,0.11,5,130.789
15,0.11,5,159.453
16,0.11,5,191.771
17,0.11,5,227.914
18,0.11,5,268.057
2,0.12,5,0.385
3,0.12,5,1.284
4,0.12,5,2.996
5,0.12,5,5.783
6,0.12,5,9.912
7,0.12,5,15.641
8,0.12,5,23.21
9,0.12,5,32.839
10,0.12,5,44.728
11,0.12,5,59.064
12,0.12,5,76.021
13,0.12,5,95.765
14,0.12,5,118.459
15,0.12,5,144.263
16,0.12,5,173.332
17,0.12,5,205.825
18,0.12,5,241.898
2,0.13,5,0.355
3,0.13,5,1.181
4,0.13,5,2.753
5,0.13,5,5.316
6,0.13,5,9.113
7,0.13,5,14.376
8,0.13,5,21.316
9,0.13,5,30.126
10,0.13,5,40.981
11,0.13,5,54.045
12,0.13,5,69.471
13,0.13,5,87.41
14,0.13,5,108.008
15,0.13,5,131.411
16,0.13,5,157.762
17,0.13,5,187.207
18,0.13,5,219.89
2,0.14,5,0.33
3,0.14,5,1.092
4,0.14,5,2.545
5,0.14,5,4.916
6,0.14,5,8.428
7,0.14,5,13.289
8,0.14,5,19.686
9,0.14,5,27.789
10,0.14,5,37.752
11,0.14,5,49.723
12,0.14,5,63.839
13,0.14,5,80.239
14,0.14,5,99.055
15,0.14,5,120.422
16,0.14,5,144.473
17,0.14,5,171.343
18,0.14,5,201.167
2,0.15,5,0.307
3,0.15,5,1.015
4,0.15,5,2.366
5,0.15,5,4.571
6,0.15,5,7.835
7,0.15,5,12.345
8,0.15,5,18.267
9,0.15,5,25.753
10,0.15,5,34.942
11,0.15,5,45.965
12,0.15,5,58.952
13,0.15,5,74.026
14,0.15,5,91.313
15,0.15,5,110.937
16,0.15,5,133.023
17,0.15,5,157.696
18,0.15,5,185.081
2,0.16,5,0.287
3,0.16,5,0.948
4,0.16,5,2.21
5,0.16,5,4.27
6,0.16,5,7.315
7,0.16,5,11.515
8,0.16,5,17.019
9,0.16,5,23.964
10,0.16,5,32.475
11,0.16,5,42.673
12,0.16,5,54.676
13,0.16,5,68.602
14,0.16,5,84.566
15,0.16,5,102.685
16,0.16,5,123.075
17,0.16,5,145.854
18,0.16,5,171.14
2,0.17,5,0.27
3,0.17,5,0.889
4,0.17,5,2.072
5,0.17,5,4.004
6,0.17,5,6.856
7,0.17,5,10.781
8,0.17,5,15.914
9,0.17,5,22.38
10,0.17,5,30.294
11,0.17,5,39.768
12,0.17,5,50.911
13,0.17,5,63.833
14,0.17,5,78.643
15,0.17,5,95.452
16,0.17,5,114.367
17,0.17,5,135.5
18,0.17,5,158.961
2,0.18,5,0.254
3,0.18,5,0.836
4,0.18,5,1.95
5,0.18,5,3.767
6,0.18,5,6.446
7,0.18,5,10.125
8,0.18,5,14.929
9,0.18,5,20.97
10,0.18,5,28.355
11,0.18,5,37.189
12,0.18,5,47.574
13,0.18,5,59.614
14,0.18,5,73.411
15,0.18,5,89.07
16,0.18,5,106.693
17,0.18,5,126.384
18,0.18,5,148.246
2,0.19,5,0.24
3,0.19,5,0.789
4,0.19,5,1.841
5,0.19,5,3.555
6,0.19,5,6.078
7,0.19,5,9.537
8,0.19,5,14.045
9,0.19,5,19.706
10,0.19,5,26.621
11,0.19,5,34.886
12,0.19,5,44.6
13,0.19,5,55.859
14,0.19,5,68.762
15,0.19,5,83.406
16,0.19,5,99.888
17,0.19,5,118.306
18,0.19,5,138.757
2,0.2,5,0.228
3,0.2,5,0.747
4,0.2,5,1.743
5,0.2,5,3.364
6,0.2,5,5.747
7,0.2,5,9.007
8,0.2,5,13.248
9,0.2,5,18.569
10,0.2,5,25.062
11,0.2,5,32.821
12,0.2,5,41.936
13,0.2,5,52.501
14,0.2,5,64.608
15,0.2,5,78.35
16,0.2,5,93.818
17,0.2,5,111.106
18,0.2,5,130.303
2,0.21,5,0.216
3,0.21,5,0.709
4,0.21,5,1.654
5,0.21,5,3.191
6,0.21,5,5.446
7,0.21,5,8.525
8,0.21,5,12.527
9,0.21,5,17.541
10,0.21,5,23.656
11,0.21,5,30.96
12,0.21,5,39.539
13,0.21,5,49.483
14,0.21,5,60.879
15,0.21,5,73.815
16,0.21,5,88.377
17,0.21,5,104.654
18,0.21,5,122.732
2,0.22,5,0.206
3,0.22,5,0.675
4,0.22,5,1.573
5,0.22,5,3.034
6,0.22,5,5.172
7,0.22,5,8.087
8,0.22,5,11.871
9,0.22,5,16.607
10,0.22,5,22.381
11,0.22,5,29.276
12,0.22,5,37.374
13,0.22,5,46.759
14,0.22,5,57.516
15,0.22,5,69.727
16,0.22,5,83.476
17,0.22,5,98.845
18,0.22,5,115.917
2,0.23,5,0.196
3,0.23,5,0.643
4,0.23,5,1.5
5,0.23,5,2.89
6,0.23,5,4.921
7,0.23,5,7.687
8,0.23,5,11.272
9,0.23,5,15.757
10,0.23,5,21.222
11,0.23,5,27.746
12,0.23,5,35.409
13,0.23,5,44.291
14,0.23,5,54.47
15,0.23,5,66.028
16,0.23,5,79.043
17,0.23,5,93.592
18,0.23,5,109.755
2,0.24,5,0.188
3,0.24,5,0.615
4,0.24,5,1.432
5,0.24,5,2.758
6,0.24,5,4.691
7,0.24,5,7.32
8,0.24,5,10.724
9,0.24,5,14.98
10,0.24,5,20.164
11,0.24,5,26.352
12,0.24,5,33.62
13,0.24,5,42.044
14,0.24,5,51.701
15,0.24,5,62.666
16,0.24,5,75.014
17,0.24,5,88.82
18,0.24,5,104.157
2,0.25,5,0.18
3,0.25,5,0.588
4,0.25,5,1.37
5,0.25,5,2.636
6,0.25,5,4.479
7,0.25,5,6.982
8,0.25,5,10.221
9,0.25,5,14.267
10,0.25,5,19.195
11,0.25,5,25.077
12,0.25,5,31.985
13,0.25,5,39.993
14,0.25,5,49.174
15,0.25,5,59.599
16,0.25,5,71.34
17,0.25,5,84.469
18,0.25,5,99.055
2,0.26,5,0.172
3,0.26,5,0.564
4,0.26,5,1.313
5,0.26,5,2.523
6,0.26,5,4.284
7,0.26,5,6.671
8,0.26,5,9.757
9,0.26,5,13.612
10,0.26,5,18.305
11,0.26,5,23.907
12,0.26,5,30.486
13,0.26,5,38.114
14,0.26,5,46.859
15,0.26,5,56.791
16,0.26,5,67.978
17,0.26,5,80.487
18,0.26,5,94.385
2,0.27,5,0.166
3,0.27,5,0.541
4,0.27,5,1.26
5,0.27,5,2.419
6,0.27,5,4.103
7,0.27,5,6.383
8,0.27,5,9.329
9,0.27,5,13.008
10,0.27,5,17.486
11,0.27,5,22.831
12,0.27,5,29.108
13,0.27,5,36.387
14,0.27,5,44.733
15,0.27,5,54.212
16,0.27,5,64.889
17,0.27,5,76.83
18,0.27,5,90.097
2,0.28,5,0.159
3,0.28,5,0.52
4,0.28,5,1.21
5,0.28,5,2.322
6,0.28,5,3.934
7,0.28,5,6.116
8,0.28,5,8.933
9,0.28,5,12.45
10,0.28,5,16.73
11,0.28,5,21.838
12,0.28,5,27.838
13,0.28,5,34.796
14,0.28,5,42.774
15,0.28,5,51.836
16,0.28,5,62.045
17,0.28,5,73.461
18,0.28,5,86.147
2,0.29,5,0.153
3,0.29,5,0.501
4,0.29,5,1.164
5,0.29,5,2.232
6,0.29,5,3.778
7,0.29,5,5.869
8,0.29,5,8.567
9,0.29,5,11.933
10,0.29,5,16.03
11,0.29,5,20.92
12,0.29,5,26.665
13,0.29,5,33.326
14,0.29,5,40.966
15,0.29,5,49.643
16,0.29,5,59.42
17,0.29,5,70.353
18,0.29,5,82.502
2,0.3,5,0.148
3,0.3,5,0.483
4,0.3,5,1.121
5,0.3,5,2.148
6,0.3,5,3.633
7,0.3,5,5.639
8,0.3,5,8.226
9,0.3,5,11.455
10,0.3,5,15.384
11,0.3,5,20.074
12,0.3,5,25.583
13,0.3,5,31.973
14,0.3,5,39.301
15,0.3,5,47.625
16,0.3,5,57.004
17,0.3,5,67.492
18,0.3,5,79.148
2,0.31,5,0.143
3,0.31,5,0.465
4,0.31,5,1.081
5,0.31,5,2.069
6,0.31,5,3.496
7,0.31,5,5.424
8,0.31,5,7.909
9,0.31,5,11.01
10,0.31,5,14.783
11,0.31,5,19.288
12,0.31,5,24.581
13,0.31,5,30.72
14,0.31,5,37.761
15,0.31,5,45.761
16,0.31,5,54.774
17,0.31,5,64.855
18,0.31,5,76.059
2,0.32,5,0.138
3,0.32,5,0.449
4,0.32,5,1.042
5,0.32,5,1.993
6,0.32,5,3.366
7,0.32,5,5.219
8,0.32,5,7.607
9,0.32,5,10.586
10,0.32,5,14.212
11,0.32,5,18.541
12,0.32,5,23.629
13,0.32,5,29.531
14,0.32,5,36.3
15,0.32,5,43.993
16,0.32,5,52.661
17,0.32,5,62.356
18,0.32,5,73.132
2,0.33,5,0.133
3,0.33,5,0.434
4,0.33,5,1.007
5,0.33,5,1.925
6,0.33,5,3.248
7,0.33,5,5.032
8,0.33,5,7.332
9,0.33,5,10.2
10,0.33,5,13.691
11,0.33,5,17.86
12,0.33,5,22.759
13,0.33,5,28.443
14,0.33,5,34.964
15,0.33,5,42.374
16,0.33,5,50.724
17,0.33,5,60.064
18,0.33,5,70.446
2,0.34,5,0.129
3,0.34,5,0.42
4,0.34,5,0.974
5,0.34,5,1.86
6,0.34,5,3.137
7,0.34,5,4.857
8,0.34,5,7.074
9,0.34,5,9.839
10,0.34,5,13.205
11,0.34,5,17.223
12,0.34,5,21.947
13,0.34,5,27.428
14,0.34,5,33.716
15,0.34,5,40.862
16,0.34,5,48.916
17,0.34,5,57.925
18,0.34,5,67.937
2,0.35,5,0.125
3,0.35,5,0.407
4,0.35,5,0.943
5,0.35,5,1.8
6,0.35,5,3.032
7,0.35,5,4.693
8,0.35,5,6.832
9,0.35,5,9.5
10,0.35,5,12.749
11,0.35,5,16.627
12,0.35,5,21.187
13,0.35,5,26.478
14,0.35,5,32.549
15,0.35,5,39.448
16,0.35,5,47.224
17,0.35,5,55.923
18,0.35,5,65.591
2,0.36,5,0.121
3,0.36,5,0.395
4,0.36,5,0.914
5,0.36,5,1.742
6,0.36,5,2.934
7,0.36,5,4.538
8,0.36,5,6.605
9,0.36,5,9.183
10,0.36,5,12.321
11,0.36,5,16.069
12,0.36,5,20.475
13,0.36,5,25.588
14,0.36,5,31.455
15,0.36,5,38.123
16,0.36,5,45.639
17,0.36,5,54.047
18,0.36,5,63.392
2,0.37,5,0.118
3,0.37,5,0.383
4,0.37,5,0.887
5,0.37,5,1.688
6,0.37,5,2.841
7,0.37,5,4.393
8,0.37,5,6.392
9,0.37,5,8.885
10,0.37,5,11.919
11,0.37,5,15.544
12,0.37,5,19.806
13,0.37,5,24.752
14,0.37,5,30.428
15,0.37,5,36.88
16,0.37,5,44.151
17,0.37,5,52.286
18,0.37,5,61.329
2,0.38,5,0.115
3,0.38,5,0.372
4,0.38,5,0.861
5,0.38,5,1.638
6,0.38,5,2.754
7,0.38,5,4.256
8,0.38,5,6.191
9,0.38,5,8.604
10,0.38,5,11.542
11,0.38,5,15.051
12,0.38,5,19.177
13,0.38,5,23.967
14,0.38,5,29.463
15,0.38,5,35.71
16,0.38,5,42.752
17,0.38,5,50.63
18,0.38,5,59.388
2,0.39,5,0.111
3,0.39,5,0.362
4,0.39,5,0.836
5,0.39,5,1.589
6,0.39,5,2.671
7,0.39,5,4.127
8,0.39,5,6.001
9,0.39,5,8.339
10,0.39,5,11.186
11,0.39,5,14.586
12,0.39,5,18.585
13,0.39,5,23.227
14,0.39,5,28.554
15,0.39,5,34.609
16,0.39,5,41.435
17,0.39,5,49.072
18,0.39,5,57.561
2,0.4,5,0.108
3,0.4,5,0.352
4,0.4,5,0.812
5,0.4,5,1.544
6,0.4,5,2.593
7,0.4,5,4.005
8,0.4,5,5.822
9,0.4,5,8.09
10,0.4,5,10.85
11,0.4,5,14.148
12,0.4,5,18.027
13,0.4,5,22.529
14,0.4,5,27.697
15,0.4,5,33.571
16,0.4,5,40.193
17,0.4,5,47.602
18,0.4,5,55.838
2,0.1,5.5,0.417
3,0.1,5.5,1.413
4,0.1,5.5,3.317
5,0.1,5.5,6.404
6,0.1,5.5,10.96
7,0.1,5.5,17.28
8,0.1,5.5,25.653
9,0.1,5.5,36.359
10,0.1,5.5,49.659
11,0.1,5.5,65.8
12,0.1,5.5,85.01
13,0.1,5.5,107.504
14,0.1,5.5,133.485
15,0.1,5.5,163.145
16,0.1,5.5,196.669
17,0.1,5.5,234.239
18,0.1,5.5,276.031
2,0.11,5.5,0.381
3,0.11,5.5,1.282
4,0.11,5.5,3.001
5,0.11,5.5,5.791
6,0.11,5.5,9.915
7,0.11,5.5,15.638
8,0.11,5.5,23.219
9,0.11,5.5,32.899
10,0.11,5.5,44.906
11,0.11,5.5,59.447
12,0.11,5.5,76.719
13,0.11,5.5,96.903
14,0.11,5.5,120.174
15,0.11,5.5,146.698
16,0.11,5.5,176.637
17,0.11,5.5,210.152
18,0.11,5.5,247.399
2,0.12,5.5,0.35
3,0.12,5.5,1.172
4,0.12,5.5,2.739
5,0.12,5.5,5.283
6,0.12,5.5,9.048
7,0.12,5.5,14.275
8,0.12,5.5,21.191
9,0.12,5.5,30.01
10,0.12,5.5,40.926
11,0.12,5.5,54.121
12,0.12,5.5,69.762
13,0.12,5.5,88.009
14,0.12,5.5,109.014
15,0.12,5.5,132.925
16,0.12,5.5,159.887
17,0.12,5.5,190.044
18,0.12,5.5,223.54
2,0.13,5.5,0.323
3,0.13,5.5,1.079
4,0.13,5.5,2.516
5,0.13,5.5,4.855
6,0.13,5.5,8.318
7,0.13,5.5,13.123
8,0.13,5.5,19.474
9,0.13,5.5,27.556
10,0.13,5.5,37.542
11,0.13,5.5,49.587
12,0.13,5.5,63.841
13,0.13,5.5,80.445
14,0.13,5.5,99.535
15,0.13,5.5,121.244
16,0.13,5.5,145.704
17,0.13,5.5,173.048
18,0.13,5.5,203.406
2,0.14,5.5,0.3
3,0.14,5.5,0.998
4,0.14,5.5,2.326
5,0.14,5.5,4.489
6,0.14,5.5,7.694
7,0.14,5.5,12.136
8,0.14,5.5,17.998
9,0.14,5.5,25.444
10,0.14,5.5,34.624
11,0.14,5.5,45.68
12,0.14,5.5,58.743
13,0.14,5.5,73.939
14,0.14,5.5,91.394
15,0.14,5.5,111.228
16,0.14,5.5,133.565
17,0.14,5.5,158.526
18,0.14,5.5,186.233
2,0.15,5.5,0.28
3,0.15,5.5,0.928
4,0.15,5.5,2.162
5,0.15,5.5,4.174
6,0.15,5.5,7.153
7,0.15,5.5,11.279
8,0.15,5.5,16.714
9,0.15,5.5,23.604
10,0.15,5.5,32.084
11,0.15,5.5,42.279
12,0.15,5.5,54.31
13,0.15,5.5,68.291
14,0.15,5.5,84.338
15,0.15,5.5,102.563
16,0.15,5.5,123.08
17,0.15,5.5,146.003
18,0.15,5.5,171.444
2,0.16,5.5,0.262
3,0.16,5.5,0.867
4,0.16,5.5,2.019
5,0.16,5.5,3.898
6,0.16,5.5,6.681
7,0.16,5.5,10.528
8,0.16,5.5,15.586
9,0.16,5.5,21.987
10,0.16,5.5,29.852
11,0.16,5.5,39.294
12,0.16,5.5,50.424
13,0.16,5.5,63.349
14,0.16,5.5,78.174
15,0.16,5.5,95.006
16,0.16,5.5,113.951
17,0.16,5.5,135.114
18,0.16,5.5,158.602
2,0.17,5.5,0.247
3,0.17,5.5,0.813
4,0.17,5.5,1.893
5,0.17,5.5,3.656
6,0.17,5.5,6.263
7,0.17,5.5,9.863
8,0.17,5.5,14.587
9,0.17,5.5,20.555
10,0.17,5.5,27.876
11,0.17,5.5,36.656
12,0.17,5.5,46.996
13,0.17,5.5,58.995
14,0.17,5.5,72.753
15,0.17,5.5,88.369
16,0.17,5.5,105.944
17,0.17,5.5,125.576
18,0.17,5.5,147.366
2,0.18,5.5,0.232
3,0.18,5.5,0.765
4,0.18,5.5,1.781
5,0.18,5.5,3.44
6,0.18,5.5,5.892
7,0.18,5.5,9.27
8,0.18,5.5,13.696
9,0.18,5.5,19.278
10,0.18,5.5,26.117
11,0.18,5.5,34.31
12,0.18,5.5,43.951
13,0.18,5.5,55.134
14,0.18,5.5,67.954
15,0.18,5.5,82.503
16,0.18,5.5,98.875
17,0.18,5.5,117.165
18,0.18,5.5,137.467
2,0.19,5.5,0.22
3,0.19,5.5,0.722
4,0.19,5.5,1.682
5,0.19,5.5,3.248
6,0.19,5.5,5.559
7,0.19,5.5,8.738
8,0.19,5.5,12.896
9,0.19,5.5,18.133
10,0.19,5.5,24.541
11,0.19,5.5,32.211
12,0.19,5.5,41.232
13,0.19,5.5,51.693
14,0.19,5.5,63.682
15,0.19,5.5,77.287
16,0.19,5.5,92.598
17,0.19,5.5,109.703
18,0.19,5.5,128.691
2,0.2,5.5,0.208
3,0.2,5.5,0.684
4,0.2,5.5,1.592
5,0.2,5.5,3.074
6,0.2,5.5,5.258
7,0.2,5.5,8.258
8,0.2,5.5,12.175
9,0.2,5.5,17.1
10,0.2,5.5,23.122
11,0.2,5.5,30.325
12,0.2,5.5,38.793
13,0.2,5.5,48.61
14,0.2,5.5,59.86
15,0.2,5.5,72.626
16,0.2,5.5,86.993
17,0.2,5.5,103.045
18,0.2,5.5,120.866
2,0.21,5.5,0.198
3,0.21,5.5,0.649
4,0.21,5.5,1.511
5,0.21,5.5,2.917
6,0.21,5.5,4.986
7,0.21,5.5,7.823
8,0.21,5.5,11.521
9,0.21,5.5,16.166
10,0.21,5.5,21.84
11,0.21,5.5,28.624
12,0.21,5.5,36.595
13,0.21,5.5,45.836
14,0.21,5.5,56.424
15,0.21,5.5,68.44
16,0.21,5.5,81.963
17,0.21,5.5,97.075
18,0.21,5.5,113.853
2,0.22,5.5,0.189
3,0.22,5.5,0.617
4,0.22,5.5,1.438
5,0.22,5.5,2.774
6,0.22,5.5,4.738
7,0.22,5.5,7.426
8,0.22,5.5,10.926
9,0.22,5.5,15.317
10,0.22,5.5,20.677
11,0.22,5.5,27.081
12,0.22,5.5,34.606
13,0.22,5.5,43.328
14,0.22,5.5,53.321
15,0.22,5.5,64.663
16,0.22,5.5,77.429
17,0.22,5.5,91.695
18,0.22,5.5,107.537
2,0.23,5.5,0.18
3,0.23,5.5,0.589
4,0.23,5.5,1.371
5,0.23,5.5,2.643
6,0.23,5.5,4.511
7,0.23,5.5,7.063
8,0.23,5.5,10.382
9,0.23,5.5,14.542
10,0.23,5.5,19.617
11,0.23,5.5,25.679
12,0.23,5.5,32.8
13,0.23,5.5,41.052
14,0.23,5.5,50.509
15,0.23,5.5,61.242
16,0.23,5.5,73.325
17,0.23,5.5,86.828
18,0.23,5.5,101.824
2,0.24,5.5,0.172
3,0.24,5.5,0.562
4,0.24,5.5,1.309
5,0.24,5.5,2.524
6,0.24,5.5,4.302
7,0.24,5.5,6.73
8,0.24,5.5,9.883
9,0.24,5.5,13.833
10,0.24,5.5,18.648
11,0.24,5.5,24.398
12,0.24,5.5,31.152
13,0.24,5.5,38.98
14,0.24,5.5,47.949
15,0.24,5.5,58.131
16,0.24,5.5,69.593
17,0.24,5.5,82.404
18,0.24,5.5,96.633
2,0.25,5.5,0.165
3,0.25,5.5,0.538
4,0.25,5.5,1.253
5,0.25,5.5,2.413
6,0.25,5.5,4.11
7,0.25,5.5,6.424
8,0.25,5.5,9.425
9,0.25,5.5,13.182
10,0.25,5.5,17.76
11,0.25,5.5,23.226
12,0.25,5.5,29.646
13,0.25,5.5,37.086
14,0.25,5.5,45.612
15,0.25,5.5,55.291
16,0.25,5.5,66.188
17,0.25,5.5,78.37
18,0.25,5.5,91.9
2,0.26,5.5,0.158
3,0.26,5.5,0.516
4,0.26,5.5,1.201
5,0.26,5.5,2.311
6,0.26,5.5,3.933
7,0.26,5.5,6.141
8,0.26,5.5,9.003
9,0.26,5.5,12.583
10,0.26,5.5,16.944
11,0.26,5.5,22.15
12,0.26,5.5,28.264
13,0.26,5.5,35.349
14,0.26,5.5,43.47
15,0.26,5.5,52.69
16,0.26,5.5,63.071
17,0.26,5.5,74.677
18,0.26,5.5,87.568
2,0.27,5.5,0.152
3,0.27,5.5,0.495
4,0.27,5.5,1.152
5,0.27,5.5,2.216
6,0.27,5.5,3.769
7,0.27,5.5,5.88
8,0.27,5.5,8.613
9,0.27,5.5,12.03
10,0.27,5.5,16.191
11,0.27,5.5,21.158
12,0.27,5.5,26.992
13,0.27,5.5,33.752
14,0.27,5.5,41.502
15,0.27,5.5,50.3
16,0.27,5.5,60.208
17,0.27,5.5,71.284
18,0.27,5.5,83.589
2,0.28,5.5,0.146
3,0.28,5.5,0.476
4,0.28,5.5,1.107
5,0.28,5.5,2.129
6,0.28,5.5,3.616
7,0.28,5.5,5.637
8,0.28,5.5,8.251
9,0.28,5.5,11.518
10,0.28,5.5,15.496
11,0.28,5.5,20.243
12,0.28,5.5,25.818
13,0.28,5.5,32.28
14,0.28,5.5,39.687
15,0.28,5.5,48.098
16,0.28,5.5,57.57
17,0.28,5.5,68.16
18,0.28,5.5,79.925
2,0.29,5.5,0.141
3,0.29,5.5,0.458
4,0.29,5.5,1.066
5,0.29,5.5,2.047
6,0.29,5.5,3.474
7,0.29,5.5,5.411
8,0.29,5.5,7.916
9,0.29,5.5,11.044
10,0.29,5.5,14.852
11,0.29,5.5,19.397
12,0.29,5.5,24.734
13,0.29,5.5,30.92
14,0.29,5.5,38.012
15,0.29,5.5,46.066
16,0.29,5.5,55.135
17,0.29,5.5,65.276
18,0.29,5.5,76.543
2,0.3,5.5,0.136
3,0.3,5.5,0.442
4,0.3,5.5,1.027
5,0.3,5.5,1.971
6,0.3,5.5,3.342
7,0.3,5.5,5.201
8,0.3,5.5,7.604
9,0.3,5.5,10.605
10,0.3,5.5,14.257
11,0.3,5.5,18.615
12,0.3,5.5,23.733
13,0.3,5.5,29.667
14,0.3,5.5,36.469
15,0.3,5.5,44.194
16,0.3,5.5,52.894
17,0.3,5.5,62.622
18,0.3,5.5,73.431
2,0.31,5.5,0.131
3,0.31,5.5,0.426
4,0.31,5.5,0.99
5,0.31,5.5,1.899
6,0.31,5.5,3.218
7,0.31,5.5,5.005
8,0.31,5.5,7.313
9,0.31,5.5,10.195
10,0.31,5.5,13.702
11,0.31,5.5,17.888
12,0.31,5.5,22.804
13,0.31,5.5,28.504
14,0.31,5.5,35.039
15,0.31,5.5,42.462
16,0.31,5.5,50.822
17,0.31,5.5,60.172
18,0.31,5.5,70.56
2,0.32,5.5,0.126
3,0.32,5.5,0.411
4,0.32,5.5,0.955
5,0.32,5.5,1.83
6,0.32,5.5,3.1
7,0.32,5.5,4.818
8,0.32,5.5,7.036
9,0.32,5.5,9.805
10,0.32,5.5,13.175
11,0.32,5.5,17.197
12,0.32,5.5,21.922
13,0.32,5.5,27.401
14,0.32,5.5,33.683
15,0.32,5.5,40.819
16,0.32,5.5,48.858
17,0.32,5.5,57.848
18,0.32,5.5,67.839
2,0.33,5.5,0.122
3,0.33,5.5,0.398
4,0.33,5.5,0.923
5,0.33,5.5,1.768
6,0.33,5.5,2.992
7,0.33,5.5,4.647
8,0.33,5.5,6.783
9,0.33,5.5,9.449
10,0.33,5.5,12.694
11,0.33,5.5,16.567
12,0.33,5.5,21.116
13,0.33,5.5,26.392
14,0.33,5.5,32.443
15,0.33,5.5,39.316
16,0.33,5.5,47.06
17,0.33,5.5,55.72
18,0.33,5.5,65.344
2,0.34,5.5,0.118
3,0.34,5.5,0.385
4,0.34,5.5,0.893
5,0.34,5.5,1.709
6,0.34,5.5,2.89
7,0.34,5.5,4.487
8,0.34,5.5,6.546
9,0.34,5.5,9.116
10,0.34,5.5,12.244
11,0.34,5.5,15.978
12,0.34,5.5,20.364
13,0.34,5.5,25.451
14,0.34,5.5,31.285
15,0.34,5.5,37.913
16,0.34,5.5,45.381
17,0.34,5.5,53.733
18,0.34,5.5,63.015
2,0.35,5.5,0.115
3,0.35,5.5,0.373
4,0.35,5.5,0.865
5,0.35,5.5,1.654
6,0.35,5.5,2.795
7,0.35,5.5,4.336
8,0.35,5.5,6.324
9,0.35,5.5,8.804
10,0.35,5.5,11.823
11,0.35,5.5,15.426
12,0.35,5.5,19.659
13,0.35,5.5,24.57
14,0.35,5.5,30.201
15,0.35,5.5,36.6
16,0.35,5.5,43.81
17,0.35,5.5,51.874
18,0.35,5.5,60.837
2,0.36,5.5,0.111
3,0.36,5.5,0.362
4,0.36,5.5,0.838
5,0.36,5.5,1.602
6,0.36,5.5,2.705
7,0.36,5.5,4.195
8,0.36,5.5,6.116
9,0.36,5.5,8.512
10,0.36,5.5,11.428
11,0.36,5.5,14.909
12,0.36,5.5,18.999
13,0.36,5.5,23.744
14,0.36,5.5,29.186
15,0.36,5.5,35.37
16,0.36,5.5,42.338
17,0.36,5.5,50.132
18,0.36,5.5,58.795
2,0.37,5.5,0.108
3,0.37,5.5,0.351
4,0.37,5.5,0.813
5,0.37,5.5,1.553
6,0.37,5.5,2.621
7,0.37,5.5,4.062
8,0.37,5.5,5.919
9,0.37,5.5,8.236
10,0.37,5.5,11.056
11,0.37,5.5,14.423
12,0.37,5.5,18.379
13,0.37,5.5,22.968
14,0.37,5.5,28.233
15,0.37,5.5,34.215
16,0.37,5.5,40.956
17,0.37,5.5,48.497
18,0.37,5.5,56.879
2,0.38,5.5,0.105
3,0.38,5.5,0.341
4,0.38,5.5,0.789
5,0.38,5.5,1.507
6,0.38,5.5,2.541
7,0.38,5.5,3.936
8,0.38,5.5,5.734
9,0.38,5.5,7.977
10,0.38,5.5,10.707
11,0.38,5.5,13.965
12,0.38,5.5,17.796
13,0.38,5.5,22.239
14,0.38,5.5,27.336
15,0.38,5.5,33.129
16,0.38,5.5,39.657
17,0.38,5.5,46.96
18,0.38,5.5,55.077
2,0.39,5.5,0.102
3,0.39,5.5,0.332
4,0.39,5.5,0.767
5,0.39,5.5,1.463
6,0.39,5.5,2.466
7,0.39,5.5,3.818
8,0.39,5.5,5.56
9,0.39,5.5,7.733
10,0.39,5.5,10.377
11,0.39,5.5,13.535
12,0.39,5.5,17.246
13,0.39,5.5,21.552
14,0.39,5.5,26.492
15,0.39,5.5,32.107
16,0.39,5.5,38.434
17,0.39,5.5,45.513
18,0.39,5.5,53.381
2,0.4,5.5,0.1
3,0.4,5.5,0.323
4,0.4,5.5,0.746
5,0.4,5.5,1.421
6,0.4,5.5,2.394
7,0.4,5.5,3.706
8,0.4,5.5,5.395
9,0.4,5.5,7.502
10,0.4,5.5,10.067
11,0.4,5.5,13.129
12,0.4,5.5,16.728
13,0.4,5.5,20.905
14,0.4,5.5,25.697
15,0.4,5.5,31.143
16,0.4,5.5,37.281
17,0.4,5.5,44.148
18,0.4,5.5,51.781
2,0.1,6,0.381
3,0.1,6,1.297
4,0.1,6,3.052
5,0.1,6,5.898
6,0.1,6,10.092
7,0.1,6,15.903
8,0.1,6,23.598
9,0.1,6,33.442
10,0.1,6,45.685
11,0.1,6,60.566
12,0.1,6,78.307
13,0.1,6,99.118
14,0.1,6,123.195
15,0.1,6,150.727
16,0.1,6,181.889
17,0.1,6,216.856
18,0.1,6,255.794
2,0.11,6,0.348
3,0.11,6,1.178
4,0.11,6,2.763
5,0.11,6,5.334
6,0.11,6,9.127
7,0.11,6,14.388
8,0.11,6,21.357
9,0.11,6,30.267
10,0.11,6,41.335
11,0.11,6,54.765
12,0.11,6,70.747
13,0.11,6,89.46
14,0.11,6,111.07
15,0.11,6,135.738
16,0.11,6,163.618
17,0.11,6,194.861
18,0.11,6,229.612
2,0.12,6,0.32
3,0.12,6,1.078
