Sqrt(A) (m),Rn,t (cm),Dmax (mm)
4,0.12,6,2.522
5,0.12,6,4.866
6,0.12,6,8.328
7,0.12,6,13.132
8,0.12,6,19.496
9,0.12,6,27.621
10,0.12,6,37.7
11,0.12,6,49.908
12,0.12,6,64.409
13,0.12,6,81.356
14,0.12,6,100.896
15,0.12,6,123.169
16,0.12,6,148.312
17,0.12,6,176.457
18,0.12,6,207.738
2,0.13,6,0.296
3,0.13,6,0.993
4,0.13,6,2.318
5,0.13,6,4.471
6,0.13,6,7.655
7,0.13,6,12.073
8,0.13,6,17.921
9,0.13,6,25.379
10,0.13,6,34.612
11,0.13,6,45.776
12,0.13,6,59.013
13,0.13,6,74.459
14,0.13,6,92.242
15,0.13,6,112.489
16,0.13,6,135.322
17,0.13,6,160.863
18,0.13,6,189.232
2,0.14,6,0.275
3,0.14,6,0.919
4,0.14,6,2.144
5,0.14,6,4.134
6,0.14,6,7.08
7,0.14,6,11.167
8,0.14,6,16.57
9,0.14,6,23.45
10,0.14,6,31.953
11,0.14,6,42.215
12,0.14,6,54.363
13,0.14,6,68.518
14,0.14,6,84.797
15,0.14,6,103.313
16,0.14,6,124.179
17,0.14,6,147.506
18,0.14,6,173.407
2,0.15,6,0.257
3,0.15,6,0.855
4,0.15,6,1.992
5,0.15,6,3.843
6,0.15,6,6.582
7,0.15,6,10.382
8,0.15,6,15.397
9,0.15,6,21.772
10,0.15,6,29.637
11,0.15,6,39.114
12,0.15,6,50.316
13,0.15,6,63.353
14,0.15,6,78.332
15,0.15,6,95.357
16,0.15,6,114.532
17,0.15,6,135.962
18,0.15,6,159.75
2,0.16,6,0.241
3,0.16,6,0.799
4,0.16,6,1.86
5,0.16,6,3.589
6,0.16,6,6.148
7,0.16,6,9.694
8,0.16,6,14.367
9,0.16,6,20.297
10,0.16,6,27.602
11,0.16,6,36.389
12,0.16,6,46.764
13,0.16,6,58.826
14,0.16,6,72.673
15,0.16,6,88.404
16,0.16,6,106.115
17,0.16,6,125.903
18,0.16,6,147.866
2,0.17,6,0.227
3,0.17,6,0.749
4,0.17,6,1.744
5,0.17,6,3.365
6,0.17,6,5.765
7,0.17,6,9.086
8,0.17,6,13.456
9,0.17,6,18.991
10,0.17,6,25.799
11,0.17,6,33.978
12,0.17,6,43.624
13,0.17,6,54.83
14,0.17,6,67.686
15,0.17,6,82.286
16,0.17,6,98.719
17,0.17,6,117.076
18,0.17,6,137.45
2,0.18,6,0.214
3,0.18,6,0.705
4,0.18,6,1.641
5,0.18,6,3.167
6,0.18,6,5.425
7,0.18,6,8.544
8,0.18,6,12.643
9,0.18,6,17.826
10,0.18,6,24.192
11,0.18,6,31.831
12,0.18,6,40.831
13,0.18,6,51.281
14,0.18,6,63.264
15,0.18,6,76.868
16,0.18,6,92.178
17,0.18,6,109.28
18,0.18,6,128.261
2,0.19,6,0.202
3,0.19,6,0.666
4,0.19,6,1.549
5,0.19,6,2.99
6,0.19,6,5.12
7,0.19,6,8.058
8,0.19,6,11.913
9,0.19,6,16.781
10,0.19,6,22.751
11,0.19,6,29.907
12,0.19,6,38.334
13,0.19,6,48.111
14,0.19,6,59.321
15,0.19,6,72.044
16,0.19,6,86.361
17,0.19,6,102.354
18,0.19,6,120.104
2,0.2,6,0.192
3,0.2,6,0.631
4,0.2,6,1.467
5,0.2,6,2.83
6,0.2,6,4.845
7,0.2,6,7.62
8,0.2,6,11.255
9,0.2,6,15.838
10,0.2,6,21.452
11,0.2,6,28.177
12,0.2,6,36.09
13,0.2,6,45.268
14,0.2,6,55.787
15,0.2,6,67.726
16,0.2,6,81.16
17,0.2,6,96.167
18,0.2,6,112.824
2,0.21,6,0.183
3,0.21,6,0.599
4,0.21,6,1.392
5,0.21,6,2.686
6,0.21,6,4.596
7,0.21,6,7.223
8,0.21,6,10.658
9,0.21,6,14.983
10,0.21,6,20.277
11,0.21,6,26.613
12,0.21,6,34.064
13,0.21,6,42.705
14,0.21,6,52.607
15,0.21,6,63.843
16,0.21,6,76.487
17,0.21,6,90.613
18,0.21,6,106.293
2,0.22,6,0.174
3,0.22,6,0.57
4,0.22,6,1.324
5,0.22,6,2.555
6,0.22,6,4.369
7,0.22,6,6.86
8,0.22,6,10.114
9,0.22,6,14.206
10,0.22,6,19.209
11,0.22,6,25.193
12,0.22,6,32.229
13,0.22,6,40.385
14,0.22,6,49.731
15,0.22,6,60.336
16,0.22,6,72.271
17,0.22,6,85.605
18,0.22,6,100.408
2,0.23,6,0.166
3,0.23,6,0.543
4,0.23,6,1.263
5,0.23,6,2.435
6,0.23,6,4.162
7,0.23,6,6.529
8,0.23,6,9.616
9,0.23,6,13.496
10,0.23,6,18.235
11,0.23,6,23.901
12,0.23,6,30.56
13,0.23,6,38.278
14,0.23,6,47.121
15,0.23,6,57.157
16,0.23,6,68.451
17,0.23,6,81.07
18,0.23,6,95.081
2,0.24,6,0.159
3,0.24,6,0.519
4,0.24,6,1.206
5,0.24,6,2.326
6,0.24,6,3.971
7,0.24,6,6.225
8,0.24,6,9.16
9,0.24,6,12.845
10,0.24,6,17.344
11,0.24,6,22.72
12,0.24,6,29.036
13,0.24,6,36.357
14,0.24,6,44.744
15,0.24,6,54.263
16,0.24,6,64.976
17,0.24,6,76.947
18,0.24,6,90.239
2,0.25,6,0.152
3,0.25,6,0.496
4,0.25,6,1.154
5,0.25,6,2.225
6,0.25,6,3.796
7,0.25,6,5.945
8,0.25,6,8.741
9,0.25,6,12.247
10,0.25,6,16.526
11,0.25,6,21.637
12,0.25,6,27.641
13,0.25,6,34.599
14,0.25,6,42.572
15,0.25,6,51.62
16,0.25,6,61.804
17,0.25,6,73.185
18,0.25,6,85.823
2,0.26,6,0.146
3,0.26,6,0.476
4,0.26,6,1.106
5,0.26,6,2.131
6,0.26,6,3.634
7,0.26,6,5.686
8,0.26,6,8.354
9,0.26,6,11.696
10,0.26,6,15.773
11,0.26,6,20.641
12,0.26,6,26.36
13,0.26,6,32.987
14,0.26,6,40.58
15,0.26,6,49.197
16,0.26,6,58.898
17,0.26,6,69.739
18,0.26,6,81.779
2,0.27,6,0.14
3,0.27,6,0.457
4,0.27,6,1.062
5,0.27,6,2.045
6,0.27,6,3.483
7,0.27,6,5.447
8,0.27,6,7.995
9,0.27,6,11.187
10,0.27,6,15.078
11,0.27,6,19.724
12,0.27,6,25.18
13,0.27,6,31.503
14,0.27,6,38.747
15,0.27,6,46.971
16,0.27,6,56.228
17,0.27,6,66.574
18,0.27,6,78.065
2,0.28,6,0.135
3,0.28,6,0.439
4,0.28,6,1.021
5,0.28,6,1.964
6,0.28,6,3.344
7,0.28,6,5.224
8,0.28,6,7.663
9,0.28,6,10.716
10,0.28,6,14.436
11,0.28,6,18.876
12,0.28,6,24.091
13,0.28,6,30.134
14,0.28,6,37.058
15,0.28,6,44.918
16,0.28,6,53.767
17,0.28,6,63.658
18,0.28,6,74.644
2,0.29,6,0.13
3,0.29,6,0.423
4,0.29,6,0.982
5,0.29,6,1.889
6,0.29,6,3.214
7,0.29,6,5.018
8,0.29,6,7.355
9,0.29,6,10.279
10,0.29,6,13.84
11,0.29,6,18.091
12,0.29,6,23.083
13,0.29,6,28.868
14,0.29,6,35.498
15,0.29,6,43.023
16,0.29,6,51.496
17,0.29,6,60.967
18,0.29,6,71.487
2,0.3,6,0.125
3,0.3,6,0.408
4,0.3,6,0.947
5,0.3,6,1.82
6,0.3,6,3.093
7,0.3,6,4.825
8,0.3,6,7.068
9,0.3,6,9.873
10,0.3,6,13.289
11,0.3,6,17.366
12,0.3,6,22.153
13,0.3,6,27.701
14,0.3,6,34.059
15,0.3,6,41.277
16,0.3,6,49.404
17,0.3,6,58.489
18,0.3,6,68.58
2,0.31,6,0.121
3,0.31,6,0.393
4,0.31,6,0.913
5,0.31,6,1.754
6,0.31,6,2.979
7,0.31,6,4.644
8,0.31,6,6.8
9,0.31,6,9.494
10,0.31,6,12.775
11,0.31,6,16.69
12,0.31,6,21.288
13,0.31,6,26.617
14,0.31,6,32.724
15,0.31,6,39.659
16,0.31,6,47.467
17,0.31,6,56.197
18,0.31,6,65.896
2,0.32,6,0.117
3,0.32,6,0.379
4,0.32,6,0.881
5,0.32,6,1.691
6,0.32,6,2.871
7,0.32,6,4.472
8,0.32,6,6.544
9,0.32,6,9.133
10,0.32,6,12.286
11,0.32,6,16.048
12,0.32,6,20.466
13,0.32,6,25.587
14,0.32,6,31.457
15,0.32,6,38.123
16,0.32,6,45.63
17,0.32,6,54.024
18,0.32,6,63.35
2,0.33,6,0.113
3,0.33,6,0.367
4,0.33,6,0.851
5,0.33,6,1.634
6,0.33,6,2.772
7,0.33,6,4.315
8,0.33,6,6.311
9,0.33,6,8.804
10,0.33,6,11.839
11,0.33,6,15.462
12,0.33,6,19.716
13,0.33,6,24.647
14,0.33,6,30.3
15,0.33,6,36.72
16,0.33,6,43.95
17,0.33,6,52.036
18,0.33,6,61.019
2,0.34,6,0.11
3,0.34,6,0.355
4,0.34,6,0.824
5,0.34,6,1.58
6,0.34,6,2.679
7,0.34,6,4.168
8,0.34,6,6.093
9,0.34,6,8.496
10,0.34,6,11.422
11,0.34,6,14.914
12,0.34,6,19.015
13,0.34,6,23.769
14,0.34,6,29.219
15,0.34,6,35.409
16,0.34,6,42.382
17,0.34,6,50.179
18,0.34,6,58.842
2,0.35,6,0.106
3,0.35,6,0.344
4,0.35,6,0.798
5,0.35,6,1.53
6,0.35,6,2.591
7,0.35,6,4.03
8,0.35,6,5.887
9,0.35,6,8.207
10,0.35,6,11.031
11,0.35,6,14.4
12,0.35,6,18.358
13,0.35,6,22.947
14,0.35,6,28.207
15,0.35,6,34.183
16,0.35,6,40.914
17,0.35,6,48.441
18,0.35,6,56.806
2,0.36,6,0.103
3,0.36,6,0.334
4,0.36,6,0.774
5,0.36,6,1.482
6,0.36,6,2.509
7,0.36,6,3.899
8,0.36,6,5.695
9,0.36,6,7.936
10,0.36,6,10.663
11,0.36,6,13.919
12,0.36,6,17.742
13,0.36,6,22.176
14,0.36,6,27.259
15,0.36,6,33.034
16,0.36,6,39.539
17,0.36,6,46.814
18,0.36,6,54.898
2,0.37,6,0.1
3,0.37,6,0.324
4,0.37,6,0.751
5,0.37,6,1.437
6,0.37,6,2.431
7,0.37,6,3.777
8,0.37,6,5.513
9,0.37,6,7.68
10,0.37,6,10.318
11,0.37,6,13.466
12,0.37,6,17.164
13,0.37,6,21.452
14,0.37,6,26.369
15,0.37,6,31.955
16,0.37,6,38.247
17,0.37,6,45.285
18,0.37,6,53.107
2,0.38,6,0.097
3,0.38,6,0.315
4,0.38,6,0.729
5,0.38,6,1.395
6,0.38,6,2.358
7,0.38,6,3.661
8,0.38,6,5.342
9,0.38,6,7.44
10,0.38,6,9.993
11,0.38,6,13.04
12,0.38,6,16.62
13,0.38,6,20.771
14,0.38,6,25.532
15,0.38,6,30.94
16,0.38,6,37.033
17,0.38,6,43.849
18,0.38,6,51.423
2,0.39,6,0.095
3,0.39,6,0.307
4,0.39,6,0.709
5,0.39,6,1.354
6,0.39,6,2.289
7,0.39,6,3.551
8,0.39,6,5.18
9,0.39,6,7.213
10,0.39,6,9.687
11,0.39,6,12.639
12,0.39,6,16.108
13,0.39,6,20.13
14,0.39,6,24.744
15,0.39,6,29.985
16,0.39,6,35.89
17,0.39,6,42.496
18,0.39,6,49.838
2,0.4,6,0.092
3,0.4,6,0.298
4,0.4,6,0.689
5,0.4,6,1.316
6,0.4,6,2.223
7,0.4,6,3.448
8,0.4,6,5.028
9,0.4,6,6.999
10,0.4,6,9.397
11,0.4,6,12.26
12,0.4,6,15.624
13,0.4,6,19.526
14,0.4,6,24
15,0.4,6,29.084
16,0.4,6,34.813
17,0.4,6,41.221
18,0.4,6,48.343
2,0.1,6.5,0.35
3,0.1,6.5,1.197
4,0.1,6.5,2.825
5,0.1,6.5,5.467
6,0.1,6.5,9.356
7,0.1,6.5,14.737
8,0.1,6.5,21.858
9,0.1,6.5,30.967
10,0.1,6.5,42.303
11,0.1,6.5,56.095
12,0.1,6.5,72.56
13,0.1,6.5,91.902
14,0.1,6.5,114.314
15,0.1,6.5,139.978
16,0.1,6.5,169.067
17,0.1,6.5,201.748
18,0.1,6.5,238.18
2,0.11,6.5,0.32
3,0.11,6.5,1.089
4,0.11,6.5,2.56
5,0.11,6.5,4.945
6,0.11,6.5,8.461
7,0.11,6.5,13.33
8,0.11,6.5,19.78
9,0.11,6.5,28.028
10,0.11,6.5,38.285
11,0.11,6.5,50.75
12,0.11,6.5,65.607
13,0.11,6.5,83.03
14,0.11,6.5,103.183
15,0.11,6.5,126.222
16,0.11,6.5,152.294
17,0.11,6.5,181.544
18,0.11,6.5,214.11
2,0.12,6.5,0.295
3,0.12,6.5,0.997
4,0.12,6.5,2.338
5,0.12,6.5,4.511
6,0.12,6.5,7.718
7,0.12,6.5,12.165
8,0.12,6.5,18.055
9,0.12,6.5,25.583
10,0.12,6.5,34.935
11,0.12,6.5,46.282
12,0.12,6.5,59.784
13,0.12,6.5,75.591
14,0.12,6.5,93.844
15,0.12,6.5,114.68
16,0.12,6.5,138.227
17,0.12,6.5,164.613
18,0.12,6.5,193.961
2,0.13,6.5,0.273
3,0.13,6.5,0.919
4,0.13,6.5,2.15
5,0.13,6.5,4.145
6,0.13,6.5,7.093
7,0.13,6.5,11.183
8,0.13,6.5,16.599
9,0.13,6.5,23.515
10,0.13,6.5,32.094
11,0.13,6.5,42.485
12,0.13,6.5,54.83
13,0.13,6.5,69.258
14,0.13,6.5,85.895
15,0.13,6.5,104.861
16,0.13,6.5,126.27
17,0.13,6.5,150.238
18,0.13,6.5,176.877
2,0.14,6.5,0.254
3,0.14,6.5,0.851
4,0.14,6.5,1.988
5,0.14,6.5,3.832
6,0.14,6.5,6.559
7,0.14,6.5,10.343
8,0.14,6.5,15.351
9,0.14,6.5,21.739
10,0.14,6.5,29.649
11,0.14,6.5,39.215
12,0.14,6.5,50.56
13,0.14,6.5,63.801
14,0.14,6.5,79.049
15,0.14,6.5,96.412
16,0.14,6.5,115.994
17,0.14,6.5,137.901
18,0.14,6.5,162.235
2,0.15,6.5,0.237
3,0.15,6.5,0.793
4,0.15,6.5,1.848
5,0.15,6.5,3.562
6,0.15,6.5,6.098
7,0.15,6.5,9.617
8,0.15,6.5,14.269
9,0.15,6.5,20.195
10,0.15,6.5,27.521
11,0.15,6.5,36.367
12,0.15,6.5,46.842
13,0.15,6.5,59.051
14,0.15,6.5,73.096
15,0.15,6.5,89.074
16,0.15,6.5,107.082
17,0.15,6.5,127.216
18,0.15,6.5,149.573
2,0.16,6.5,0.223
3,0.16,6.5,0.741
4,0.16,6.5,1.726
5,0.16,6.5,3.327
6,0.16,6.5,5.696
7,0.16,6.5,8.982
8,0.16,6.5,13.321
9,0.16,6.5,18.839
10,0.16,6.5,25.652
11,0.16,6.5,33.864
12,0.16,6.5,43.576
13,0.16,6.5,54.882
14,0.16,6.5,67.877
15,0.16,6.5,82.649
16,0.16,6.5,99.289
17,0.16,6.5,117.888
18,0.16,6.5,138.534
2,0.17,6.5,0.21
3,0.17,6.5,0.695
4,0.17,6.5,1.618
5,0.17,6.5,3.119
6,0.17,6.5,5.342
7,0.17,6.5,8.421
8,0.17,6.5,12.482
9,0.17,6.5,17.639
10,0.17,6.5,23.995
11,0.17,6.5,31.647
12,0.17,6.5,40.685
13,0.17,6.5,51.198
14,0.17,6.5,63.269
15,0.17,6.5,76.986
16,0.17,6.5,92.43
17,0.17,6.5,109.687
18,0.17,6.5,128.842
2,0.18,6.5,0.198
3,0.18,6.5,0.655
4,0.18,6.5,1.522
5,0.18,6.5,2.935
6,0.18,6.5,5.027
7,0.18,6.5,7.922
8,0.18,6.5,11.735
9,0.18,6.5,16.569
10,0.18,6.5,22.518
11,0.18,6.5,29.671
12,0.18,6.5,38.111
13,0.18,6.5,47.92
14,0.18,6.5,59.177
15,0.18,6.5,71.962
16,0.18,6.5,86.355
17,0.18,6.5,102.433
18,0.18,6.5,120.277
2,0.19,6.5,0.187
3,0.19,6.5,0.618
4,0.19,6.5,1.437
5,0.19,6.5,2.771
6,0.19,6.5,4.745
7,0.19,6.5,7.474
8,0.19,6.5,11.064
9,0.19,6.5,15.608
10,0.19,6.5,21.193
11,0.19,6.5,27.899
12,0.19,6.5,35.806
13,0.19,6.5,44.989
14,0.19,6.5,55.523
15,0.19,6.5,67.483
16,0.19,6.5,80.943
17,0.19,6.5,95.979
18,0.19,6.5,112.666
2,0.2,6.5,0.178
3,0.2,6.5,0.585
4,0.2,6.5,1.361
5,0.2,6.5,2.624
6,0.2,6.5,4.491
7,0.2,6.5,7.071
8,0.2,6.5,10.458
9,0.2,6.5,14.741
10,0.2,6.5,19.997
11,0.2,6.5,26.303
12,0.2,6.5,33.732
13,0.2,6.5,42.355
14,0.2,6.5,52.243
15,0.2,6.5,63.467
16,0.2,6.5,76.098
17,0.2,6.5,90.206
18,0.2,6.5,105.864
2,0.21,6.5,0.169
3,0.21,6.5,0.556
4,0.21,6.5,1.291
5,0.21,6.5,2.49
6,0.21,6.5,4.262
7,0.21,6.5,6.705
8,0.21,6.5,9.909
9,0.21,6.5,13.954
10,0.21,6.5,18.914
11,0.21,6.5,24.859
12,0.21,6.5,31.858
13,0.21,6.5,39.979
14,0.21,6.5,49.287
15,0.21,6.5,59.852
16,0.21,6.5,71.74
17,0.21,6.5,85.019
18,0.21,6.5,99.757
2,0.22,6.5,0.161
3,0.22,6.5,0.529
4,0.22,6.5,1.229
5,0.22,6.5,2.369
6,0.22,6.5,4.053
7,0.22,6.5,6.372
8,0.22,6.5,9.409
9,0.22,6.5,13.238
10,0.22,6.5,17.929
11,0.22,6.5,23.547
12,0.22,6.5,30.158
13,0.22,6.5,37.824
14,0.22,6.5,46.611
15,0.22,6.5,56.583
16,0.22,6.5,67.804
17,0.22,6.5,80.337
18,0.22,6.5,94.249
2,0.23,6.5,0.154
3,0.23,6.5,0.504
4,0.23,6.5,1.171
5,0.23,6.5,2.258
6,0.23,6.5,3.861
7,0.23,6.5,6.067
8,0.23,6.5,8.951
9,0.23,6.5,12.584
10,0.23,6.5,17.03
11,0.23,6.5,22.351
12,0.23,6.5,28.609
13,0.23,6.5,35.865
14,0.23,6.5,44.181
15,0.23,6.5,53.616
16,0.23,6.5,64.234
17,0.23,6.5,76.095
18,0.23,6.5,89.26
2,0.24,6.5,0.147
3,0.24,6.5,0.482
4,0.24,6.5,1.119
5,0.24,6.5,2.157
6,0.24,6.5,3.686
7,0.24,6.5,5.787
8,0.24,6.5,8.532
9,0.24,6.5,11.984
10,0.24,6.5,16.206
11,0.24,6.5,21.256
12,0.24,6.5,27.194
13,0.24,6.5,34.077
14,0.24,6.5,41.964
15,0.24,6.5,50.913
16,0.24,6.5,60.984
17,0.24,6.5,72.234
18,0.24,6.5,84.723
2,0.25,6.5,0.141
3,0.25,6.5,0.461
4,0.25,6.5,1.071
5,0.25,6.5,2.063
6,0.25,6.5,3.525
7,0.25,6.5,5.529
8,0.25,6.5,8.145
9,0.25,6.5,11.432
10,0.25,6.5,15.449
11,0.25,6.5,20.252
12,0.25,6.5,25.897
13,0.25,6.5,32.44
14,0.25,6.5,39.936
15,0.25,6.5,48.443
16,0.25,6.5,58.015
17,0.25,6.5,68.71
18,0.25,6.5,80.583
2,0.26,6.5,0.136
3,0.26,6.5,0.442
4,0.26,6.5,1.026
5,0.26,6.5,1.977
6,0.26,6.5,3.375
7,0.26,6.5,5.291
8,0.26,6.5,7.788
9,0.26,6.5,10.923
10,0.26,6.5,14.752
11,0.26,6.5,19.328
12,0.26,6.5,24.705
13,0.26,6.5,30.936
14,0.26,6.5,38.076
15,0.26,6.5,46.177
16,0.26,6.5,55.294
17,0.26,6.5,65.481
18,0.26,6.5,76.791
2,0.27,6.5,0.13
3,0.27,6.5,0.425
4,0.27,6.5,0.985
5,0.27,6.5,1.897
6,0.27,6.5,3.237
7,0.27,6.5,5.071
8,0.27,6.5,7.458
9,0.27,6.5,10.453
10,0.27,6.5,14.108
11,0.27,6.5,18.475
12,0.27,6.5,23.606
13,0.27,6.5,29.552
14,0.27,6.5,36.363
15,0.27,6.5,44.093
16,0.27,6.5,52.793
17,0.27,6.5,62.513
18,0.27,6.5,73.307
2,0.28,6.5,0.126
3,0.28,6.5,0.408
4,0.28,6.5,0.947
5,0.28,6.5,1.823
6,0.28,6.5,3.109
7,0.28,6.5,4.866
8,0.28,6.5,7.151
9,0.28,6.5,10.016
10,0.28,6.5,13.512
11,0.28,6.5,17.687
12,0.28,6.5,22.591
13,0.28,6.5,28.273
14,0.28,6.5,34.783
15,0.28,6.5,42.172
16,0.28,6.5,50.487
17,0.28,6.5,59.779
18,0.28,6.5,70.097
2,0.29,6.5,0.121
3,0.29,6.5,0.393
4,0.29,6.5,0.912
5,0.29,6.5,1.754
6,0.29,6.5,2.989
7,0.29,6.5,4.675
8,0.29,6.5,6.866
9,0.29,6.5,9.611
10,0.29,6.5,12.959
11,0.29,6.5,16.957
12,0.29,6.5,21.651
13,0.29,6.5,27.091
14,0.29,6.5,33.324
15,0.29,6.5,40.397
16,0.29,6.5,48.358
17,0.29,6.5,57.254
18,0.29,6.5,67.134
2,0.3,6.5,0.117
3,0.3,6.5,0.379
4,0.3,6.5,0.879
5,0.3,6.5,1.69
6,0.3,6.5,2.877
7,0.3,6.5,4.498
8,0.3,6.5,6.601
9,0.3,6.5,9.235
10,0.3,6.5,12.447
11,0.3,6.5,16.28
12,0.3,6.5,20.782
13,0.3,6.5,25.999
14,0.3,6.5,31.976
15,0.3,6.5,38.76
16,0.3,6.5,46.395
17,0.3,6.5,54.929
18,0.3,6.5,64.406
2,0.31,6.5,0.113
3,0.31,6.5,0.365
4,0.31,6.5,0.847
5,0.31,6.5,1.629
6,0.31,6.5,2.772
7,0.31,6.5,4.331
8,0.31,6.5,6.352
9,0.31,6.5,8.883
10,0.31,6.5,11.968
11,0.31,6.5,15.65
12,0.31,6.5,19.974
13,0.31,6.5,24.984
14,0.31,6.5,30.725
15,0.31,6.5,37.241
16,0.31,6.5,44.577
17,0.31,6.5,52.776
18,0.31,6.5,61.882
2,0.32,6.5,0.109
3,0.32,6.5,0.353
4,0.32,6.5,0.818
5,0.32,6.5,1.571
6,0.32,6.5,2.672
7,0.32,6.5,4.171
8,0.32,6.5,6.116
9,0.32,6.5,8.548
10,0.32,6.5,11.512
11,0.32,6.5,15.05
12,0.32,6.5,19.204
13,0.32,6.5,24.019
14,0.32,6.5,29.536
15,0.32,6.5,35.799
16,0.32,6.5,42.851
17,0.32,6.5,50.733
18,0.32,6.5,59.488
2,0.33,6.5,0.105
3,0.33,6.5,0.341
4,0.33,6.5,0.791
5,0.33,6.5,1.518
6,0.33,6.5,2.581
7,0.33,6.5,4.026
8,0.33,6.5,5.9
9,0.33,6.5,8.243
10,0.33,6.5,11.096
11,0.33,6.5,14.503
12,0.33,6.5,18.503
13,0.33,6.5,23.139
14,0.33,6.5,28.451
15,0.33,6.5,34.483
16,0.33,6.5,41.274
17,0.33,6.5,48.865
18,0.33,6.5,57.298
2,0.34,6.5,0.102
3,0.34,6.5,0.33
4,0.34,6.5,0.765
5,0.34,6.5,1.469
6,0.34,6.5,2.495
7,0.34,6.5,3.89
8,0.34,6.5,5.697
9,0.34,6.5,7.956
10,0.34,6.5,10.707
11,0.34,6.5,13.991
12,0.34,6.5,17.847
13,0.34,6.5,22.316
14,0.34,6.5,27.437
15,0.34,6.5,33.253
16,0.34,6.5,39.8
17,0.34,6.5,47.121
18,0.34,6.5,55.253
2,0.35,6.5,0.099
3,0.35,6.5,0.32
4,0.35,6.5,0.741
5,0.35,6.5,1.422
6,0.35,6.5,2.414
7,0.35,6.5,3.762
8,0.35,6.5,5.507
9,0.35,6.5,7.687
10,0.35,6.5,10.342
11,0.35,6.5,13.511
12,0.35,6.5,17.232
13,0.35,6.5,21.545
14,0.35,6.5,26.489
15,0.35,6.5,32.101
16,0.35,6.5,38.422
17,0.35,6.5,45.489
18,0.35,6.5,53.34
2,0.36,6.5,0.096
3,0.36,6.5,0.311
4,0.36,6.5,0.719
5,0.36,6.5,1.378
6,0.36,6.5,2.338
7,0.36,6.5,3.642
8,0.36,6.5,5.328
9,0.36,6.5,7.435
10,0.36,6.5,10
11,0.36,6.5,13.061
12,0.36,6.5,16.656
13,0.36,6.5,20.823
14,0.36,6.5,25.599
15,0.36,6.5,31.022
16,0.36,6.5,37.13
17,0.36,6.5,43.96
18,0.36,6.5,51.547
2,0.37,6.5,0.093
3,0.37,6.5,0.302
4,0.37,6.5,0.698
5,0.37,6.5,1.337
6,0.37,6.5,2.267
7,0.37,6.5,3.528
8,0.37,6.5,5.159
9,0.37,6.5,7.197
10,0.37,6.5,9.677
11,0.37,6.5,12.638
12,0.37,6.5,16.114
13,0.37,6.5,20.144
14,0.37,6.5,24.763
15,0.37,6.5,30.009
16,0.37,6.5,35.918
17,0.37,6.5,42.524
18,0.37,6.5,49.865
2,0.38,6.5,0.091
3,0.38,6.5,0.293
4,0.38,6.5,0.678
5,0.38,6.5,1.298
6,0.38,6.5,2.199
7,0.38,6.5,3.421
8,0.38,6.5,5
9,0.38,6.5,6.973
10,0.38,6.5,9.374
11,0.38,6.5,12.239
12,0.38,6.5,15.605
13,0.38,6.5,19.506
14,0.38,6.5,23.978
15,0.38,6.5,29.057
16,0.38,6.5,34.777
17,0.38,6.5,41.174
18,0.38,6.5,48.282
2,0.39,6.5,0.088
3,0.39,6.5,0.285
4,0.39,6.5,0.659
5,0.39,6.5,1.261
6,0.39,6.5,2.135
7,0.39,6.5,3.319
8,0.39,6.5,4.85
9,0.39,6.5,6.761
10,0.39,6.5,9.088
11,0.39,6.5,11.864
12,0.39,6.5,15.124
13,0.39,6.5,18.904
14,0.39,6.5,23.238
15,0.39,6.5,28.159
16,0.39,6.5,33.703
17,0.39,6.5,39.903
18,0.39,6.5,46.793
2,0.4,6.5,0.086
3,0.4,6.5,0.277
4,0.4,6.5,0.641
5,0.4,6.5,1.226
6,0.4,6.5,2.074
7,0.4,6.5,3.223
8,0.4,6.5,4.708
9,0.4,6.5,6.562
10,0.4,6.5,8.817
11,0.4,6.5,11.509
12,0.4,6.5,14.671
13,0.4,6.5,18.337
14,0.4,6.5,22.54
15,0.4,6.5,27.314
16,0.4,6.5,32.691
17,0.4,6.5,38.705
18,0.4,6.5,45.388
2,0.1,7,0.324
3,0.1,7,1.111
4,0.1,7,2.629
5,0.1,7,5.094
6,0.1,7,8.722
7,0.1,7,13.736
8,0.1,7,20.367
9,0.1,7,28.844
10,0.1,7,39.395
11,0.1,7,52.241
12,0.1,7,67.589
13,0.1,7,85.641
14,0.1,7,106.585
15,0.1,7,130.598
16,0.1,7,157.85
17,0.1,7,188.504
18,0.1,7,222.715
2,0.11,7,0.296
3,0.11,7,1.011
4,0.11,7,2.384
5,0.11,7,4.61
6,0.11,7,7.888
7,0.11,7,12.423
8,0.11,7,18.426
9,0.11,7,26.104
10,0.11,7,35.657
11,0.11,7,47.277
12,0.11,7,61.144
13,0.11,7,77.43
14,0.11,7,96.295
15,0.11,7,117.889
16,0.11,7,142.359
17,0.11,7,169.841
18,0.11,7,200.471
2,0.12,7,0.273
3,0.12,7,0.927
4,0.12,7,2.179
5,0.12,7,4.207
6,0.12,7,7.195
7,0.12,7,11.335
8,0.12,7,16.817
9,0.12,7,23.828
10,0.12,7,32.545
11,0.12,7,43.135
12,0.12,7,55.756
13,0.12,7,70.554
14,0.12,7,87.667
15,0.12,7,107.228
16,0.12,7,129.36
17,0.12,7,154.187
18,0.12,7,181.825
2,0.13,7,0.253
3,0.13,7,0.855
4,0.13,7,2.004
5,0.13,7,3.866
6,0.13,7,6.612
7,0.13,7,10.419
8,0.13,7,15.461
